Genes,Transcript_Count,Norm_Symbol
KCTD1,11.0,KCTD1
MTREX,9.0,MTREX
GASK1B,9.0,GASK1B
PHGDH,34.0,PHGDH
MGAM2,3.0,MGAM2
C20orf202,1.0,C20orf202
AC139530.1,5.0,AC139530.1
CGB3,1.0,CGB3
MAFB,1.0,MAFB
PEX1,10.0,PEX1
C2orf16,2.0,C2orf16
HOGA1,4.0,HOGA1
NPAS4,4.0,NPAS4
OR7D4,3.0,OR7D4
ENKD1,7.0,ENKD1
OR13C9,1.0,OR13C9
SEPT2,45.0,SEPT2
EDAR,3.0,EDAR
GSTK1,9.0,GSTK1
NDUFAF7,13.0,NDUFAF7
SCO2,5.0,SCO2
FBXO8,5.0,FBXO8
TIGD6,3.0,TIGD6
CBX6,3.0,CBX6
SLC6A16,7.0,SLC6A16
NDUFB7,2.0,NDUFB7
DLG3,10.0,DLG3
MBNL1,24.0,MBNL1
TCF25,26.0,TCF25
KLHL4,3.0,KLHL4
GZMA,1.0,GZMA
RPA3,7.0,RPA3
JPH1,3.0,JPH1
TTLL5,22.0,TTLL5
NHLRC3,5.0,NHLRC3
BRSK1,8.0,BRSK1
TRNP1,2.0,TRNP1
TAF11L12,1.0,TAF11L12
USP45,13.0,USP45
APOC1,9.0,APOC1
TMEM99,9.0,TMEM99
PUSL1,5.0,PUSL1
HSPA1B,1.75,HSPA1B
AKR1B1,14.0,AKR1B1
ABHD17B,2.0,ABHD17B
C12orf57,7.0,C12orf57
OTULINL,3.0,OTULINL
PCF11,7.0,PCF11
PCDH10,3.0,PCDH10
ZC3H11A,15.0,ZC3H11A
MRPS31,4.0,MRPS31
GAGE2A,1.0,GAGE2A
RNF183,7.0,RNF183
BOC,17.0,BOC
PRPF40B,16.0,PRPF40B
ZNF354B,4.0,ZNF354B
NPFF,1.0,NPFF
STK32A,10.0,STK32A
LYPLA2,10.0,LYPLA2
TSKS,3.0,TSKS
STMP1,4.0,STMP1
AC005551.1,1.0,AC005551.1
OR5T2,1.6666666666666667,OR5T2
ZNF775,3.0,ZNF775
RGSL1,22.0,RGSL1
LACRT,4.0,LACRT
MAGEA12,3.0,MAGEA12
CRYGC,1.0,CRYGC
SGCA,11.0,SGCA
CT476828.1,2.0,CT476828.1
PTGIS,2.0,PTGIS
PLIN2,8.0,PLIN2
GNB4,5.0,GNB4
RDH8,4.0,RDH8
AKAP14,5.0,AKAP14
AC012314.18,1.0,AC012314.18
USP17L17,2.0,USP17L17
PDK4,5.0,PDK4
ABHD16A,14.2,ABHD16A
NOL4L,11.0,NOL4L
SGSH,17.0,SGSH
FOLR1,4.0,FOLR1
RABGGTB,14.0,RABGGTB
NFIL3,1.0,NFIL3
ANKRD26,6.0,ANKRD26
UBE2S,4.0,UBE2S
CCDC74B,11.0,CCDC74B
GCNA,3.0,GCNA
ST8SIA6,3.0,ST8SIA6
RTKN2,3.0,RTKN2
SEC22C,16.0,SEC22C
EIF4A2,27.0,EIF4A2
CUL9,18.0,CUL9
RPP25L,2.0,RPP25L
CWH43,5.0,CWH43
KRBOX1,4.0,KRBOX1
OR14K1,1.0,OR14K1
FKRP,27.0,FKRP
CPEB2,9.0,CPEB2
TNFRSF8,5.0,TNFRSF8
HDDC3,10.0,HDDC3
CSDC2,2.0,CSDC2
CREBL2,2.0,CREBL2
SFTPA2,5.0,SFTPA2
LGALS2,2.0,LGALS2
SLFNL1,5.0,SLFNL1
AL135905.2,1.0,AL135905.2
AC007906.2,2.0,AC007906.2
NEUROD1,2.0,NEUROD1
ZNF287,6.0,ZNF287
GPR34,4.0,GPR34
RASL10B,2.0,RASL10B
PDCD2,15.0,PDCD2
TP53TG3D,7.0,TP53TG3D
EPHX4,2.0,EPHX4
RBBP5,3.0,RBBP5
HNRNPU,31.0,HNRNPU
RBP2,3.0,RBP2
PLA2G3,1.0,PLA2G3
APCDD1,6.0,APCDD1
OR8K5,1.0,OR8K5
SOX9,1.0,SOX9
BEST3,12.0,BEST3
DGKD,14.0,DGKD
AC270300.2,2.0,AC270300.2
ARHGAP1,7.0,ARHGAP1
ACTA1,2.0,ACTA1
MUC15,6.0,MUC15
CDK11A,23.0,CDK11A
TAF2,9.0,TAF2
TEX44,1.0,TEX44
MIF,3.0,MIF
SOCS6,3.0,SOCS6
LRRN4,1.0,LRRN4
GNL3,12.0,GNL3
CDK16,23.0,CDK16
LPCAT1,6.666666666666668,LPCAT1
WNT8A,4.0,WNT8A
SSTR3,2.0,SSTR3
ESYT1,10.0,ESYT1
HIST1H2AM,1.0,HIST1H2AM
OR52N4,2.0,OR52N4
CYP4F3,9.0,CYP4F3
ZNF875,28.0,ZNF875
GLRX2,4.0,GLRX2
MED23,9.0,MED23
DYNLRB1,4.0,DYNLRB1
RCL1,9.0,RCL1
FLRT3,3.0,FLRT3
NRP2,17.0,NRP2
CFHR4,5.0,CFHR4
TMEM204,2.0,TMEM204
CD86,9.0,CD86
RAB9A,3.0,RAB9A
PGK1,6.0,PGK1
SHBG,21.0,SHBG
OBSL1,15.0,OBSL1
PRSS36,9.0,PRSS36
ING2,2.0,ING2
GDF5OS,2.0,GDF5OS
PHF21A,21.0,PHF21A
KRTAP13-3,1.0,KRTAP13-3
KCNC1,13.0,KCNC1
CAPN7,7.0,CAPN7
KNTC1,15.0,KNTC1
ARMCX1,1.0,ARMCX1
WDFY1,6.0,WDFY1
CKAP2,7.0,CKAP2
HSPA14,3.6,HSPA14
PGLYRP4,3.0,PGLYRP4
KRT1,2.0,KRT1
NGRN,3.0,NGRN
CASP1,17.0,CASP1
HSF2,3.0,HSF2
KIF4A,2.0,KIF4A
LY6L,1.0,LY6L
DOCK8,17.0,DOCK8
REV3L,14.0,REV3L
KIR3DL2,1.976744186046512,KIR3DL2
ATRIP,10.0,ATRIP
CA12,6.0,CA12
HBZ,2.0,HBZ
EIF3A,3.0,EIF3A
HOXA10,6.0,HOXA10
TTBK1,2.0,TTBK1
FOXP2,27.0,FOXP2
BX072566.1,2.0,BX072566.1
CAPNS2,1.0,CAPNS2
PLD4,7.0,PLD4
MYO1A,9.0,MYO1A
NDUFA7,6.0,NDUFA7
AC020907.6,1.0,AC020907.6
ZNF548,12.0,ZNF548
C1orf131,8.0,C1orf131
C10orf143,4.0,C10orf143
GJB6,14.0,GJB6
ITFG2,18.0,ITFG2
KRTAP19-5,1.0,KRTAP19-5
DZANK1,11.0,DZANK1
DNAJA4,12.0,DNAJA4
UPK1A,4.0,UPK1A
HMGN4,2.0,HMGN4
WIPI2,14.0,WIPI2
RNF149,6.0,RNF149
FRAS1,7.0,FRAS1
TRIM46,11.0,TRIM46
WFIKKN2,2.0,WFIKKN2
AC099850.2,1.0,AC099850.2
NR5A2,6.0,NR5A2
MIER3,11.0,MIER3
GP1BB,1.0,GP1BB
AC008393.2,4.0,AC008393.2
VRTN,2.0,VRTN
OPALIN,6.0,OPALIN
AMPH,9.0,AMPH
SAT1,9.0,SAT1
C2orf15,4.0,C2orf15
C3orf62,4.0,C3orf62
RNH1,24.48275862068965,RNH1
USP17L15,2.0,USP17L15
CDH24,6.0,CDH24
TBC1D3K,1.0,TBC1D3K
SHROOM3,13.0,SHROOM3
CUX1,23.0,CUX1
COCH,14.0,COCH
AC090958.3,1.0,AC090958.3
GDPD4,6.0,GDPD4
CREM,48.0,CREM
CCDC82,21.0,CCDC82
BORCS7,3.0,BORCS7
SOX11,1.0,SOX11
GOLGA6L7,2.0,GOLGA6L7
RMI2,7.0,RMI2
ATXN10,12.0,ATXN10
RAMP1,4.0,RAMP1
SCN1A,21.0,SCN1A
CKMT2,12.0,CKMT2
CEACAM3,8.0,CEACAM3
SIGLEC7,6.0,SIGLEC7
MFAP1,2.0,MFAP1
AC005759.1,14.0,AC005759.1
DIP2C,5.0,DIP2C
AL021546.1,1.0,AL021546.1
MTRNR2L12,1.0,MTRNR2L12
PRAMEF4,1.0,PRAMEF4
MRPL12,1.0,MRPL12
C19orf44,8.0,C19orf44
LYPD8,1.0,LYPD8
APBA2,11.111111111111109,APBA2
SLC8B1,16.0,SLC8B1
FOXD4L5,1.0,FOXD4L5
S100A10,4.0,S100A10
DNM2,22.0,DNM2
NME5,6.0,NME5
RAP1A,4.0,RAP1A
KCNA3,1.0,KCNA3
GSDMD,16.0,GSDMD
UNC5B,2.0,UNC5B
FRAT2,1.0,FRAT2
RAB11FIP4,11.0,RAB11FIP4
GFAP,38.0,GFAP
TRPC5,1.0,TRPC5
NDUFA8,1.0,NDUFA8
SPDYE5,3.0,SPDYE5
DLX2,2.0,DLX2
CHERP,7.0,CHERP
F10,7.0,F10
ZFAND2B,21.0,ZFAND2B
TESK1,6.0,TESK1
ACAD10,24.0,ACAD10
PPP1R37,9.0,PPP1R37
GBP1,8.0,GBP1
F8A2,1.0,F8A2
KIAA0753,10.0,KIAA0753
ZNF200,10.0,ZNF200
CT45A3,2.0,CT45A3
SLC22A6,6.0,SLC22A6
TMEM123,8.0,TMEM123
CIRBP,46.0,CIRBP
SERPINA3,9.0,SERPINA3
PAQR9,3.0,PAQR9
BTN2A2,16.0,BTN2A2
RAB39A,1.0,RAB39A
CYP26C1,2.0,CYP26C1
CSAD,20.0,CSAD
HIST1H1T,1.0,HIST1H1T
NIPAL4,5.0,NIPAL4
ARHGAP30,7.0,ARHGAP30
P2RX3,4.0,P2RX3
PXMP2,5.0,PXMP2
GTF2H2,13.230769230769232,GTF2H2
SCP2,17.0,SCP2
ALG6,12.0,ALG6
ERH,4.0,ERH
GPRC5A,6.0,GPRC5A
ZNF805,2.0,ZNF805
PNLIP,2.0,PNLIP
EBAG9,10.0,EBAG9
CLU,17.0,CLU
ZSCAN31,19.0,ZSCAN31
ARMCX5,6.0,ARMCX5
OR4A15,2.0,OR4A15
APOC2,5.0,APOC2
C19orf48,16.0,C19orf48
ADAMTS3,4.0,ADAMTS3
VOPP1,17.0,VOPP1
GTPBP1,13.0,GTPBP1
CCDC191,8.0,CCDC191
COBLL1,26.0,COBLL1
KIAA0408,5.0,KIAA0408
HLA-DOA,6.0,HLA-DOA
ZNF324B,6.0,ZNF324B
STK4,7.0,STK4
GPR132,6.0,GPR132
C11orf80,19.0,C11orf80
SMC4,27.0,SMC4
BCO1,3.0,BCO1
CCL27,2.0,CCL27
NHLH1,1.0,NHLH1
GLMP,16.0,GLMP
TENM3,6.0,TENM3
GTPBP2,10.0,GTPBP2
ELOVL4,1.0,ELOVL4
MAL,5.0,MAL
PHYHIP,5.0,PHYHIP
MBIP,11.0,MBIP
GPD2,13.0,GPD2
KP420441.5,4.0,KP420441.5
RAG1,3.0,RAG1
MCRIP2,11.0,MCRIP2
FOXO1,5.0,FOXO1
ZC3H8,8.0,ZC3H8
IPO13,7.0,IPO13
OR1I1,2.0,OR1I1
A4GNT,1.0,A4GNT
NMD3,10.0,NMD3
RANGRF,6.0,RANGRF
RSC1A1,1.0,RSC1A1
COL5A2,4.0,COL5A2
GRM3,5.0,GRM3
TAF4B,3.0,TAF4B
ULBP2,1.0,ULBP2
OR8K3,3.0,OR8K3
INVS,7.0,INVS
TMEM242,2.0,TMEM242
MARF1,15.0,MARF1
PRR15L,1.0,PRR15L
ZNF581,4.0,ZNF581
TWF1,11.0,TWF1
SPINK4,2.0,SPINK4
ERLIN1,3.0,ERLIN1
PDE9A,28.0,PDE9A
OR2T27,3.0,OR2T27
GU182347.1,4.0,GU182347.1
FBXO9,13.0,FBXO9
RNASET2,14.0,RNASET2
GAL,2.0,GAL
FECH,12.0,FECH
IGSF21,4.0,IGSF21
CTAG2,2.0,CTAG2
FNDC4,3.0,FNDC4
SF3A2,7.0,SF3A2
GTF3C2,14.0,GTF3C2
GHRL,15.0,GHRL
RHBG,9.0,RHBG
MOGAT1,1.0,MOGAT1
DEDD,12.0,DEDD
MGAM,7.571428571428571,MGAM
IDI1,5.0,IDI1
C5orf15,3.0,C5orf15
C2orf92,58.0,C2orf92
JRKL,2.0,JRKL
CLC,1.0,CLC
HOMER3,12.0,HOMER3
CALHM3,1.0,CALHM3
ZNF185,12.0,ZNF185
PPFIBP2,27.0,PPFIBP2
NKX2-3,2.0,NKX2-3
TBL1Y,4.0,TBL1Y
BTAF1,4.0,BTAF1
ATF6,2.0,ATF6
MAP7D1,13.0,MAP7D1
LAMC3,4.0,LAMC3
ACMSD,4.0,ACMSD
BNC1,2.0,BNC1
ZNF454,3.0,ZNF454
OR52N1,2.0,OR52N1
JAZF1,9.0,JAZF1
KLRG1,7.0,KLRG1
PKD2,7.0,PKD2
CFAP206,4.0,CFAP206
LCE1D,1.0,LCE1D
AC011195.2,1.0,AC011195.2
GALNT11,13.0,GALNT11
PRSS54,6.0,PRSS54
COMTD1,7.0,COMTD1
PRAMEF27,1.0,PRAMEF27
CCDC186,7.0,CCDC186
SHOX,3.0,SHOX
ITGA2B,10.0,ITGA2B
COMMD7,4.0,COMMD7
ZCWPW1,8.0,ZCWPW1
DNPEP,21.0,DNPEP
MLNR,1.0,MLNR
PCGF1,7.0,PCGF1
KDM4B,12.0,KDM4B
GCC1,3.0,GCC1
HRC,4.0,HRC
OGFOD1,11.0,OGFOD1
HCN4,1.0,HCN4
CHST4,3.0,CHST4
FAM120AOS,14.0,FAM120AOS
SERPINB4,4.0,SERPINB4
ZNF302,15.0,ZNF302
NYAP1,4.0,NYAP1
COL25A1,10.0,COL25A1
UCHL3,6.0,UCHL3
GSTA4,6.0,GSTA4
KIAA1328,12.0,KIAA1328
SAXO1,5.0,SAXO1
OR2H2,1.25,OR2H2
PINK1,3.0,PINK1
FGD6,7.0,FGD6
UBAC1,6.0,UBAC1
TMF1,7.0,TMF1
SCRN2,13.0,SCRN2
ITIH5,9.0,ITIH5
TNFRSF12A,7.0,TNFRSF12A
OR10G6,1.0,OR10G6
ZNF264,6.0,ZNF264
TMEM138,12.0,TMEM138
CLN3,64.0,CLN3
RNF130,8.0,RNF130
C3orf33,5.0,C3orf33
MIER1,11.0,MIER1
ASPN,4.0,ASPN
PTEN,4.0,PTEN
FAN1,25.75,FAN1
ABCB8,22.0,ABCB8
PRDM13,2.0,PRDM13
PF4V1,1.0,PF4V1
RASSF6,5.0,RASSF6
PSMB8,5.25,PSMB8
ANTXR1,7.0,ANTXR1
PDGFC,9.0,PDGFC
TAS2R14,2.0,TAS2R14
OBP2B,5.0,OBP2B
POLD2,18.0,POLD2
FABP12,2.0,FABP12
BRF1,22.0,BRF1
CDC20,4.0,CDC20
MS4A1,12.0,MS4A1
TMEM255B,4.0,TMEM255B
CREB3L1,6.0,CREB3L1
ZNF385B,13.0,ZNF385B
OR2B2,1.0,OR2B2
TUBGCP3,6.333333333333332,TUBGCP3
FAM174A,3.0,FAM174A
APEX1,20.0,APEX1
BPIFC,4.0,BPIFC
GALNT18,2.0,GALNT18
PCP2,2.0,PCP2
ZBTB21,8.0,ZBTB21
SLC36A3,3.0,SLC36A3
TICAM1,2.0,TICAM1
FBXW8,4.0,FBXW8
SLC4A1,5.0,SLC4A1
SSRP1,5.0,SSRP1
MYH7,1.0,MYH7
UGT1A1,2.0,UGT1A1
NTNG2,4.0,NTNG2
LEKR1,12.0,LEKR1
ABLIM1,17.0,ABLIM1
PRAMEF12,1.0,PRAMEF12
GNPNAT1,6.0,GNPNAT1
DTD1,3.0,DTD1
PHGR1,2.0,PHGR1
PAN2,21.0,PAN2
PRAMEF20,2.0,PRAMEF20
LYST,12.0,LYST
TAS2R9,1.0,TAS2R9
PROSER3,17.0,PROSER3
POT1,31.0,POT1
AL356585.9,2.0,AL356585.9
CPT2,12.0,CPT2
DHRS13,5.0,DHRS13
VAMP4,4.0,VAMP4
NAA35,3.0,NAA35
SERPINF1,9.333333333333334,SERPINF1
ZNF404,3.0,ZNF404
OXER1,1.0,OXER1
JMJD8,16.0,JMJD8
NBPF15,8.0,NBPF15
SRSF2,11.0,SRSF2
TEX43,2.0,TEX43
SMIM13,2.0,SMIM13
DNAH12,9.0,DNAH12
SLC26A10,11.0,SLC26A10
GULP1,18.0,GULP1
VRK3,26.0,VRK3
WDR26,10.0,WDR26
SPAST,21.0,SPAST
ARFGAP3,6.0,ARFGAP3
DDX50,6.0,DDX50
ACSS2,24.0,ACSS2
CAVIN4,1.0,CAVIN4
MYH13,3.0,MYH13
TUSC2,6.0,TUSC2
VPS50,21.0,VPS50
AC270227.1,2.0,AC270227.1
OXR1,15.0,OXR1
LIPH,5.0,LIPH
TMED9,6.0,TMED9
CASP7,12.0,CASP7
PADI1,4.0,PADI1
ACSM2B,19.0,ACSM2B
MAGEE1,1.0,MAGEE1
APOBEC2,1.0,APOBEC2
DUSP26,3.0,DUSP26
PHB,15.0,PHB
GAGE12C,1.0,GAGE12C
C19orf24,5.0,C19orf24
RABL6,11.0,RABL6
ADGRE5,16.0,ADGRE5
SSBP4,15.0,SSBP4
HES6,9.0,HES6
SSX3,4.0,SSX3
LRRC74B,4.0,LRRC74B
LRTM2,12.0,LRTM2
RPL10,18.0,RPL10
SCNM1,7.0,SCNM1
ZNF518B,5.0,ZNF518B
RSF1,12.0,RSF1
EFCAB8,4.0,EFCAB8
OTUD3,3.0,OTUD3
TK2,21.0,TK2
GZF1,5.0,GZF1
CST8,2.0,CST8
NPBWR1,1.0,NPBWR1
SPERT,4.0,SPERT
TCP11X2,5.0,TCP11X2
PRELP,1.0,PRELP
ZNF583,8.0,ZNF583
SPECC1L,8.0,SPECC1L
OR8H3,1.0,OR8H3
ZNF804B,2.0,ZNF804B
RBFOX2,14.0,RBFOX2
SPANXA1,1.0,SPANXA1
RAMP3,3.0,RAMP3
CXorf49B,2.0,CXorf49B
TUT4,21.0,TUT4
OR5R1,1.0,OR5R1
KANSL1,25.86666666666667,KANSL1
UBFD1,10.0,UBFD1
RASSF8,16.0,RASSF8
B3GNTL1,11.0,B3GNTL1
CPAMD8,21.0,CPAMD8
B9D1,23.0,B9D1
KREMEN1,6.0,KREMEN1
ICAM2,16.0,ICAM2
BORCS8,9.0,BORCS8
OLA1,9.0,OLA1
FMNL3,7.0,FMNL3
PTMA,12.0,PTMA
SLC25A25,8.0,SLC25A25
TMEM150C,4.0,TMEM150C
TMEM218,17.0,TMEM218
AL139300.1,1.0,AL139300.1
CD34,4.0,CD34
TEX19,1.0,TEX19
AC004556.1,1.0,AC004556.1
ANKRD2,4.0,ANKRD2
CRADD,12.0,CRADD
C21orf58,10.0,C21orf58
SLC22A12,5.0,SLC22A12
NTHL1,13.0,NTHL1
CCDC121,3.0,CCDC121
AKAIN1,2.0,AKAIN1
SNW1,7.0,SNW1
AARS,7.0,AARS
ZGRF1,12.0,ZGRF1
CNNM1,2.0,CNNM1
HS3ST4,2.0,HS3ST4
OR5M11,1.0,OR5M11
DDAH2,10.0,DDAH2
SLA,23.0,SLA
LRFN1,1.0,LRFN1
SNORC,8.0,SNORC
LRRFIP2,20.0,LRRFIP2
NOXA1,2.0,NOXA1
DNASE2B,2.0,DNASE2B
EIF2B5,31.0,EIF2B5
FAM136A,6.0,FAM136A
ADK,6.0,ADK
GIT2,20.0,GIT2
MAS1L,1.0,MAS1L
RPL31,11.0,RPL31
MCTS1,6.0,MCTS1
QSOX2,2.0,QSOX2
ZFYVE21,12.0,ZFYVE21
IFT20,16.0,IFT20
UBAP2,12.0,UBAP2
PPP1R15A,2.0,PPP1R15A
HYAL1,9.0,HYAL1
C3orf52,7.0,C3orf52
TRIM77,2.0,TRIM77
MBNL3,12.0,MBNL3
SAG,16.0,SAG
STK35,2.0,STK35
OR52J3,1.0,OR52J3
SP100,19.0,SP100
GPR12,2.0,GPR12
SP3,12.0,SP3
PRMT5,28.0,PRMT5
PABPC3,1.0,PABPC3
TSPAN16,6.0,TSPAN16
LOXL2,15.0,LOXL2
GPR78,7.0,GPR78
LURAP1L,2.0,LURAP1L
TRAF3IP3,16.0,TRAF3IP3
RAB3IL1,6.0,RAB3IL1
PLCXD3,2.0,PLCXD3
RSPH10B2,11.0,RSPH10B2
FANCD2,13.0,FANCD2
KIF26B,3.6666666666666665,KIF26B
ZNF572,1.0,ZNF572
SELENOW,16.0,SELENOW
CRYGN,6.0,CRYGN
CAPZB,9.0,CAPZB
C11orf88,4.0,C11orf88
KCNJ18,1.0,KCNJ18
CGN,8.0,CGN
SELENOO,3.0,SELENOO
DHX37,5.0,DHX37
AHCYL1,6.0,AHCYL1
CXCL9,1.0,CXCL9
BOD1L2,1.0,BOD1L2
SCUBE1,8.0,SCUBE1
SNAP47,13.0,SNAP47
CIAO2B,6.0,CIAO2B
SMARCAD1,8.0,SMARCAD1
GNPTG,9.0,GNPTG
ANKRD6,22.0,ANKRD6
C20orf203,2.0,C20orf203
NCEH1,7.0,NCEH1
GUCD1,13.0,GUCD1
CHST6,4.0,CHST6
COX8C,1.0,COX8C
PURA,4.0,PURA
FAM117B,2.0,FAM117B
AC092073.1,2.0,AC092073.1
IL33,5.0,IL33
PCDHGA12,2.0,PCDHGA12
ZNF205,6.0,ZNF205
SRP72,9.0,SRP72
PSKH2,3.0,PSKH2
C2CD2,8.0,C2CD2
HAND1,1.0,HAND1
ZNF536,5.0,ZNF536
AC270285.4,2.0,AC270285.4
CPXCR1,3.0,CPXCR1
C1QBP,7.0,C1QBP
RPGR,19.0,RPGR
MAU2,16.0,MAU2
CACNA1C,31.0,CACNA1C
OR2AT4,5.0,OR2AT4
CD33,7.0,CD33
TOPBP1,10.0,TOPBP1
STX10,11.0,STX10
TRAP1,17.0,TRAP1
CRAT,9.0,CRAT
TOMM34,1.0,TOMM34
SEMA6B,3.0,SEMA6B
SIRT2,19.0,SIRT2
HIPK3,6.0,HIPK3
HNMT,8.0,HNMT
SPOCK2,9.0,SPOCK2
PNRC2,5.0,PNRC2
CAMKMT,10.0,CAMKMT
TTF2,7.0,TTF2
GRID2IP,3.0,GRID2IP
SLC39A1,11.0,SLC39A1
MAGEB16,5.0,MAGEB16
IL1RAPL1,2.0,IL1RAPL1
DTX1,5.0,DTX1
C4orf48,2.0,C4orf48
PAPOLG,7.0,PAPOLG
PRKAB2,3.0,PRKAB2
CACNA1H,12.0,CACNA1H
CLSTN3,16.0,CLSTN3
OLFM3,6.0,OLFM3
WDFY4,6.0,WDFY4
ZNF230,5.0,ZNF230
LINC00672,1.0,LINC00672
RPL30,13.0,RPL30
SKAP2,9.0,SKAP2
VTN,3.0,VTN
SERPINA5,12.0,SERPINA5
PDXP,2.0,PDXP
REM2,2.0,REM2
OR2A42,2.0,OR2A42
ZNF853,1.0,ZNF853
USP6,6.0,USP6
ADGRE1,8.0,ADGRE1
IST1,27.0,IST1
HDAC5,12.0,HDAC5
IGFBP5,3.0,IGFBP5
CCDC150,19.0,CCDC150
TMBIM4,14.0,TMBIM4
SLC25A48,10.0,SLC25A48
STARD9,7.0,STARD9
PPA2,22.0,PPA2
CDK20,10.0,CDK20
FEN1,3.0,FEN1
ZNF607,5.0,ZNF607
ZNF668,10.0,ZNF668
C19orf81,3.0,C19orf81
VASN,1.0,VASN
CD80,4.0,CD80
ZNF784,2.0,ZNF784
LHFPL6,3.0,LHFPL6
PRDM2,14.0,PRDM2
CMC2,24.0,CMC2
METTL8,19.0,METTL8
WDR1,18.0,WDR1
SCML1,7.0,SCML1
CCDC59,7.0,CCDC59
SF3A1,10.0,SF3A1
ZNF502,4.0,ZNF502
PAF1,8.0,PAF1
NOTCH2NLA,3.0,NOTCH2NLA
PSG2,4.0,PSG2
TIMM9,10.0,TIMM9
SIRPB1,15.0,SIRPB1
COPS3,18.0,COPS3
STAT1,12.0,STAT1
PDE7B,3.0,PDE7B
SRSF9,6.0,SRSF9
C12orf54,5.0,C12orf54
TRIM39,11.0,TRIM39
KIAA0513,7.0,KIAA0513
SCML4,11.0,SCML4
TCF12,28.0,TCF12
INHBE,4.0,INHBE
ZFAND5,8.0,ZFAND5
LAMB1,13.0,LAMB1
MAPK12,11.0,MAPK12
SCAMP2,12.0,SCAMP2
OSGEPL1,8.0,OSGEPL1
AAR2,3.0,AAR2
LSP1,17.0,LSP1
GGT6,6.0,GGT6
VWC2,1.0,VWC2
ARHGAP33,13.0,ARHGAP33
MEX3B,2.0,MEX3B
CCDC159,20.0,CCDC159
OR4D11,1.0,OR4D11
OS9,23.0,OS9
CDH3,10.0,CDH3
ZBED8,2.0,ZBED8
IFNGR2,6.0,IFNGR2
MAPK8IP3,16.0,MAPK8IP3
PGM3,22.0,PGM3
MT-ND1,1.0,MT-ND1
EHHADH,6.0,EHHADH
GFRAL,1.0,GFRAL
GNG7,2.0,GNG7
STN1,4.0,STN1
TMPRSS11A,3.0,TMPRSS11A
CT47A7,1.0,CT47A7
CR759815.2,1.0,CR759815.2
SPEM1,1.0,SPEM1
NFKBID,11.0,NFKBID
PRPF39,12.0,PRPF39
CNOT8,25.0,CNOT8
DEFB104B,1.5,DEFB104B
TCEAL5,1.0,TCEAL5
GAPDH,11.0,GAPDH
TUBB6,14.0,TUBB6
PRCC,7.0,PRCC
CD63,16.0,CD63
TMEM31,1.0,TMEM31
B4GAT1,1.0,B4GAT1
HLX,3.0,HLX
OR4K17,3.0,OR4K17
SAMHD1,27.0,SAMHD1
LY9,11.0,LY9
TPI1,10.0,TPI1
CENPN,9.0,CENPN
DFFA,3.0,DFFA
FBLN2,7.0,FBLN2
DNAJC5B,4.0,DNAJC5B
ATG3,9.0,ATG3
SLC26A11,17.0,SLC26A11
MESD,7.0,MESD
ATP1A1,11.0,ATP1A1
ZBTB16,9.0,ZBTB16
OR52H1,2.0,OR52H1
TDRKH,15.0,TDRKH
POTEB2,2.0,POTEB2
BEX3,4.0,BEX3
TCP11,28.0,TCP11
CLPTM1,12.0,CLPTM1
RARG,18.0,RARG
TRIM9,6.0,TRIM9
URGCP-MRPS24,1.0,URGCP-MRPS24
KCNQ5,13.0,KCNQ5
PAM,27.0,PAM
DNAJB6,18.0,DNAJB6
OR10AG1,2.0,OR10AG1
MCCD1,1.0,MCCD1
SLC2A8,15.0,SLC2A8
CASR,6.0,CASR
STARD3,29.0,STARD3
CD300C,1.0,CD300C
NAA40,10.0,NAA40
MRPL14,1.0,MRPL14
CORO1C,19.0,CORO1C
NAXD,3.0,NAXD
FCF1,8.0,FCF1
SV2A,2.0,SV2A
ATP11C,9.0,ATP11C
ARHGEF25,7.0,ARHGEF25
PTPN2,21.0,PTPN2
RNF40,12.0,RNF40
LRG1,2.0,LRG1
PTGDR,2.0,PTGDR
IP6K3,3.0,IP6K3
TMEM41B,7.0,TMEM41B
DPYSL5,7.0,DPYSL5
SIAE,6.0,SIAE
TRPA1,6.0,TRPA1
TTC7B,15.0,TTC7B
PLAAT5,6.0,PLAAT5
LRIG1,9.0,LRIG1
SEC14L4,4.0,SEC14L4
WDR73,21.0,WDR73
TMEM247,1.0,TMEM247
SPATA31A5,1.0,SPATA31A5
ZNF671,6.0,ZNF671
CDKL1,11.0,CDKL1
ECEL1,4.0,ECEL1
PET100,7.0,PET100
SPRR4,1.0,SPRR4
KDM4F,1.0,KDM4F
DHX33,5.0,DHX33
SCAMP5,18.0,SCAMP5
JAM2,7.0,JAM2
IL13RA1,4.0,IL13RA1
ATP6V1D,14.0,ATP6V1D
FNBP4,16.0,FNBP4
FABP4,4.0,FABP4
ELF3,10.0,ELF3
SSH2,13.0,SSH2
TMEM254,13.0,TMEM254
ENPP4,1.0,ENPP4
AQP3,7.0,AQP3
NKAIN1,5.0,NKAIN1
AC254952.1,2.0,AC254952.1
DERPC,2.0,DERPC
AC007325.2,2.0,AC007325.2
TTLL4,21.0,TTLL4
GPBAR1,4.0,GPBAR1
DDA1,5.0,DDA1
ACTR3,8.0,ACTR3
AC016586.1,15.0,AC016586.1
NAP1L4,21.51851851851852,NAP1L4
SOX13,10.0,SOX13
SPN,6.0,SPN
MTRNR2L5,1.0,MTRNR2L5
C20orf141,2.0,C20orf141
EDDM13,8.0,EDDM13
