Genes,Isoform_No,Norm_Symbol
SLC14A1,16,SLC14A1
MAIP1,3,MAIP1
C2CD6,4,C2CD6
RNF145,7,RNF145
INHBC,1,INHBC
CENPA,3,CENPA
FAM102A,2,FAM102A
PRKCQ,4,PRKCQ
MYB,40,MYB
CGREF1,8,CGREF1
EXOSC4,3,EXOSC4
RAB12,2,RAB12
RPL36,6,RPL36
DONSON,11,DONSON
KCNT2,6,KCNT2
SV2C,2,SV2C
PSMB10,2,PSMB10
ZNF521,8,ZNF521
OTOS,2,OTOS
CFAP299,5,CFAP299
GSX2,3,GSX2
MLF2,7,MLF2
ACSM1,5,ACSM1
FO393400.1,4,FO393400.1
TXNDC17,4,TXNDC17
HIBCH,9,HIBCH
ABHD12,8,ABHD12
UBQLN2,1,UBQLN2
SFPQ,3,SFPQ
SRGAP2C,2,SRGAP2C
BRICD5,3,BRICD5
SSSCA1,6,SSSCA1
TMED8,1,TMED8
KTI12,1,KTI12
COPZ2,7,COPZ2
ERP27,2,ERP27
BAIAP2,20,BAIAP2
NUP85,15,NUP85
DNMBP,3,DNMBP
CCDC68,4,CCDC68
H2AFJ,3,H2AFJ
FBXW12,4,FBXW12
TM9SF2,3,TM9SF2
PPP1R35,1,PPP1R35
MAP4K4,15,MAP4K4
LUZP1,5,LUZP1
TXLNA,2,TXLNA
NPY1R,7,NPY1R
SYNPO,4,SYNPO
PRR5,11,PRR5
SMIM32,1,SMIM32
ZMYM6,4,ZMYM6
CALM2,5,CALM2
NTNG2,2,NTNG2
DYNAP,3,DYNAP
FBXL22,4,FBXL22
SPON2,10,SPON2
GSTZ1,12,GSTZ1
TAF11L6,1,TAF11L6
EMC2,3,EMC2
IQCA1,5,IQCA1
TTLL12,2,TTLL12
MUC3A,3,MUC3A
KRTAP10-10,1,KRTAP10-10
KRTAP12-1,1,KRTAP12-1
AVPR1A,2,AVPR1A
LRRC3,1,LRRC3
RAD21,8,RAD21
AL355312.5,1,AL355312.5
JAM3,4,JAM3
AURKB,10,AURKB
ZDHHC22,3,ZDHHC22
EYA1,17,EYA1
NAF1,3,NAF1
RASSF4,5,RASSF4
GRIA4,12,GRIA4
MCAT,3,MCAT
MANBAL,5,MANBAL
LEPROT,5,LEPROT
DCK,5,DCK
PSMD7,4,PSMD7
SPATA31A3,1,SPATA31A3
IFNA2,1,IFNA2
ACSM2A,9,ACSM2A
A2ML1,6,A2ML1
ADGRF3,6,ADGRF3
CFAP410,3,CFAP410
MON2,8,MON2
PDXP,2,PDXP
PCDHA13,3,PCDHA13
KLHL9,1,KLHL9
FAM181A,10,FAM181A
PTPRZ1,2,PTPRZ1
TAS1R2,1,TAS1R2
GSDMD,18,GSDMD
AC004080.3,1,AC004080.3
COG1,7,COG1
EPB42,7,EPB42
TMPRSS5,12,TMPRSS5
TTC16,1,TTC16
ADAM22,9,ADAM22
ZNF441,2,ZNF441
NOS2,3,NOS2
ZNF438,9,ZNF438
TIGD3,1,TIGD3
PROM1,12,PROM1
PTPRE,8,PTPRE
GLTPD2,1,GLTPD2
INS,5,INS
SLC6A8,6,SLC6A8
PLAGL2,1,PLAGL2
SLC52A3,5,SLC52A3
IL9R,2,IL9R
COX11,6,COX11
TLR6,5,TLR6
IL17RE,7,IL17RE
VCAN,7,VCAN
SMS,3,SMS
RNF152,2,RNF152
GOLGA8H,1,GOLGA8H
MFAP5,11,MFAP5
TMEM189,5,TMEM189
ALOXE3,3,ALOXE3
SHOX,3,SHOX
FAM178B,2,FAM178B
FAM83C,1,FAM83C
GUF1,2,GUF1
NBAS,8,NBAS
DNAH2,5,DNAH2
MBD5,10,MBD5
TAF6,16,TAF6
PRRG4,1,PRRG4
SCUBE2,8,SCUBE2
SCGB1D1,1,SCGB1D1
GNA12,4,GNA12
RASGRP1,13,RASGRP1
MAP3K8,6,MAP3K8
CLEC4E,5,CLEC4E
MEX3C,3,MEX3C
B3GNT7,1,B3GNT7
HOXA5,1,HOXA5
RERE,11,RERE
DNMT3L,4,DNMT3L
JRKL,1,JRKL
TFDP3,1,TFDP3
PAG1,1,PAG1
MMP15,2,MMP15
NFATC1,12,NFATC1
DUSP9,2,DUSP9
PTGS1,9,PTGS1
NUDT19,1,NUDT19
MSL3,38,MSL3
CLRN3,1,CLRN3
OR5A2,3,OR5A2
TPBGL,1,TPBGL
CACNA1G,34,CACNA1G
SLCO4A1,4,SLCO4A1
HTATSF1,4,HTATSF1
VAMP7,4,VAMP7
SMIM34B,3,SMIM34B
SET,6,SET
STRC,6,STRC
ABHD11,8,ABHD11
TEAD4,8,TEAD4
PIAS4,1,PIAS4
CASP4,4,CASP4
UBE2Q2L,1,UBE2Q2L
PCNA,2,PCNA
PRAMEF27,3,PRAMEF27
NOBOX,8,NOBOX
H2AFB2,1,H2AFB2
PTRH2,3,PTRH2
F8A2,1,F8A2
LPIN3,3,LPIN3
CKAP2,6,CKAP2
HNRNPCL3,3,HNRNPCL3
TIMM10,3,TIMM10
F8A3,1,F8A3
SEMA4C,3,SEMA4C
USP9X,2,USP9X
SFTPB,5,SFTPB
PADI3,2,PADI3
NUDCD3,1,NUDCD3
CLTC,9,CLTC
NOX1,5,NOX1
METTL9,18,METTL9
DDX52,10,DDX52
PTPRM,8,PTPRM
RGS9BP,1,RGS9BP
PCBD2,3,PCBD2
HAPLN3,4,HAPLN3
CATSPER3,1,CATSPER3
ADAT3,2,ADAT3
EMILIN3,1,EMILIN3
TGOLN2,6,TGOLN2
AL096870.1,1,AL096870.1
TNFAIP8L3,2,TNFAIP8L3
UQCC2,3,UQCC2
SCAMP4,8,SCAMP4
ADCY4,16,ADCY4
AGA,3,AGA
IGSF6,4,IGSF6
SLC9A8,2,SLC9A8
SFXN2,10,SFXN2
ITPR3,2,ITPR3
AC090527.2,1,AC090527.2
PDE4D,18,PDE4D
H2AFB3,1,H2AFB3
SPG7,48,SPG7
RBL2,3,RBL2
CDC20B,5,CDC20B
GNPDA2,6,GNPDA2
TENM3,3,TENM3
C9orf153,5,C9orf153
ANO8,3,ANO8
NNAT,6,NNAT
ZNF44,6,ZNF44
HMGA1,5,HMGA1
PTPDC1,4,PTPDC1
TRHR,2,TRHR
IGFL1,1,IGFL1
CMTM2,3,CMTM2
PFAS,9,PFAS
RAB27B,3,RAB27B
LGI2,2,LGI2
CMC1,3,CMC1
MMP2,8,MMP2
NDST1,5,NDST1
SOD3,2,SOD3
C1QB,4,C1QB
C1QC,3,C1QC
TTC27,7,TTC27
FOCAD,7,FOCAD
KMT2A,12,KMT2A
PSMD11,7,PSMD11
SH3GLB2,8,SH3GLB2
GBX2,2,GBX2
PPM1H,1,PPM1H
ASB18,4,ASB18
PARP10,16,PARP10
IRF2BP1,1,IRF2BP1
GRM4,9,GRM4
IGFBP7,2,IGFBP7
NCEH1,5,NCEH1
JADE1,14,JADE1
SMOC2,5,SMOC2
GCM2,1,GCM2
UBE2E3,10,UBE2E3
DNAJC2,6,DNAJC2
WWC2,8,WWC2
BFSP2,1,BFSP2
DNAH12,6,DNAH12
SELENOI,4,SELENOI
BEX2,4,BEX2
KHSRP,10,KHSRP
YBEY,6,YBEY
NSF,20,NSF
KCNK15,1,KCNK15
TSPAN13,1,TSPAN13
SMIM30,2,SMIM30
MADD,15,MADD
RBMX,8,RBMX
POLI,10,POLI
TXK,5,TXK
COX7C,3,COX7C
FGF23,1,FGF23
AC008012.1,1,AC008012.1
SESTD1,7,SESTD1
HOXA10,3,HOXA10
DST,19,DST
OR1K1,1,OR1K1
DYDC1,5,DYDC1
PARP11,7,PARP11
CCL27,1,CCL27
DDX53,1,DDX53
GRSF1,6,GRSF1
BTBD2,7,BTBD2
VAMP2,4,VAMP2
FGFBP2,1,FGFBP2
OPCML,5,OPCML
U2AF1,6,U2AF1
LRRC31,3,LRRC31
TMEM14C,4,TMEM14C
STMND1,2,STMND1
PRKAG2,8,PRKAG2
HAGHL,13,HAGHL
SLC37A1,4,SLC37A1
OR1N2,2,OR1N2
BORCS7,2,BORCS7
SQLE,4,SQLE
DEXI,3,DEXI
PSPN,2,PSPN
TRAPPC5,4,TRAPPC5
NAALADL1,14,NAALADL1
ACSM5,4,ACSM5
CYBC1,25,CYBC1
FAM110A,6,FAM110A
AC091057.6,2,AC091057.6
STAG2,13,STAG2
OGFR,4,OGFR
TCF15,1,TCF15
ARL5B,1,ARL5B
AC008695.1,1,AC008695.1
REC114,2,REC114
KIAA0895,9,KIAA0895
ARFIP1,5,ARFIP1
FKBP8,13,FKBP8
C6orf52,10,C6orf52
CDC123,5,CDC123
CIB3,3,CIB3
CDH20,3,CDH20
SPATA13,10,SPATA13
ATAD3C,2,ATAD3C
CASP5,9,CASP5
CCDC107,6,CCDC107
DAZ1,5,DAZ1
RCBTB2,4,RCBTB2
AVPR2,6,AVPR2
XKRX,2,XKRX
RAB41,3,RAB41
JPT2,11,JPT2
TRIM34,2,TRIM34
GAREM2,2,GAREM2
CHSY3,1,CHSY3
OR4N2,4,OR4N2
INSYN2,3,INSYN2
ARRDC5,1,ARRDC5
GPATCH11,2,GPATCH11
TTC3,11,TTC3
TXNDC15,7,TXNDC15
NPIPB13,7,NPIPB13
C5orf24,6,C5orf24
COL14A1,8,COL14A1
LSM4,4,LSM4
ATF4,3,ATF4
AC011005.1,1,AC011005.1
SALL4,3,SALL4
NNT,8,NNT
COX8A,1,COX8A
IGDCC4,1,IGDCC4
TMEM60,1,TMEM60
PNOC,3,PNOC
OR52A1,2,OR52A1
CYBB,1,CYBB
AF241726.2,1,AF241726.2
HYLS1,3,HYLS1
PRMT5,20,PRMT5
UROC1,2,UROC1
GAL3ST4,7,GAL3ST4
JPH1,2,JPH1
SLC7A13,2,SLC7A13
REELD1,2,REELD1
SLC28A2,3,SLC28A2
GRB7,7,GRB7
SLC37A3,18,SLC37A3
KCNIP4,9,KCNIP4
OR10W1,1,OR10W1
PLLP,4,PLLP
SMIM2,2,SMIM2
C16orf90,2,C16orf90
WASHC2A,7,WASHC2A
ACTR1A,3,ACTR1A
CST2,1,CST2
KNOP1,4,KNOP1
BBS4,13,BBS4
UVRAG,7,UVRAG
PFKP,9,PFKP
CCDC122,2,CCDC122
RBMY1D,3,RBMY1D
LRRC57,4,LRRC57
SPATA31A1,1,SPATA31A1
OR5AK2,1,OR5AK2
SNX5,9,SNX5
CHCHD2,1,CHCHD2
C5orf63,7,C5orf63
MBOAT2,4,MBOAT2
FOXL1,2,FOXL1
CST4,1,CST4
NCLN,7,NCLN
MTG1,3,MTG1
TRPM5,4,TRPM5
SKOR2,3,SKOR2
SLC7A2,6,SLC7A2
ZNF275,3,ZNF275
MPP2,20,MPP2
PHKG1,6,PHKG1
ARMC8,18,ARMC8
CRYGD,2,CRYGD
ACTL6B,2,ACTL6B
SLC2A2,4,SLC2A2
FAM228A,4,FAM228A
COMMD6,6,COMMD6
FAM228B,6,FAM228B
GSS,17,GSS
CLDN14,5,CLDN14
PPEF2,3,PPEF2
PARG,4,PARG
IKZF2,13,IKZF2
AES,5,AES
CCT8L2,1,CCT8L2
CCDC54,1,CCDC54
GOLGA6A,1,GOLGA6A
TRAF4,11,TRAF4
VAMP8,3,VAMP8
LRPAP1,4,LRPAP1
LTO1,10,LTO1
AC024940.6,1,AC024940.6
HEMGN,2,HEMGN
MDH1,10,MDH1
TBC1D20,2,TBC1D20
ZGRF1,9,ZGRF1
CTPS2,4,CTPS2
OTX1,3,OTX1
USP18,1,USP18
GARNL3,11,GARNL3
RANBP6,3,RANBP6
PLEKHO2,2,PLEKHO2
FMC1,1,FMC1
SHLD3,2,SHLD3
NPPB,1,NPPB
LAMTOR1,6,LAMTOR1
COL8A1,4,COL8A1
PHOX2B,1,PHOX2B
RNF183,4,RNF183
SKP1,11,SKP1
CTTNBP2,9,CTTNBP2
CENPS,3,CENPS
PDCD1LG2,1,PDCD1LG2
TBC1D29,1,TBC1D29
HSPA13,1,HSPA13
MT1A,1,MT1A
ADAL,7,ADAL
DHX32,3,DHX32
NDUFB6,3,NDUFB6
ACTR5,1,ACTR5
ATP1B2,3,ATP1B2
BTBD1,3,BTBD1
LRRC63,3,LRRC63
TECTB,4,TECTB
GHR,11,GHR
OR4A16,1,OR4A16
RNF121,9,RNF121
RIMBP3C,2,RIMBP3C
WHAMM,1,WHAMM
MFSD2B,3,MFSD2B
MT3,4,MT3
RFTN1,8,RFTN1
OMD,1,OMD
CYP3A5,5,CYP3A5
UBXN7,5,UBXN7
PRAMEF5,4,PRAMEF5
GLRX3,3,GLRX3
JAM2,4,JAM2
ODAPH,4,ODAPH
SSX2B,3,SSX2B
NEB,13,NEB
IFT88,4,IFT88
SPART,5,SPART
CENPV,3,CENPV
TTC19,6,TTC19
SPECC1L-ADORA2A,1,SPECC1L-ADORA2A
TMC5,9,TMC5
ANKRD49,9,ANKRD49
GLRB,6,GLRB
ACAD9,9,ACAD9
RANBP3,16,RANBP3
MAF,3,MAF
ANKFN1,4,ANKFN1
GATD1,9,GATD1
CMPK2,3,CMPK2
PEG10,7,PEG10
FGL2,2,FGL2
CORO2B,4,CORO2B
DEFB128,1,DEFB128
C10orf143,4,C10orf143
DEFB129,1,DEFB129
CMTM5,7,CMTM5
PSMD14,2,PSMD14
IL25,2,IL25
MKKS,2,MKKS
AL034430.2,1,AL034430.2
FAM122B,6,FAM122B
DSCAM,3,DSCAM
EFHC1,25,EFHC1
MRPS27,6,MRPS27
PTAFR,3,PTAFR
TEC,3,TEC
ALG13,29,ALG13
IFNA10,1,IFNA10
CXorf40A,11,CXorf40A
KLHL5,7,KLHL5
RSPO4,2,RSPO4
CLEC4G,2,CLEC4G
NOSIP,8,NOSIP
ASIP,2,ASIP
OR1L4,1,OR1L4
EFNA2,1,EFNA2
TNFSF15,2,TNFSF15
C4orf50,3,C4orf50
KAT5,11,KAT5
ZNF491,2,ZNF491
FTMT,1,FTMT
AC007846.2,1,AC007846.2
ZNF596,10,ZNF596
IFNAR1,2,IFNAR1
FAM173A,4,FAM173A
RTP2,1,RTP2
VMO1,4,VMO1
UXS1,8,UXS1
CASKIN2,4,CASKIN2
UCP1,1,UCP1
FHDC1,2,FHDC1
CES3,5,CES3
MARCH7,6,MARCH7
ADA,4,ADA
TLR1,6,TLR1
TUBA4A,7,TUBA4A
ATXN1,3,ATXN1
UGT2B15,2,UGT2B15
PRDM14,2,PRDM14
ZC3H15,4,ZC3H15
EVC,2,EVC
CENPO,3,CENPO
PRKCB,7,PRKCB
MBL2,1,MBL2
RPS6,4,RPS6
MTBP,3,MTBP
LXN,2,LXN
MYLIP,2,MYLIP
DPYSL5,6,DPYSL5
SERPINB4,3,SERPINB4
FABP4,2,FABP4
CDC6,6,CDC6
FOXRED1,4,FOXRED1
HOXA6,1,HOXA6
BATF2,4,BATF2
CBR1,4,CBR1
BAZ2B,8,BAZ2B
CLP1,6,CLP1
MAK16,2,MAK16
HPSE,7,HPSE
TSPYL5,1,TSPYL5
SECTM1,8,SECTM1
AP002748.4,1,AP002748.4
DPYSL2,4,DPYSL2
USH1G,2,USH1G
GLYATL1B,1,GLYATL1B
ZNF445,6,ZNF445
MAP7D3,4,MAP7D3
FAM129B,2,FAM129B
MICAL2,14,MICAL2
INTS10,11,INTS10
ANKUB1,3,ANKUB1
CDON,8,CDON
CPLANE1,5,CPLANE1
REXO1,4,REXO1
PIGS,5,PIGS
NCOA1,6,NCOA1
DOK4,16,DOK4
FBXL5,10,FBXL5
LAMA5,3,LAMA5
SEC11C,4,SEC11C
VPS37D,2,VPS37D
CT47A11,1,CT47A11
DDX25,7,DDX25
ARHGEF4,11,ARHGEF4
PUS3,5,PUS3
CFAP46,4,CFAP46
SMTNL2,3,SMTNL2
RAP2C,3,RAP2C
P2RY12,1,P2RY12
SYCE1,4,SYCE1
NMS,1,NMS
ODAM,4,ODAM
CDCA2,2,CDCA2
TRIM43B,2,TRIM43B
TRNT1,8,TRNT1
MCU,8,MCU
LIF,2,LIF
ABLIM2,10,ABLIM2
STK39,1,STK39
ACP5,11,ACP5
NAE1,14,NAE1
C4orf51,1,C4orf51
KCTD9,3,KCTD9
STAT5B,2,STAT5B
DIAPH2,5,DIAPH2
RPA4,1,RPA4
GRIFIN,1,GRIFIN
CHST10,8,CHST10
AL049650.1,1,AL049650.1
MTLN,3,MTLN
IQCK,8,IQCK
PAOX,7,PAOX
MKX,4,MKX
GNAT3,1,GNAT3
GRID2,7,GRID2
PPP1R2,5,PPP1R2
CNN1,9,CNN1
CRYGA,1,CRYGA
C16orf54,1,C16orf54
CRYGB,1,CRYGB
GPT,2,GPT
CYP4F12,7,CYP4F12
MKS1,10,MKS1
RAB18,6,RAB18
EIF5A2,4,EIF5A2
WFDC8,2,WFDC8
RNF125,2,RNF125
XKR3,1,XKR3
C11orf88,4,C11orf88
PNPT1,6,PNPT1
DYNLL2,1,DYNLL2
CC2D2A,12,CC2D2A
ZNHIT2,2,ZNHIT2
WDPCP,10,WDPCP
KIAA0232,3,KIAA0232
OR8K1,2,OR8K1
CCDC188,1,CCDC188
LRGUK,2,LRGUK
PEAK1,5,PEAK1
PRR20G,1,PRR20G
FAM53A,6,FAM53A
RNF169,2,RNF169
OR8H3,1,OR8H3
NUP88,5,NUP88
SAMD8,5,SAMD8
UCN3,1,UCN3
CACTIN,8,CACTIN
LNPEP,2,LNPEP
CEP295,6,CEP295
ARHGAP21,11,ARHGAP21
CBX4,3,CBX4
FAM156B,8,FAM156B
KCNJ18,1,KCNJ18
OR5AS1,2,OR5AS1
TLE2,11,TLE2
SLC39A2,2,SLC39A2
PDZRN3,7,PDZRN3
OR8I2,1,OR8I2
TUBAL3,2,TUBAL3
OR8H2,3,OR8H2
UBXN2B,5,UBXN2B
CCNH,5,CCNH
FANCI,10,FANCI
ATP6V0D1,12,ATP6V0D1
UGT2B4,4,UGT2B4
LMBR1,11,LMBR1
KRTAP12-4,1,KRTAP12-4
FKBP1A,8,FKBP1A
G6PD,7,G6PD
RBMXL1,3,RBMXL1
C4orf33,5,C4orf33
KIR2DS5,1,KIR2DS5
C5orf46,2,C5orf46
CIPC,7,CIPC
IKBKG,14,IKBKG
VPS26B,4,VPS26B
C14orf28,2,C14orf28
ST6GALNAC6,8,ST6GALNAC6
GPAT3,3,GPAT3
BTBD9,9,BTBD9
TMEM25,17,TMEM25
SLC27A5,4,SLC27A5
PLA2R1,2,PLA2R1
LEPR,6,LEPR
UBAC2,5,UBAC2
CARD18,4,CARD18
Z83844.3,1,Z83844.3
CASP8,16,CASP8
GABRA2,15,GABRA2
AC010487.3,1,AC010487.3
PARVG,7,PARVG
ERVV-1,1,ERVV-1
IGFBP4,1,IGFBP4
JAKMIP2,4,JAKMIP2
MBD2,4,MBD2
SSTR2,1,SSTR2
TIGAR,2,TIGAR
SRRT,11,SRRT
RSPH9,2,RSPH9
KRT17,6,KRT17
PAX7,3,PAX7
BAG3,2,BAG3
ST8SIA3,2,ST8SIA3
ESYT1,3,ESYT1
FOLR1,4,FOLR1
SMC3,1,SMC3
OR1L1,2,OR1L1
RPL41,2,RPL41
GDPD2,4,GDPD2
NEUROG1,1,NEUROG1
DCANP1,1,DCANP1
TEX48,2,TEX48
PRAMEF20,2,PRAMEF20
WDR48,6,WDR48
ASB14,2,ASB14
PRMT8,2,PRMT8
DYNC2LI1,8,DYNC2LI1
SOX6,9,SOX6
TSPYL6,1,TSPYL6
ACYP2,8,ACYP2
MATN2,13,MATN2
UNC5C,5,UNC5C
UBE2V1,10,UBE2V1
CIAO2B,4,CIAO2B
CREB3L3,4,CREB3L3
ISCA1,4,ISCA1
RRAD,4,RRAD
SH2B2,3,SH2B2
ATP6AP1L,1,ATP6AP1L
ARHGAP10,2,ARHGAP10
NAP1L4,29,NAP1L4
DPF2,5,DPF2
SLC7A9,5,SLC7A9
PKN3,1,PKN3
ORC4,8,ORC4
FAM118B,7,FAM118B
GOLGA8Q,2,GOLGA8Q
PAK5,3,PAK5
LRP5L,2,LRP5L
ARHGEF39,3,ARHGEF39
HOXA4,4,HOXA4
HOXA2,1,HOXA2
CFAP20,2,CFAP20
ADRA2B,1,ADRA2B
RHBDD2,4,RHBDD2
STX16,16,STX16
CEP70,11,CEP70
TPK1,16,TPK1
TTC30B,1,TTC30B
ARMC9,9,ARMC9
SEMA3C,5,SEMA3C
PPP1R3C,1,PPP1R3C
AL031708.1,1,AL031708.1
UMAD1,6,UMAD1
DHRS9,8,DHRS9
TBC1D10B,2,TBC1D10B
BRAF,11,BRAF
ZNF638,15,ZNF638
ERBIN,10,ERBIN
TMA7,1,TMA7
TBC1D1,9,TBC1D1
HBG2,3,HBG2
GOLGA8T,5,GOLGA8T
ALG2,3,ALG2
OR2A25,5,OR2A25
LGALSL,5,LGALSL
AWAT1,1,AWAT1
OR6B1,4,OR6B1
NDC80,4,NDC80
OR2F2,2,OR2F2
NDUFAF3,4,NDUFAF3
ERLEC1,3,ERLEC1
RIBC1,4,RIBC1
ABCB4,9,ABCB4
SNX10,8,SNX10
CABYR,17,CABYR
ISG20,4,ISG20
DDI1,1,DDI1
AKIP1,11,AKIP1
METTL2A,2,METTL2A
TPT1,9,TPT1
ANKRD1,1,ANKRD1
KCNJ2,2,KCNJ2
HDAC5,7,HDAC5
GLYATL1,11,GLYATL1
COPS6,4,COPS6
PHKA1,5,PHKA1
AGBL3,4,AGBL3
POLDIP3,7,POLDIP3
CTAGE15,2,CTAGE15
XK,1,XK
TAS2R41,2,TAS2R41
DYNLT3,3,DYNLT3
TPGS2,19,TPGS2
MFSD8,50,MFSD8
AL121578.2,1,AL121578.2
PSCA,2,PSCA
VPS35,5,VPS35
CT47A8,1,CT47A8
SRPX,4,SRPX
C1GALT1,5,C1GALT1
VPS50,10,VPS50
ST18,6,ST18
CT47A7,1,CT47A7
EPN3,12,EPN3
PET100,4,PET100
CROCC,4,CROCC
ZFR2,7,ZFR2
RMDN1,14,RMDN1
RNF135,6,RNF135
TFG,9,TFG
FOXP1,48,FOXP1
LANCL3,3,LANCL3
OTUB1,8,OTUB1
JARID2,2,JARID2
LETM2,11,LETM2
SYTL5,2,SYTL5
CCL22,1,CCL22
MRPS36,5,MRPS36
AC012184.2,3,AC012184.2
CX3CL1,4,CX3CL1
GALNT12,2,GALNT12
ARHGEF3,12,ARHGEF3
FO681492.1,3,FO681492.1
DDX19B,13,DDX19B
KCNV1,2,KCNV1
NUDT2,4,NUDT2
DDX1,5,DDX1
CBLL2,1,CBLL2
IL2,1,IL2
TTC30A,1,TTC30A
RAB36,3,RAB36
SH2D1A,4,SH2D1A
PRAMEF17,1,PRAMEF17
ANKRD20A1,3,ANKRD20A1
RNF8,7,RNF8
VGLL3,4,VGLL3
MPZL3,4,MPZL3
DCTD,16,DCTD
ADRA1A,9,ADRA1A
LSMEM1,3,LSMEM1
FBXO25,6,FBXO25
RSPH1,2,RSPH1
CIAO3,10,CIAO3
LRRIQ4,1,LRRIQ4
CREG2,1,CREG2
PHEX,1,PHEX
LYZL2,2,LYZL2
OR1J1,1,OR1J1
GGA1,15,GGA1
CSTF3,7,CSTF3
USF3,3,USF3
MCIDAS,2,MCIDAS
OLFM4,1,OLFM4
ATAD3A,5,ATAD3A
DYNC1I2,20,DYNC1I2
SRXN1,1,SRXN1
SEC61A2,12,SEC61A2
VAV1,5,VAV1
RPL30,6,RPL30
AL359736.1,1,AL359736.1
PPFIA1,15,PPFIA1
PAK1IP1,2,PAK1IP1
HGF,11,HGF
RETSAT,5,RETSAT
FUK,8,FUK
NTSR1,1,NTSR1
C1QTNF9,2,C1QTNF9
KDM6B,3,KDM6B
SNAP25,3,SNAP25
SLC26A1,4,SLC26A1
GAD2,4,GAD2
PITPNC1,5,PITPNC1
TTPAL,4,TTPAL
WDR70,2,WDR70
RARA,7,RARA
TTBK2,7,TTBK2
HCN1,2,HCN1
ITGB4,7,ITGB4
CSNK2A2,4,CSNK2A2
SERPINB12,2,SERPINB12
ACOXL,8,ACOXL
RCC2,4,RCC2
LPAR6,3,LPAR6
DPP3,9,DPP3
ZC3HC1,9,ZC3HC1
NPEPL1,4,NPEPL1
C2orf40,3,C2orf40
ZKSCAN7,14,ZKSCAN7
SLCO5A1,4,SLCO5A1
MED11,3,MED11
SHANK3,4,SHANK3
KIF2B,1,KIF2B
KIF4A,1,KIF4A
CACNA1I,4,CACNA1I
COQ2,5,COQ2
CXCR1,1,CXCR1
ADCK2,4,ADCK2
ADAMTS19,4,ADAMTS19
OR52N1,2,OR52N1
CCDC51,6,CCDC51
TMEM130,5,TMEM130
RFX3,12,RFX3
ARL15,4,ARL15
NAP1L2,1,NAP1L2
SLC4A7,14,SLC4A7
OR52N2,1,OR52N2
ASCL3,1,ASCL3
FNIP2,3,FNIP2
OR51I1,1,OR51I1
PROCR,3,PROCR
HABP2,2,HABP2
SLCO6A1,5,SLCO6A1
SCN1A,16,SCN1A
A4GALT,4,A4GALT
TESK1,2,TESK1
DALRD3,7,DALRD3
DHRS3,3,DHRS3
FAM45A,3,FAM45A
ABI3BP,22,ABI3BP
DGAT2L6,1,DGAT2L6
DDX46,6,DDX46
PROSER2,4,PROSER2
SPATA25,1,SPATA25
COA3,2,COA3
FAM236D,2,FAM236D
C11orf24,3,C11orf24
ECD,7,ECD
CBWD6,9,CBWD6
TATDN2,3,TATDN2
POLR2L,2,POLR2L
CTAGE6,2,CTAGE6
JUND,2,JUND
CD151,14,CD151
LAGE3,1,LAGE3
PRKCA,3,PRKCA
MNT,2,MNT
STK24,6,STK24
KCNV2,1,KCNV2
AC004805.1,1,AC004805.1
POU3F3,1,POU3F3
FAM155B,1,FAM155B
SERP2,4,SERP2
FLRT1,1,FLRT1
ZCCHC14,3,ZCCHC14
HYPM,1,HYPM
FAM160A1,6,FAM160A1
RPGR,17,RPGR
ARC,1,ARC
C1GALT1C1,2,C1GALT1C1
IDH3A,18,IDH3A
TMEM208,5,TMEM208
CD79B,3,CD79B
RPL14,4,RPL14
CA7,3,CA7
BRMS1,5,BRMS1
SCART1,1,SCART1
ZNF503,1,ZNF503
MAP1A,2,MAP1A
CPED1,7,CPED1
PRXL2B,18,PRXL2B
HCCS,3,HCCS
CSRNP3,5,CSRNP3
OR52E2,1,OR52E2
ADAMTSL1,11,ADAMTSL1
PYY,2,PYY
SAXO1,4,SAXO1
CLCN1,4,CLCN1
PCMTD1,5,PCMTD1
FHL1,28,FHL1
TPRG1L,2,TPRG1L
RHOBTB2,4,RHOBTB2
PATE2,2,PATE2
TOMM70,1,TOMM70
TUBB6,12,TUBB6
TNFSF12,2,TNFSF12
SCN5A,11,SCN5A
RP1L1,3,RP1L1
ATP6AP1,8,ATP6AP1
DNAJC24,6,DNAJC24
GAN,4,GAN
RANBP9,1,RANBP9
FOXD4L5,1,FOXD4L5
RSPRY1,7,RSPRY1
OSBPL10,4,OSBPL10
TRPC4AP,2,TRPC4AP
WBP4,1,WBP4
ASXL2,3,ASXL2
KIF20B,3,KIF20B
CST9L,1,CST9L
NPAP1,1,NPAP1
LDLRAD3,3,LDLRAD3
PTS,5,PTS
CCDC120,6,CCDC120
GRPEL1,1,GRPEL1
NOV,1,NOV
H1FX,1,H1FX
TNFRSF11B,2,TNFRSF11B
KIAA0895L,4,KIAA0895L
C16orf91,1,C16orf91
MSL2,5,MSL2
MRPS28,8,MRPS28
EXOG,14,EXOG
NEFL,3,NEFL
FAM208A,4,FAM208A
SLC35A5,5,SLC35A5
TST,4,TST
AP001273.2,1,AP001273.2
EDA2R,4,EDA2R
C10orf53,4,C10orf53
ALAD,4,ALAD
DOK7,4,DOK7
TOP3B,14,TOP3B
GUCD1,8,GUCD1
ACTL7B,1,ACTL7B
SIRPA,4,SIRPA
NACC1,3,NACC1
ZDHHC6,3,ZDHHC6
TMEM155,2,TMEM155
CYHR1,8,CYHR1
TRIP13,2,TRIP13
ACSL5,5,ACSL5
