Genes,Average Gene Length,Norm_Symbol
ATP1A3,30915.0,ATP1A3
EIPR1,188957.0,EIPR1
MTF1,50018.0,MTF1
SYCN,1435.0,SYCN
RPL27A,31971.0,RPL27A
SULT2B1,47350.0,SULT2B1
SCG3,39534.0,SCG3
ENPEP,199552.0,ENPEP
COL10A1,39838.0,COL10A1
GTF3C6,9184.0,GTF3C6
LEMD2,17928.0,LEMD2
CKMT2,33078.0,CKMT2
MIEF2,5955.0,MIEF2
CD180,17186.0,CD180
TLR7,23289.0,TLR7
NT5DC1,148646.0,NT5DC1
TLR8,16549.0,TLR8
IFNL3,1576.0,IFNL3
AL022238.4,63525.0,AL022238.4
PRR20A,3021.0,PRR20A
SGSM3,39698.0,SGSM3
AGTRAP,18718.0,AGTRAP
DEF6,23953.0,DEF6
PRR20C,16164.0,PRR20C
AL662828.1,18146.0,AL662828.1
MT3,2014.0,MT3
PRKCZ,134984.0,PRKCZ
PTCHD4,190661.0,PTCHD4
MSTO1,4762.0,MSTO1
PRR20B,3021.0,PRR20B
STYXL1,51666.0,STYXL1
BCR,138333.0,BCR
FAM72C,16601.0,FAM72C
TRIM66,70657.0,TRIM66
CEACAM19,22081.0,CEACAM19
PRR20D,3021.0,PRR20D
FBLN2,89297.0,FBLN2
PRR20E,3021.0,PRR20E
ATG4C,81384.0,ATG4C
AKAIN1,52218.0,AKAIN1
CCDC115,4766.0,CCDC115
SLC5A10,72250.0,SLC5A10
ALDH7A1,64162.0,ALDH7A1
CSF1,20750.0,CSF1
ANKRD28,192535.0,ANKRD28
RASGRF2,269799.0,RASGRF2
CEACAM16,11567.0,CEACAM16
ST5,217600.0,ST5
IGSF23,23218.0,IGSF23
IMP4,5585.0,IMP4
ZBTB14,8034.0,ZBTB14
SLC27A2,54189.0,SLC27A2
TMSB4X,2117.0,TMSB4X
PVR,22364.0,PVR
ADSL,43963.0,ADSL
TSPAN18,205956.0,TSPAN18
HECW2,404585.0,HECW2
TSPYL4,4179.0,TSPYL4
PFN1,3409.0,PFN1
PPP1R14A,5295.0,PPP1R14A
HMG20A,65195.0,HMG20A
METTL16,106329.0,METTL16
EIF3K,17873.0,EIF3K
FGFR4,11239.0,FGFR4
TM2D3,30947.0,TM2D3
AC011479.1,15759.0,AC011479.1
DEUP1,108516.0,DEUP1
GRAP,26964.0,GRAP
ATP8B4,324579.0,ATP8B4
ZSCAN22,15338.0,ZSCAN22
AC007906.2,17183.0,AC007906.2
SEC23B,53895.0,SEC23B
TSKU,15902.0,TSKU
FABP7,4358.0,FABP7
PRKAG3,9703.0,PRKAG3
MIPOL1,354448.0,MIPOL1
ZNF8,23836.0,ZNF8
TP53I11,65403.0,TP53I11
ERVK3-1,10344.0,ERVK3-1
CASP5,28933.0,CASP5
AGPAT3,122369.0,AGPAT3
POPDC3,22114.0,POPDC3
C1QC,4477.0,C1QC
CEP192,133690.0,CEP192
NMU,41469.0,NMU
AIM2,84612.0,AIM2
TENT4A,43612.0,TENT4A
FAAP20,28259.0,FAAP20
ZNF544,48901.0,ZNF544
FAM83G,35975.0,FAM83G
NUDT19,21835.0,NUDT19
AC010616.2,37353.0,AC010616.2
ACAN,71912.0,ACAN
RABAC1,2640.0,RABAC1
MT2A,913.0,MT2A
ACHE,6980.0,ACHE
BVES,40335.0,BVES
INPP4A,149536.0,INPP4A
LYRM9,16438.0,LYRM9
ZC4H2,118911.0,ZC4H2
IFNL2,1578.0,IFNL2
SLC39A14,66880.0,SLC39A14
GNA13,47451.0,GNA13
KCTD8,274906.0,KCTD8
IFNL1,2266.0,IFNL1
AC005697.1,94559.0,AC005697.1
NOS2,43733.0,NOS2
LRFN1,8768.0,LRFN1
LYSMD2,28574.0,LYSMD2
PPP1R9A,389213.0,PPP1R9A
METTL15,418793.0,METTL15
ATP8A2,653877.0,ATP8A2
CRLF2,25201.0,CRLF2
NIPBL,189644.0,NIPBL
AC020915.5,86269.0,AC020915.5
CAB39L,135414.0,CAB39L
TVP23C,61331.0,TVP23C
C1QB,8875.0,C1QB
VPS16,26029.0,VPS16
GNPDA2,44395.0,GNPDA2
LGALSL,7412.0,LGALSL
TMOD2,64766.0,TMOD2
DSE,190687.0,DSE
TFF1,4253.0,TFF1
PELI2,183710.0,PELI2
ZNF665,34173.0,ZNF665
CCDC85A,202182.0,CCDC85A
JMJD8,2858.0,JMJD8
HRH1,126464.0,HRH1
CIDEC,13543.0,CIDEC
CCDC30,193969.0,CCDC30
DDX18,17686.0,DDX18
PPIAL4E,784.0,PPIAL4E
HNRNPA3,11395.0,HNRNPA3
SLC27A6,495629.0,SLC27A6
YIPF7,56491.0,YIPF7
MEF2D,37052.0,MEF2D
PCDH17,97567.0,PCDH17
PPARD,85633.0,PPARD
GUF1,22508.0,GUF1
TSPYL1,12143.0,TSPYL1
CNOT7,21912.0,CNOT7
FBXO3,33604.0,FBXO3
MRTFA,226438.0,MRTFA
SEMA6C,14979.0,SEMA6C
SLC10A1,21825.0,SLC10A1
Z84488.2,64301.0,Z84488.2
GPR33,5267.0,GPR33
CALHM6,2401.0,CALHM6
FBN2,401276.0,FBN2
ZNF677,19517.0,ZNF677
HRH2,52726.0,HRH2
ZC3H12B,141249.0,ZC3H12B
SYT6,64628.0,SYT6
C6orf58,72365.0,C6orf58
EMC1,35867.0,EMC1
CDRT4,67593.0,CDRT4
ZNF668,13397.0,ZNF668
SEMA4F,29625.0,SEMA4F
MIER2,43371.0,MIER2
TVP23C-CDRT4,127540.0,TVP23C-CDRT4
AC005837.2,5544.0,AC005837.2
MT1E,1637.0,MT1E
ACTN3,16939.0,ACTN3
MFSD11,45584.0,MFSD11
TPST1,215226.0,TPST1
PHLDA2,1164.5,PHLDA2
PTPRA,174892.0,PTPRA
MLN,9330.0,MLN
NBPF15,40288.0,NBPF15
ATCAY,48218.0,ATCAY
ZCCHC13,841.0,ZCCHC13
RIT2,372464.0,RIT2
ARAP1,108530.0,ARAP1
ATP6V1B2,29438.0,ATP6V1B2
NPW,10829.0,NPW
STUB1,2646.0,STUB1
CLEC11A,2354.0,CLEC11A
DENND4C,143110.0,DENND4C
MAML3,437431.0,MAML3
AFTPH,68700.0,AFTPH
CPLX2,87711.0,CPLX2
LAS1L,22193.0,LAS1L
MGST2,74977.0,MGST2
WNT6,14428.0,WNT6
INPP5B,86360.0,INPP5B
TRAPPC12,99831.7245508982,TRAPPC12
VN1R2,3545.0,VN1R2
SHCBP1,42788.0,SHCBP1
COL5A2,193414.0,COL5A2
PHACTR3,270202.0,PHACTR3
PDGFC,211345.0,PDGFC
FAM83E,14044.0,FAM83E
DENND5A,126525.0,DENND5A
NRXN2,117014.0,NRXN2
TNPO2,24817.0,TNPO2
SPACA4,972.0,SPACA4
UNC13D,17492.0,UNC13D
BCL6B,7270.0,BCL6B
MSGN1,605.0,MSGN1
TENM2,979358.0,TENM2
FANCE,14747.0,FANCE
GPR63,43352.0,GPR63
BTN3A3,12943.0,BTN3A3
WNT10A,18729.0,WNT10A
EXOC1L,17668.0,EXOC1L
N4BP3,12549.0,N4BP3
BTBD2,49443.0,BTBD2
GNL3L,37078.0,GNL3L
STX18,126604.0,STX18
BCL2L12,8774.0,BCL2L12
WDR62,50227.0,WDR62
HBD,10979.0,HBD
NR3C2,365936.0,NR3C2
HMGN2,4202.0,HMGN2
GALNT5,60786.0,GALNT5
CTSS,35604.0,CTSS
IFITM5,1326.0,IFITM5
KCNE3,12888.0,KCNE3
TANC2,418143.0,TANC2
XKR6,305321.0,XKR6
SRSF2,3259.0,SRSF2
RNASE7,1918.0,RNASE7
RBPJ,271676.0,RBPJ
MDH2,19457.0,MDH2
LZTS1,57798.0,LZTS1
JAGN1,3775.0,JAGN1
TM4SF20,19839.0,TM4SF20
PGM2L1,68117.0,PGM2L1
SCYGR1,266.0,SCYGR1
MT1M,1322.0,MT1M
KCNS3,483769.0,KCNS3
SSX2IP,47096.0,SSX2IP
KLHDC7B,4820.0,KLHDC7B
CCDC141,220329.0,CCDC141
YWHAB,22830.0,YWHAB
THOC3,116807.0,THOC3
PCIF1,13340.0,PCIF1
EFNB2,45917.0,EFNB2
GARS,39195.0,GARS
NDRG2,54109.0,NDRG2
GPR32,1268.0,GPR32
CALHM5,13149.0,CALHM5
METTL23,7106.0,METTL23
LEO1,33753.0,LEO1
TRAPPC3L,50621.0,TRAPPC3L
NPR3,102654.0,NPR3
ZMYND12,25924.0,ZMYND12
ZNF646,9774.0,ZNF646
XKR7,35236.0,XKR7
CAPZA2,110979.0,CAPZA2
CALHM4,29855.0,CALHM4
AC135050.2,11517.0,AC135050.2
ARGLU1,26464.0,ARGLU1
VN1R4,1047.0,VN1R4
AGFG1,89062.0,AGFG1
CCM2L,21730.0,CCM2L
AC005154.5,53684.0,AC005154.5
PRSS53,6203.0,PRSS53
PPCS,17268.0,PPCS
GGCT,8220.0,GGCT
SLC16A2,112424.0,SLC16A2
SMCO4,64919.0,SMCO4
FRYL,282961.0,FRYL
AKAP10,74041.0,AKAP10
ABCG2,141478.0,ABCG2
NMRK2,9313.0,NMRK2
NSG1,70918.0,NSG1
VKORC1,5138.0,VKORC1
SHISA2,6434.0,SHISA2
TMOD3,117667.0,TMOD3
ERICH3,105675.0,ERICH3
SYT4,9643.0,SYT4
HADH,45461.0,HADH
TMEM259,11531.0,TMEM259
EXOC3,28762.0,EXOC3
PMM1,12971.0,PMM1
RLIM,29400.0,RLIM
MUC3A,18813.0,MUC3A
CDK5R2,2507.0,CDK5R2
PCED1A,5876.0,PCED1A
RBMX2,11669.0,RBMX2
IRF3,6306.0,IRF3
FEV,4570.0,FEV
PON1,27031.0,PON1
SERTAD2,119384.0,SERTAD2
PIGG,40990.0,PIGG
MAPK6,115269.0,MAPK6
CSDC2,16731.0,CSDC2
FOXD3,2085.0,FOXD3
NT5C1B,26700.0,NT5C1B
RPL10A,2384.0,RPL10A
PRDM16,369453.0,PRDM16
RETSAT,12576.0,RETSAT
CKS1B,4598.0,CKS1B
TTC6,445595.0,TTC6
CLIP4,91938.0,CLIP4
SLC9A3,51957.785714285725,SLC9A3
NUBPL,371268.0,NUBPL
IQGAP3,47199.0,IQGAP3
TARSL2,70877.0,TARSL2
RNF6,90199.0,RNF6
AC010325.1,17001.0,AC010325.1
FSCN2,8734.0,FSCN2
TEKT2,4181.0,TEKT2
ACP4,4809.0,ACP4
SYCE3,11807.0,SYCE3
RDH14,5956.0,RDH14
NPEPPS,100334.0,NPEPPS
GOLGA6B,11656.0,GOLGA6B
GRIN3B,9313.0,GRIN3B
NT5C1B-RDH14,34019.0,NT5C1B-RDH14
ABCC8,84381.0,ABCC8
EPHB2,210661.0,EPHB2
ELMOD3,37358.0,ELMOD3
SMOC1,178235.0,SMOC1
GRAPL,31707.0,GRAPL
BIRC8,2021.0,BIRC8
SLC1A4,35388.0,SLC1A4
NHP2,4507.0,NHP2
HSFY2,42295.0,HSFY2
SLC25A42,48889.0,SLC25A42
COLEC12,183985.0,COLEC12
SLC16A13,4046.0,SLC16A13
FOXA1,6507.0,FOXA1
ZNF845,23160.0,ZNF845
MT1A,1421.0,MT1A
SKAP1,296833.0,SKAP1
ZPBP2,9732.0,ZPBP2
GPR65,9676.0,GPR65
RMND5B,19572.0,RMND5B
SCNM1,13633.0,SCNM1
GU182353.1,13404.0,GU182353.1
THOC2,132495.0,THOC2
CHID1,47198.0,CHID1
BFSP1,75315.0,BFSP1
HIGD2B,10367.0,HIGD2B
SIRPB1,56540.0,SIRPB1
TMEM145,11755.0,TMEM145
GLRB,95965.0,GLRB
IFITM1,1766.0,IFITM1
SRGAP2B,208263.0,SRGAP2B
G3BP2,81743.0,G3BP2
WDR1,42610.0,WDR1
SNX32,23062.0,SNX32
IFITM2,7641.0,IFITM2
MTMR9,43330.0,MTMR9
FRMD1,48345.0,FRMD1
ACKR1,3193.0,ACKR1
AP1B1,95499.0,AP1B1
SDF2,13833.0,SDF2
R3HDM1,193815.0,R3HDM1
MIGA1,99915.0,MIGA1
LYSMD1,6200.0,LYSMD1
CADM3,31704.0,CADM3
C2orf70,16947.0,C2orf70
RPF2,46248.0,RPF2
VPS72,25334.0,VPS72
SIRPD,23454.0,SIRPD
GU182353.4,14541.0,GU182353.4
WNT7A,63863.0,WNT7A
KRTCAP3,4115.0,KRTCAP3
CFL1,39004.0,CFL1
AL121900.2,176763.0,AL121900.2
NEXMIF,192629.0,NEXMIF
MACO1,69351.0,MACO1
CACNA2D4,126703.0,CACNA2D4
AL049634.2,79865.0,AL049634.2
SMIM26,2216.0,SMIM26
HBM,12872.0,HBM
ERMN,9088.0,ERMN
SLC17A2,17972.0,SLC17A2
KDM4A,55369.0,KDM4A
TMOD4,6298.0,TMOD4
DTD1,178751.0,DTD1
WASHC1,59390.0,WASHC1
HBZ,11775.0,HBZ
GU182353.2,14204.0,GU182353.2
ZNF525,26524.0,ZNF525
IFT172,45412.0,IFT172
GANAB,21900.0,GANAB
TEAD3,23482.0,TEAD3
CIB4,60161.0,CIB4
ZNF765,40620.0,ZNF765
NDUFAF4,8576.0,NDUFAF4
SLC36A1,55333.0,SLC36A1
POLD3,175266.0,POLD3
AL451062.3,280865.0,AL451062.3
TNFAIP8L2,3100.0,TNFAIP8L2
MUS81,10527.0,MUS81
ADPRHL2,5040.0,ADPRHL2
MACF1,405861.0,MACF1
PYGO1,50057.0,PYGO1
SLC16A11,2293.0,SLC16A11
TTC24,7043.0,TTC24
HAPLN3,18338.0,HAPLN3
FAAP100,14076.0,FAAP100
ACER3,165930.0,ACER3
BTN2A1,18717.0,BTN2A1
IFITM3,7861.0,IFITM3
ARHGAP6,548269.0,ARHGAP6
ZNF335,23543.0,ZNF335
SCOC,128440.0,SCOC
GFRA2,121959.0,GFRA2
HK2,59378.0,HK2
ARHGAP5,83614.0,ARHGAP5
THEG,14923.0,THEG
CYP2J2,33465.0,CYP2J2
DRG1,131111.0,DRG1
DIPK2B,52528.0,DIPK2B
PRTG,131608.0,PRTG
KLHL32,216134.0,KLHL32
TAS2R5,1150.0,TAS2R5
FATE1,7159.0,FATE1
TNPO3,100993.0,TNPO3
MKNK2,13779.0,MKNK2
AMY2A,8969.0,AMY2A
PITX2,24700.0,PITX2
CNGA2,6853.0,CNGA2
DENND2D,18566.0,DENND2D
KCNK3,40730.0,KCNK3
LIPT2,3205.0,LIPT2
PISD,43941.0,PISD
PPM1K,27149.0,PPM1K
DNAJB6,82058.0,DNAJB6
COL8A2,29983.0,COL8A2
EFEMP2,7151.0,EFEMP2
EBF1,404000.0,EBF1
NEXN,55382.0,NEXN
PON3,36503.0,PON3
FAM9C,9065.0,FAM9C
HCCS,11785.0,HCCS
IRF4,19691.0,IRF4
AHCYL1,38977.0,AHCYL1
OSR1,7138.0,OSR1
AC008736.1,109827.0,AC008736.1
NAXE,2537.0,NAXE
STARD10,38952.0,STARD10
VWA5A,32359.0,VWA5A
CHI3L2,42669.0,CHI3L2
CCDC93,98655.0,CCDC93
FAM72D,16722.0,FAM72D
RPL18,3856.0,RPL18
AMELX,7348.0,AMELX
EHD4,76624.0,EHD4
TRAPPC3,19483.0,TRAPPC3
LPAR3,81604.0,LPAR3
ZNF761,13260.0,ZNF761
SLC9A3R2,13670.0,SLC9A3R2
TRAPPC10,94243.0,TRAPPC10
JMJD7-PLA2G4B,20060.0,JMJD7-PLA2G4B
EIF4ENIF1,59131.0,EIF4ENIF1
GMFG,14019.0,GMFG
ZNF813,28522.0,ZNF813
COA5,9201.0,COA5
SRRM3,85392.0,SRRM3
MAGEA4,12661.0,MAGEA4
BIN1,59261.0,BIN1
AC022137.3,29878.0,AC022137.3
TMEM200A,77329.0,TMEM200A
MAP7D1,25270.0,MAP7D1
RAMP3,28511.0,RAMP3
RGS9,126891.0,RGS9
EIF4E,58953.0,EIF4E
MS4A6A,12652.0,MS4A6A
MSN,153554.0,MSN
MEOX1,21533.0,MEOX1
DIAPH3,498404.0,DIAPH3
LINGO1,207873.0,LINGO1
JMJD7,9489.0,JMJD7
MT1B,1318.0,MT1B
PARP8,180620.0,PARP8
TCF21,6415.0,TCF21
OR52N4,1662.0,OR52N4
SLC22A9,40505.0,SLC22A9
TRIM34,24634.0,TRIM34
CAPN12,39717.0,CAPN12
CYP4B1,61575.0,CYP4B1
DBP,7408.0,DBP
POLR2I,1504.0,POLR2I
SMPDL3A,20671.0,SMPDL3A
EYA4,291530.0,EYA4
FLAD1,9773.0,FLAD1
CHCHD4,12793.0,CHCHD4
ITIH6,49341.0,ITIH6
SPHK2,11426.0,SPHK2
MRPS31,42038.0,MRPS31
OVOL3,2560.0,OVOL3
TXN2,14594.0,TXN2
PLA2G4B,10372.0,PLA2G4B
TBCB,11658.0,TBCB
OR51Q1,1095.0,OR51Q1
TMEM260,162252.0,TMEM260
OR51B6,938.0,OR51B6
KCNA4,7300.0,KCNA4
SLC22A18AS,15960.0,SLC22A18AS
UNC50,9936.0,UNC50
AC104389.4,424042.0,AC104389.4
HOXB1,2485.0,HOXB1
GABRG1,88285.0,GABRG1
DOK2,4817.0,DOK2
FSHB,4245.0,FSHB
GU182347.2,14448.0,GU182347.2
OR52E4,6450.0,OR52E4
ACTN4,83940.0,ACTN4
TRIM22,47392.0,TRIM22
SPTBN5,45907.0,SPTBN5
SSTR1,5163.0,SSTR1
RBM48,11708.0,RBM48
LACTBL1,12295.0,LACTBL1
SFI1,129898.0,SFI1
MS4A4E,42867.0,MS4A4E
CLEC14A,2266.0,CLEC14A
RANBP17,438145.0,RANBP17
OTUD7A,395391.0,OTUD7A
TEX46,5018.0,TEX46
TOP3A,43579.0,TOP3A
ADCY1,148976.0,ADCY1
DAPK3,12670.0,DAPK3
MS4A4A,132242.0,MS4A4A
HOXB3,56042.0,HOXB3
CTSF,5377.0,CTSF
STRIP1,43064.0,STRIP1
FOXRED2,19911.0,FOXRED2
GU182347.6,14435.0,GU182347.6
GU182347.8,9516.0,GU182347.8
GU182347.4,9496.0,GU182347.4
LMO2,33500.0,LMO2
GU182347.1,14613.0,GU182347.1
TMEM271,2420.0,TMEM271
SETBP1,388337.0,SETBP1
PLAAT5,29790.0,PLAAT5
NPAT,65423.0,NPAT
PRSS37,5201.0,PRSS37
LDLRAD4,435257.0,LDLRAD4
CLN3,21464.0,CLN3
AMY1A,9264.0,AMY1A
CETN1,1757.0,CETN1
CEP68,30638.0,CEP68
SLC8A3,144853.0,SLC8A3
SLC7A9,39258.0,SLC7A9
OCRL,52712.0,OCRL
C17orf97,20737.0,C17orf97
OR51B5,202208.0,OR51B5
CDH7,140085.0,CDH7
AC011005.1,4275.0,AC011005.1
HOXB6,9241.0,HOXB6
DESI1,23015.0,DESI1
GEMIN5,50800.0,GEMIN5
TMEM41B,33982.0,TMEM41B
ALX3,10802.0,ALX3
RAB1A,59635.0,RAB1A
C2CD4C,3702.0,C2CD4C
UBQLNL,2312.0,UBQLNL
MEF2C,187140.0,MEF2C
AC104389.5,6513.0,AC104389.5
ATM,146618.0,ATM
UBQLN3,2658.0,UBQLN3
AC139491.7,63211.0,AC139491.7
CENPA,36778.0,CENPA
FAM153B,55326.0,FAM153B
CASP1,9807.0,CASP1
CSNK1A1,58489.0,CSNK1A1
GU182347.7,14436.0,GU182347.7
OR52E6,1024.0,OR52E6
OR52B6,1007.0,OR52B6
NDUFV2,31715.0,NDUFV2
GPATCH2L,102426.0,GPATCH2L
SOST,5053.0,SOST
HOXB2,4095.0,HOXB2
TRIM6,16849.0,TRIM6
PTPN9,116038.0,PTPN9
ARL5A,39508.0,ARL5A
MAGED2,8416.0,MAGED2
SLC35F6,16947.0,SLC35F6
DUSP3,12852.0,DUSP3
MT1F,2967.0,MT1F
HSPB1,1622.0,HSPB1
HOXB5,2704.0,HOXB5
TTC32,5352.0,TTC32
DACT2,26947.0,DACT2
HOXB4,2843.0,HOXB4
LRTM2,16486.0,LRTM2
SPATA8,2226.0,SPATA8
ZNF497,8491.0,ZNF497
SH3RF1,176697.0,SH3RF1
YWHAG,32192.0,YWHAG
OR11H1,980.0,OR11H1
HCK,49668.0,HCK
A1BG,8321.0,A1BG
PARS2,7625.0,PARS2
TSPAN33,24992.0,TSPAN33
BTN1A1,9201.0,BTN1A1
CFAP97D1,7177.0,CFAP97D1
TARS,28843.0,TARS
C1orf87,86501.0,C1orf87
RPS21,1417.0,RPS21
ANKRD12,149757.0,ANKRD12
MT1G,1334.0,MT1G
SNUPN,28386.0,SNUPN
ZP3,44553.0,ZP3
BCL3,12339.0,BCL3
CACNB4,266707.0,CACNB4
CAPRIN1,50879.0,CAPRIN1
ARHGEF16,26448.0,ARHGEF16
MGAT4A,112026.0,MGAT4A
OR10D3,5435.0,OR10D3
GALNT15,57312.0,GALNT15
IL17RE,13790.0,IL17RE
UNC13A,87037.0,UNC13A
GET4,19882.0,GET4
BX248516.1,16363.0,BX248516.1
SSC4D,20363.0,SSC4D
PANO1,1674.0,PANO1
CDK13,149459.0,CDK13
ARL14EP,15119.0,ARL14EP
SLC25A22,7806.0,SLC25A22
OR52N1,4794.0,OR52N1
EXOC1,51438.0,EXOC1
OR52N2,1034.0,OR52N2
CHD9,274117.0,CHD9
RIOX1,2428.0,RIOX1
OR51M1,9451.0,OR51M1
TTC22,21611.0,TTC22
NPLOC4,91578.0,NPLOC4
OR52E5,9522.0,OR52E5
ACOT1,6653.0,ACOT1
MT1H,1315.0,MT1H
TRIM5,275062.0,TRIM5
ATXN3L,2163.0,ATXN3L
RAB6A,85499.0,RAB6A
SUN1,79820.0,SUN1
MPPED2,202379.0,MPPED2
HEATR4,80463.0,HEATR4
CCDC120,16285.0,CCDC120
CLVS2,76690.0,CLVS2
NEURL3,10463.0,NEURL3
ALG6,70978.0,ALG6
HMGN4,8567.0,HMGN4
CCDC87,2887.0,CCDC87
MRPL22,28338.0,MRPL22
C11orf65,159012.0,C11orf65
SPATS2L,176383.0,SPATS2L
ARHGAP26,458634.0,ARHGAP26
MMUT,32893.0,MMUT
ABT1,3786.0,ABT1
SETDB2,50629.0,SETDB2
SCP2D1,666.0,SCP2D1
SLC16A10,143691.0,SLC16A10
PAFAH1B1,92405.0,PAFAH1B1
MMS22L,141056.0,MMS22L
ACOT6,8943.0,ACOT6
HDC,24018.0,HDC
C11orf54,23158.0,C11orf54
TSPAN10,11578.0,TSPAN10
ACOT2,8038.0,ACOT2
APLN,9697.0,APLN
AC087651.1,16482.0,AC087651.1
ZNF322,25369.0,ZNF322
RFPL1,3872.0,RFPL1
ARID5A,15891.0,ARID5A
CLGN,39208.0,CLGN
ACOT4,4790.0,ACOT4
OR8G1,13269.0,OR8G1
USH1G,7173.0,USH1G
IZUMO4,3164.0,IZUMO4
WDR33,110160.0,WDR33
FAM241A,49802.0,FAM241A
NEFH,11160.0,NEFH
PPP3CC,100323.0,PPP3CC
NME3,1444.0,NME3
OR4F6,3378.0,OR4F6
HBG1,1780.0,HBG1
OR8G5,9842.0,OR8G5
OR4F15,7995.0,OR4F15
C19orf48,7225.0,C19orf48
OR52N5,7190.0,OR52N5
OR8D1,12268.0,OR8D1
OR52D1,1064.0,OR52D1
SLC35G5,1320.0,SLC35G5
PRX,19598.0,PRX
OR8D2,1050.0,OR8D2
OR51B4,932.0,OR51B4
MS4A14,39226.0,MS4A14
MTMR7,116734.0,MTMR7
OR56B1,2074.0,OR56B1
FOXD4,1973.0,FOXD4
MCOLN2,71530.0,MCOLN2
SSR4,4989.0,SSR4
THUMPD2,43207.0,THUMPD2
LENEP,729.0,LENEP
OR52E8,1060.0,OR52E8
OR52H1,4044.0,OR52H1
MFGE8,14698.0,MFGE8
ATP5F1D,3079.0,ATP5F1D
LGALS12,10690.0,LGALS12
MAPK8IP3,64134.0,MAPK8IP3
SLC25A15,23048.0,SLC25A15
OR51I1,944.0,OR51I1
APBB1,24290.0,APBB1
CYCS,5270.0,CYCS
OR51I2,7195.0,OR51I2
RWDD1,26266.0,RWDD1
HBE1,237307.0,HBE1
OTOP2,9637.0,OTOP2
DCDC1,539441.0,DCDC1
VPS37A,55496.0,VPS37A
NAP1L4,47956.736526946115,NAP1L4
OR51B2,938.0,OR51B2
NDUFS1,44692.0,NDUFS1
TRIM6-TRIM34,47673.0,TRIM6-TRIM34
SFT2D3,3734.0,SFT2D3
FANCL,82129.0,FANCL
RPIA,59256.0,RPIA
MS4A6E,61765.0,MS4A6E
POLE4,11636.0,POLE4
CBLC,22783.0,CBLC
PTPRS,182308.0,PTPRS
MFSD4B,11819.0,MFSD4B
MS4A7,17466.0,MS4A7
TRIM33,118413.0,TRIM33
HBG2,252417.0,HBG2
MOB3A,25637.0,MOB3A
CD164,15953.0,CD164
SORBS3,30802.0,SORBS3
B4GALNT4,12618.0,B4GALNT4
IDH3G,8757.0,IDH3G
SYCP2,70091.0,SYCP2
TMPRSS3,24254.0,TMPRSS3
GLYR1,44085.0,GLYR1
XPNPEP2,30562.0,XPNPEP2
CRYZ,27926.0,CRYZ
WWC1,180652.0,WWC1
SMCR8,12763.0,SMCR8
SAMD4B,43314.0,SAMD4B
ADI1,19076.166666666668,ADI1
SPAG7,8591.0,SPAG7
SHMT1,35703.0,SHMT1
CYTIP,74342.0,CYTIP
ARHGEF37,83021.0,ARHGEF37
PLAAT4,9654.0,PLAAT4
MTHFR,21197.0,MTHFR
CEP295,68676.0,CEP295
RFLNB,5961.0,RFLNB
GPATCH4,7009.0,GPATCH4
CABLES2,18653.0,CABLES2
PTPRT,1117218.0,PTPRT
WDR35,79871.0,WDR35
ZNF518B,17546.0,ZNF518B
PLAAT2,10609.0,PLAAT2
OSBPL1A,235835.0,OSBPL1A
PON2,30467.0,PON2
PLAAT3,43688.0,PLAAT3
WIPI1,36565.0,WIPI1
CYP2A13,7723.0,CYP2A13
CLNK,198373.0,CLNK
PAF1,5525.0,PAF1
TULP1,15022.0,TULP1
PKM,32793.0,PKM
AP001273.2,70714.0,AP001273.2
GABRE,21556.0,GABRE
ALK,728812.0,ALK
OTOP3,14273.0,OTOP3
VRK2,252291.0,VRK2
TAF1D,54443.0,TAF1D
UBN1,35695.0,UBN1
WDR75,34106.0,WDR75
PRKAR1A,39539.0,PRKAR1A
GRIA2,161893.0,GRIA2
MRTO4,8323.0,MRTO4
OR4F4,1071.0,OR4F4
UBXN4,43322.0,UBXN4
CCS,12866.0,CCS
C7orf31,45664.0,C7orf31
TYW3,33526.0,TYW3
MT1X,1726.0,MT1X
SERTAD1,4403.0,SERTAD1
CRYBA2,3233.0,CRYBA2
FAM133B,29601.0,FAM133B
RPS6,4539.0,RPS6
TBC1D2B,93688.0,TBC1D2B
ATL3,47834.0,ATL3
XIAP,54255.0,XIAP
RAB11FIP3,99138.0,RAB11FIP3
POTEH,31605.0,POTEH
NPPA,2636.0,NPPA
VPS53,213049.0,VPS53
CLCN6,41983.0,CLCN6
FAM210A,63316.0,FAM210A
SERPINA2,10777.0,SERPINA2
CR788250.1,14963.0,CR788250.1
B3GNT6,7575.0,B3GNT6
IQCM,544330.0,IQCM
RPS6KA1,45269.0,RPS6KA1
GU182347.5,14528.0,GU182347.5
GMCL2,2929.0,GMCL2
DPH3,7908.0,DPH3
CHKB,22506.0,CHKB
RNMT,37898.0,RNMT
CABYR,22647.0,CABYR
NFIA,597529.0,NFIA
GU182347.3,14295.0,GU182347.3
TACR1,153057.0,TACR1
MED17,30736.0,MED17
EEF2,9407.0,EEF2
BCL2L10,3512.0,BCL2L10
SV2B,201359.0,SV2B
MAGEA10,5268.0,MAGEA10
NTHL1,8051.0,NTHL1
CEP89,96066.0,CEP89
RBM14-RBM4,29843.0,RBM14-RBM4
MIDN,10587.0,MIDN
RBM4,29757.0,RBM4
CFAP65,38681.0,CFAP65
ECE1,128325.0,ECE1
BCAM,12362.0,BCAM
PPIAL4D,494.0,PPIAL4D
ACOXL,385649.0,ACOXL
