Genes,CDS_Length,Norm_Symbol
CALCB,400.5,CALCB
MYMX,255.0,MYMX
KIR2DL2,1017.313953488372,KIR2DL2
KCNE1B,373.27272727272725,KCNE1B
MX2,1189.8965517241381,MX2
LEMD2,821.4528301886792,LEMD2
SHPK,1437.0,SHPK
BACE2,1391.88,BACE2
SGSM2,2393.904255319149,SGSM2
TSPAN4,613.25,TSPAN4
AHCYL2,1539.4893617021273,AHCYL2
AC004076.1,399.0,AC004076.1
PRIM2,1001.1111111111113,PRIM2
AC016586.1,616.4285714285714,AC016586.1
HECW2,3622.9700598802397,HECW2
GLIPR2,348.42857142857144,GLIPR2
IFNAR1,1005.96,IFNAR1
PIFO,531.0,PIFO
PSME3,550.2063492063492,PSME3
SLC39A8,1364.142857142857,SLC39A8
ZNF608,2568.568181818182,ZNF608
AC048338.1,1617.0,AC048338.1
COX17,198.1818181818182,COX17
PSPN,479.0,PSPN
LRP4,5211.523809523809,LRP4
ANTXRL,1237.5671641791046,ANTXRL
ERCC5,2812.81914893617,ERCC5
HAUS3,1257.9545454545455,HAUS3
USP26,2742.0,USP26
KLHL7,929.0625,KLHL7
CKAP4,655.6666666666666,CKAP4
PIP4K2A,945.0909090909092,PIP4K2A
RNF182,478.82608695652175,RNF182
SYNC,1071.4615384615388,SYNC
USP17L11,1656.0,USP17L11
ZNF454,1569.0,ZNF454
GSTA5,669.0,GSTA5
MCRIP2,283.8333333333333,MCRIP2
LZTFL1,568.082191780822,LZTFL1
RAB1B,562.3636363636364,RAB1B
CRX,599.6,CRX
OR52E4,939.0,OR52E4
INSYN2A,1398.857142857143,INSYN2A
IL36A,477.0,IL36A
FTMT,729.0,FTMT
ETNK1,1145.090909090909,ETNK1
BCAP31,657.8524590163935,BCAP31
WASHC1,1054.0,WASHC1
NAT8L,657.0,NAT8L
SPAG7,523.0384615384615,SPAG7
KRT27,1380.0,KRT27
AP5S1,449.8,AP5S1
CDHR4,1424.921052631579,CDHR4
COP1,1082.7692307692307,COP1
DCN,658.9876543209876,DCN
TMLHE,1203.0,TMLHE
INSM1,1533.0,INSM1
ARMC10,642.8875,ARMC10
MRPL38,1143.0,MRPL38
P2RY11,1125.0,P2RY11
RECQL4,2011.5064935064936,RECQL4
PRR19,862.8,PRR19
CAD,5510.588785046729,CAD
VTA1,805.6071428571429,VTA1
NGDN,771.921052631579,NGDN
HMOX1,731.0,HMOX1
AC092143.1,2394.0,AC092143.1
BTBD6,1322.7727272727273,BTBD6
EPPK1,15242.0,EPPK1
STK35,1396.5,STK35
RPS7,571.1521739130435,RPS7
FHL3,843.0,FHL3
SLC13A4,1397.304347826087,SLC13A4
SPINK7,232.0,SPINK7
NTRK2,2102.358778625954,NTRK2
DYRK2,1008.9090909090908,DYRK2
FRRS1L,325.4,FRRS1L
OR6C1,939.0,OR6C1
RHAG,1189.9137931034486,RHAG
EPCAM,966.9090909090908,EPCAM
NPAS3,2152.5978260869565,NPAS3
H2AFY,962.7551020408164,H2AFY
LGALS1,235.15384615384616,LGALS1
VPREB3,348.0,VPREB3
SYCP3,711.0,SYCP3
SDF2L1,666.0,SDF2L1
ZNF689,1503.0,ZNF689
WNT7A,1050.0,WNT7A
ARHGAP19-SLIT1,1554.0,ARHGAP19-SLIT1
OBSCN,21228.249138920783,OBSCN
FHL2,695.3478260869565,FHL2
UBTD2,705.0,UBTD2
COPRS,370.1,COPRS
PBX1,887.8552631578948,PBX1
GABARAPL2,235.7142857142857,GABARAPL2
CASKIN1,4296.0,CASKIN1
DGKG,2194.230769230769,DGKG
ARX,1247.5714285714287,ARX
ZNF385D,671.5,ZNF385D
IGF2,574.4482758620691,IGF2
OR52R1,948.0,OR52R1
TIGD4,1539.0,TIGD4
CSTA,255.0,CSTA
IL34,631.2272727272727,IL34
IL31RA,1548.478260869565,IL31RA
TCF21,540.0,TCF21
RPS17,370.64705882352933,RPS17
DSG2,2597.5714285714284,DSG2
TTC3,4271.046931407942,TTC3
MRPS16,357.0,MRPS16
RPL4,921.5625,RPL4
CD80,844.4117647058823,CD80
FAM131B,706.1764705882354,FAM131B
USP31,3165.8695652173915,USP31
AC010325.1,97.0,AC010325.1
STXBP5,2828.62,STXBP5
KP420441.4,1044.0,KP420441.4
KIAA2026,3678.892857142857,KIAA2026
ASB14,1764.0,ASB14
RB1CC1,3143.9866666666667,RB1CC1
GNL1,1493.7559055118109,GNL1
TBX2,1290.0,TBX2
GPD1L,568.2142857142858,GPD1L
SEL1L,1758.1764705882354,SEL1L
NUDT6,463.1538461538461,NUDT6
PLXNA4,5172.616438356165,PLXNA4
STOX2,1171.3846153846155,STOX2
SYPL2,819.0,SYPL2
C11orf40,654.0,C11orf40
RGCC,414.0,RGCC
ORM1,606.0,ORM1
AGPAT5,596.3636363636364,AGPAT5
PLAUR,641.9333333333333,PLAUR
HLA-F,883.5404411764706,HLA-F
MX1,1380.107142857143,MX1
SLC17A3,1015.3148148148148,SLC17A3
BTG3,528.0833333333334,BTG3
NFRKB,2899.268656716418,NFRKB
MED22,459.9411764705882,MED22
MRFAP1L1,384.0,MRFAP1L1
RRS1,1098.0,RRS1
AL096814.2,387.27272727272725,AL096814.2
SLC2A7,1539.0,SLC2A7
MEX3A,1563.0,MEX3A
DUSP2,945.0,DUSP2
FAM185A,652.5882352941177,FAM185A
VCY1B,378.0,VCY1B
AMACR,919.1538461538463,AMACR
C2orf16,14465.0,C2orf16
METTL23,403.9666666666666,METTL23
ALG1,867.9230769230769,ALG1
OR2T34,957.0,OR2T34
TNPO3,2733.5263157894738,TNPO3
CCDC74A,846.03125,CCDC74A
OR14J1,966.0,OR14J1
CORO1B,1045.5862068965516,CORO1B
KLHDC3,1034.8181818181818,KLHDC3
VEGFC,1260.0,VEGFC
SERPINA1,1025.0972222222224,SERPINA1
TCEAL7,303.0,TCEAL7
OR5T2,1018.5,OR5T2
RALGPS2,1351.0,RALGPS2
NAA50,306.8048780487805,NAA50
DDAH1,622.3846153846154,DDAH1
RWDD2A,879.0,RWDD2A
AC017081.3,372.0,AC017081.3
EGR2,1140.25,EGR2
TM4SF19-TCTEX1D2,630.0,TM4SF19-TCTEX1D2
KIR2DL4,1009.4732297063904,KIR2DL4
CPXM1,2205.0,CPXM1
PHRF1,4852.8,PHRF1
DEDD2,816.2608695652175,DEDD2
OR52L1,990.0,OR52L1
CDC42SE1,240.0,CDC42SE1
ZNF322,1054.7727272727273,ZNF322
ANKMY1,1879.0408163265304,ANKMY1
AC005324.4,1555.6153846153845,AC005324.4
SAP25,703.7647058823529,SAP25
DAW1,859.0769230769231,DAW1
SERINC5,1317.0,SERINC5
AC091491.1,372.0,AC091491.1
F13B,1619.8235294117646,F13B
MED8,758.0454545454545,MED8
GOLGA8M,1899.0,GOLGA8M
PRCC,1021.0588235294116,PRCC
ACAA1,661.5225225225225,ACAA1
ZNF503,1941.0,ZNF503
TULP4,2885.7272727272725,TULP4
FBXO45,592.5,FBXO45
AC083800.1,246.0,AC083800.1
CCAR2,1718.946428571429,CCAR2
AC240274.1,1861.0454545454545,AC240274.1
PNPLA4,657.4615384615385,PNPLA4
GRIN2B,2678.8636363636365,GRIN2B
IRS4,3774.0,IRS4
MPPED2,613.125,MPPED2
KDM1B,2151.2727272727275,KDM1B
GNLY,475.77272727272725,GNLY
SYCP2L,1759.0515463917527,SYCP2L
SIK3,2785.2260869565216,SIK3
NRSN2,401.7837837837838,NRSN2
PSRC1,915.0666666666667,PSRC1
KIF26A,5447.689655172414,KIF26A
SPATA18,1287.1875,SPATA18
SMTNL2,1024.2631578947369,SMTNL2
AC001226.2,383.08333333333326,AC001226.2
PNOC,453.0,PNOC
LPCAT3,789.3333333333335,LPCAT3
NDUFV3,952.7142857142856,NDUFV3
RAP1GAP,1923.7989417989415,RAP1GAP
KCNK17,899.1818181818181,KCNK17
MTF1,2262.0,MTF1
HIST2H3C,411.0,HIST2H3C
SPTLC1,410.37,SPTLC1
HRAS,525.6571428571428,HRAS
FLYWCH2,402.8461538461538,FLYWCH2
SHOX,748.9411764705882,SHOX
KIDINS220,3410.4334975369457,KIDINS220
TF,973.8333333333335,TF
AKAP4,1664.0434782608695,AKAP4
ERAP2,2080.3414634146343,ERAP2
SKP1,370.03174603174597,SKP1
SEM1,235.6551724137931,SEM1
TET2,4939.153846153846,TET2
OR4F6,939.0,OR4F6
OGFR,1379.6206896551723,OGFR
MAP3K13,1647.069306930693,MAP3K13
LMAN1L,1234.2972972972973,LMAN1L
ZBTB7A,1755.0,ZBTB7A
MYO1F,2645.0684931506853,MYO1F
AL358113.1,1333.6734693877552,AL358113.1
ENO1,620.4074074074074,ENO1
FAM237B,420.0,FAM237B
LAMB1,4389.430107526881,LAMB1
CADM3,1103.5,CADM3
CDH26,1492.404761904762,CDH26
RBPJL,1390.780487804878,RBPJL
BATF2,651.6,BATF2
STARD10,568.15,STARD10
IGDCC3,1837.8,IGDCC3
SON,4393.0675675675675,SON
RIBC2,1149.0,RIBC2
BLK,1379.8378378378382,BLK
SPECC1L-ADORA2A,2736.0,SPECC1L-ADORA2A
EIF3M,549.3968253968254,EIF3M
TDRD10,1077.6,TDRD10
EGF,3429.0333333333333,EGF
ATAD5,4800.0,ATAD5
IL36RN,400.0,IL36RN
SPATA9,623.3571428571429,SPATA9
CHRM4,1440.0,CHRM4
ZNF248,641.8518518518517,ZNF248
SNRNP40,876.8571428571429,SNRNP40
TGFBR1,1101.5172413793102,TGFBR1
CCDC61,984.906976744186,CCDC61
SAMD15,1146.0,SAMD15
FAM111A,1459.5384615384617,FAM111A
VASN,2022.0,VASN
HAUS4,771.8155339805825,HAUS4
IL17D,356.5,IL17D
PARVB,987.5254237288136,PARVB
TTC38,783.7857142857142,TTC38
KREMEN1,1280.40625,KREMEN1
CSNK1G3,1184.3370786516855,CSNK1G3
COLGALT1,1235.7391304347825,COLGALT1
DEK,986.7978723404256,DEK
PSG5,1001.7272727272727,PSG5
DOP1B,6266.560975609757,DOP1B
CNOT1,5132.081545064378,CNOT1
ZNF844,1025.7777777777776,ZNF844
CHAF1B,1680.0,CHAF1B
FRAT2,702.0,FRAT2
SORD,708.0,SORD
SFRP4,726.0,SFRP4
ZFPM2,2625.1111111111113,ZFPM2
ST8SIA4,667.6363636363636,ST8SIA4
C1QL1,777.0,C1QL1
GBP3,732.6666666666665,GBP3
HSD11B2,827.625,HSD11B2
NPM3,537.0,NPM3
RFPL1,954.0,RFPL1
TRIM16,1081.8533333333332,TRIM16
ITGA8,3192.0,ITGA8
TTC36,262.3636363636364,TTC36
ATP6V1E2,681.0,ATP6V1E2
HSD3B2,941.6666666666665,HSD3B2
CYSLTR2,343.1,CYSLTR2
SEC13,769.5322580645161,SEC13
AC083977.1,189.0,AC083977.1
ZNF568,1225.5172413793102,ZNF568
KCNK9,1041.923076923077,KCNK9
TMEM254,323.54545454545456,TMEM254
FP565260.1,1690.945945945946,FP565260.1
OR6V1,942.0,OR6V1
SOWAHC,1578.0,SOWAHC
MYBL2,2068.333333333333,MYBL2
CNKSR3,1384.774193548387,CNKSR3
FMO3,952.5,FMO3
SLC9A2,2439.0,SLC9A2
TXNL1,567.125,TXNL1
FASTKD1,1914.142857142857,FASTKD1
RUNX3,1278.3333333333333,RUNX3
SOS1,3786.027397260274,SOS1
SLC25A14,951.3943661971832,SLC25A14
KCNU1,2603.0285714285715,KCNU1
BRAP,1734.0,BRAP
CIPC,498.0,CIPC
ZDHHC24,733.8461538461537,ZDHHC24
EMC1,2405.885057471264,EMC1
HNRNPDL,988.0875,HNRNPDL
FAF1,1636.8367346938776,FAF1
SLC37A3,764.5123966942149,SLC37A3
EDN2,537.0,EDN2
GNG5,207.0,GNG5
SELENOT,422.46153846153845,SELENOT
SPATA45,297.0,SPATA45
DHDH,713.1818181818181,DHDH
SSBP4,666.1685393258427,SSBP4
ZNF837,1596.0,ZNF837
DLC1,2988.73417721519,DLC1
KRTAP9-6,483.0,KRTAP9-6
DEFB103B,204.0,DEFB103B
CLDN14,720.0,CLDN14
TRIM27,1088.7230769230769,TRIM27
DCBLD2,2124.222222222222,DCBLD2
SH3BP5L,1182.0,SH3BP5L
AL160272.2,214.0,AL160272.2
RAB40A,834.0,RAB40A
SOX1,1176.0,SOX1
PARP8,1585.2451923076926,PARP8
VGLL2,730.2857142857142,VGLL2
GHITM,1038.0,GHITM
CALN1,628.6875,CALN1
LGALS8,804.9119496855346,LGALS8
ELAC2,1581.657894736842,ELAC2
SMC1B,3601.625,SMC1B
CSTF2T,1851.0,CSTF2T
AC091959.3,3084.0,AC091959.3
CEP85,2056.627450980392,CEP85
PARVA,931.952380952381,PARVA
FGFBP1,705.0,FGFBP1
SREK1,825.2063492063492,SREK1
PEX12,974.0,PEX12
NEUROD6,1014.0,NEUROD6
CCR3,736.3125,CCR3
RIMS2,3600.930735930736,RIMS2
TLK1,1652.4626865671644,TLK1
FABP1,380.1428571428572,FABP1
ZDHHC5,1468.4102564102564,ZDHHC5
HADHA,1157.5672514619882,HADHA
TTI2,1394.8125,TTI2
MSANTD3-TMEFF1,1026.0,MSANTD3-TMEFF1
ZBTB4,3042.0,ZBTB4
LITAFD,199.0,LITAFD
KDM2B,1980.36875,KDM2B
FCGR3B,627.9411764705882,FCGR3B
SPACA4,375.0,SPACA4
BRD9,662.5846153846154,BRD9
SNX10,524.64,SNX10
CHST3,1440.0,CHST3
ESPN,1359.5714285714287,ESPN
ITPRID1,2434.728260869565,ITPRID1
LY6G6E,296.03225806451616,LY6G6E
DECR1,480.4320987654321,DECR1
ZNF439,919.2,ZNF439
RHOA,470.0,RHOA
DERL1,583.0588235294118,DERL1
PAPOLA,1291.1041666666667,PAPOLA
SIK2,2781.0,SIK2
ZMYM6,2323.2580645161293,ZMYM6
C20orf203,585.0,C20orf203
PIWIL4,1657.145161290323,PIWIL4
BCL3,1157.0,BCL3
DOK1,900.5294117647059,DOK1
LRRC6,1139.5316455696202,LRRC6
RTL10,870.8181818181819,RTL10
KLK1,451.9090909090909,KLK1
APOC2,251.0,APOC2
TFAP2C,1131.2222222222224,TFAP2C
RHOB,591.0,RHOB
ILRUN,761.1428571428571,ILRUN
E2F1,1314.0,E2F1
MYOT,1196.516129032258,MYOT
STRN3,1595.7540983606555,STRN3
SPPL3,601.6511627906976,SPPL3
SPATA20,1206.6149068322982,SPATA20
SUZ12,2186.612903225807,SUZ12
ZIM3,1419.0,ZIM3
TSEN54,778.1463414634146,TSEN54
SHB,1530.0,SHB
KRTAP1-5,525.0,KRTAP1-5
H3F3A,401.0322580645162,H3F3A
ARMCX4,932.6842105263157,ARMCX4
GPC6,1355.142857142857,GPC6
PLK5,958.5818181818182,PLK5
IL20RB,423.1153846153846,IL20RB
NXF1,1361.165137614679,NXF1
GCGR,1330.0,GCGR
TCF15,600.0,TCF15
TADA3,1142.0689655172416,TADA3
PLA2G12B,588.0,PLA2G12B
ADGRE5,1997.3521126760565,ADGRE5
C19orf24,399.0,C19orf24
PHYHIP,926.6,PHYHIP
DRAM1,392.68,DRAM1
EVC,2480.454545454545,EVC
PCCB,1375.9943820224719,PCCB
NES,4866.0,NES
ACOT12,1377.0,ACOT12
SEPT8,1163.4666666666667,SEPT8
CDC14B,1309.5588235294115,CDC14B
PCDHB5,1291.3333333333333,PCDHB5
MORC1,2924.072727272727,MORC1
ANKK1,1477.2307692307693,ANKK1
ZNF394,1446.6,ZNF394
ZNF280C,2051.939393939394,ZNF280C
CNOT3,1856.1282894736842,CNOT3
NOP56,1230.695652173913,NOP56
B4GALT6,982.0714285714287,B4GALT6
FKBP1B,218.95652173913044,FKBP1B
TRPS1,2544.8965517241377,TRPS1
PARL,655.6741573033707,PARL
FSBP,1218.84,FSBP
SHPRH,3710.200980392157,SHPRH
ZNF627,415.83333333333326,ZNF627
TMEM121,960.0,TMEM121
MPC1,268.8947368421053,MPC1
UHRF1BP1,4261.604651162791,UHRF1BP1
SLC30A1,1524.0,SLC30A1
ZNF718,952.8461538461537,ZNF718
GPX4,571.1492537313433,GPX4
OR5AU1,961.5,OR5AU1
C1orf216,690.0,C1orf216
ACTRT1,1131.0,ACTRT1
NABP1,398.75,NABP1
CST7,438.0,CST7
OR2H1,951.0,OR2H1
TCEANC,943.7777777777777,TCEANC
PRELID3B,425.1176470588235,PRELID3B
CLN3,806.7293064876958,CLN3
KALRN,6499.549356223176,KALRN
SRD5A1,521.2,SRD5A1
HOOK3,1349.05,HOOK3
CDCA7L,987.0454545454544,CDCA7L
SERINC3,1271.423076923077,SERINC3
ROS1,6810.2,ROS1
MICAL3,2803.32183908046,MICAL3
TXNDC12,305.8333333333333,TXNDC12
GIMAP1-GIMAP5,1536.0,GIMAP1-GIMAP5
KCTD2,375.57142857142856,KCTD2
CLIP1,3564.310502283105,CLIP1
SUPT5H,2864.6411764705877,SUPT5H
MAP6D1,516.3333333333334,MAP6D1
HMGN2,273.0,HMGN2
CCDC169,454.44827586206895,CCDC169
MOV10,2968.0,MOV10
EXOC2,2359.7647058823527,EXOC2
KRT6A,1695.0,KRT6A
KLHL9,1854.0,KLHL9
STRN,2269.5,STRN
CCL16,250.9090909090909,CCL16
UGGT1,1742.905982905983,UGGT1
CCDC179,207.0,CCDC179
OR9I1,945.0,OR9I1
PHF10,1385.2,PHF10
TMEM139,651.0,TMEM139
DNAJC5G,463.2758620689655,DNAJC5G
SV2C,2107.5,SV2C
POLR2B,3222.446969696969,POLR2B
CTF1,604.5,CTF1
MINDY4,2274.0,MINDY4
MT-ND3,346.0,MT-ND3
PELI2,635.1875,PELI2
SYNGAP1,3713.921810699589,SYNGAP1
AGXT,1179.0,AGXT
OR5M1,948.0,OR5M1
CAPG,879.3333333333335,CAPG
LUZP2,814.2142857142858,LUZP2
PLA2G6,1549.534693877551,PLA2G6
ZNF628,2221.1666666666665,ZNF628
UBR5,7415.745098039216,UBR5
NRIP1,2351.866666666667,NRIP1
BAG3,1310.2222222222224,BAG3
HSPA12B,1937.16,HSPA12B
TREML4,473.66666666666674,TREML4
EBF2,1351.575,EBF2
F5,6682.5,F5
RASGRP4,1833.2378854625551,RASGRP4
AC008977.1,939.0,AC008977.1
CENPJ,3349.436363636364,CENPJ
USP17L19,1656.0,USP17L19
TGM2,1404.84,TGM2
NAV1,4310.991150442478,NAV1
SEC61B,210.0,SEC61B
KCNAB2,837.6866485013624,KCNAB2
PSORS1C2,411.0,PSORS1C2
HIST1H3H,411.0,HIST1H3H
SAMD9,4506.857142857143,SAMD9
HM190170.1,1272.0,HM190170.1
RBFOX2,1016.3486590038316,RBFOX2
G3BP1,640.5301204819277,G3BP1
PIGL,532.2432432432432,PIGL
GCNT4,1362.0,GCNT4
IER5L,1215.0,IER5L
WDR41,626.2558139534884,WDR41
GGA2,769.2203389830509,GGA2
SCNN1D,1732.8478260869565,SCNN1D
ZBTB8OS,332.64516129032256,ZBTB8OS
AC233992.6,79.0,AC233992.6
B4GALNT3,2568.787878787879,B4GALNT3
AGBL1,2958.833333333333,AGBL1
REEP6,543.1875,REEP6
C6orf52,315.625,C6orf52
CIDEC,650.1315789473684,CIDEC
MAN2A1,3435.0,MAN2A1
WDR62,3102.704347826087,WDR62
OR5K1,927.0,OR5K1
NCOA7,1911.533333333333,NCOA7
SPRR2G,222.0,SPRR2G
CD40,607.0625,CD40
RBM14,769.5,RBM14
MRPL21,361.84090909090907,MRPL21
GGT1,798.0045454545455,GGT1
ACTR8,1411.2564102564102,ACTR8
C9orf116,294.0,C9orf116
MDGA1,2292.1044776119397,MDGA1
NOS2,3421.5375,NOS2
BBS10,2172.0,BBS10
MYL1,519.0,MYL1
RERG,441.6,RERG
RANBP1,493.9375,RANBP1
ADAL,831.5901639344263,ADAL
EMILIN1,2278.692307692308,EMILIN1
CDH20,2406.0,CDH20
RET,2449.887096774193,RET
CARF,1194.8343195266273,CARF
SLC10A3,1345.6875,SLC10A3
BBIP1,227.14285714285717,BBIP1
CYC1,978.0,CYC1
CHUK,2238.0,CHUK
TIMM13,265.5,TIMM13
CACNA1E,6652.142131979696,CACNA1E
NTPCR,630.0,NTPCR
PPT1,627.5079365079365,PPT1
ZNF23,1055.7380952380952,ZNF23
ARL17B,391.86885245901635,ARL17B
ATRX,3640.3954802259886,ATRX
EFNB3,1023.0,EFNB3
EIF3D,1074.0,EIF3D
CT476828.12,1272.0,CT476828.12
MRPS28,387.92,MRPS28
ISX,738.0,ISX
SGTB,787.0555555555555,SGTB
OR5B2,930.0,OR5B2
CFAP46,6337.870129870129,CFAP46
SPC24,517.5757575757576,SPC24
ANKRD49,433.36,ANKRD49
PLA2G10,439.66666666666674,PLA2G10
LCN12,399.0,LCN12
GALNT9,1045.578947368421,GALNT9
FAM71F1,712.275,FAM71F1
TMEM268,1030.5,TMEM268
ETV3,1047.0,ETV3
GTF2B,777.0,GTF2B
AMMECR1,817.421052631579,AMMECR1
OR1E1,945.0,OR1E1
ZNRD1,381.0,ZNRD1
COL4A2,2933.833333333333,COL4A2
NUDT18,744.0,NUDT18
TCP11,792.4076086956521,TCP11
TNP2,415.0,TNP2
PRR5L,579.8867924528303,PRR5L
PHF20L1,1977.406896551724,PHF20L1
GYPA,362.32291666666674,GYPA
CGA,335.4761904761905,CGA
NDP,402.0,NDP
FARP1,2611.0672268907565,FARP1
TPI1,572.1224489795917,TPI1
PROKR2,1155.0,PROKR2
RARA,1163.1372549019611,RARA
ELMSAN1,2710.2258064516127,ELMSAN1
NCOR1,4521.194552529183,NCOR1
CRIP2,633.2962962962962,CRIP2
ZNF92,1647.25,ZNF92
MEF2C,1145.875457875458,MEF2C
TMEM269,648.75,TMEM269
KCNH1,2348.95,KCNH1
CFD,772.5,CFD
C13orf42,978.0,C13orf42
NAGS,1570.5,NAGS
LINC00672,78.0,LINC00672
ZCCHC18,1212.0,ZCCHC18
OR4B1,930.0,OR4B1
AKIP1,529.36,AKIP1
PSMG3,369.0,PSMG3
DCANP1,735.0,DCANP1
MICU2,1049.5714285714287,MICU2
PRSS36,2312.744680851064,PRSS36
C10orf71,4308.0,C10orf71
GRHL1,1203.3478260869565,GRHL1
KRTAP25-1,309.0,KRTAP25-1
PLA2G3,1530.0,PLA2G3
SLAIN1,891.3333333333335,SLAIN1
SCN4B,536.25,SCN4B
FAM227A,1850.1509433962265,FAM227A
ZNF655,555.7721518987341,ZNF655
GPLD1,2523.0,GPLD1
C8orf89,340.6363636363636,C8orf89
SNX24,387.6046511627907,SNX24
CERS1,940.1515151515152,CERS1
FAM167A,501.28571428571433,FAM167A
EVI2A,740.5714285714287,EVI2A
PDLIM4,734.0,PDLIM4
ZC3H6,3570.0,ZC3H6
KY,1624.0645161290322,KY
RAB10,603.0,RAB10
AGO3,1344.557142857143,AGO3
SLC25A16,441.03333333333336,SLC25A16
RAB30,414.3043478260869,RAB30
RPL36AL,321.0,RPL36AL
COG3,1743.4186046511627,COG3
APOD,494.60869565217394,APOD
MT-ND4L,297.0,MT-ND4L
CCT6B,1387.6,CCT6B
C17orf75,625.723076923077,C17orf75
BEX3,321.0,BEX3
SPG21,554.1594202898551,SPG21
C5orf67,370.66666666666674,C5orf67
CCDC39,2269.208333333333,CCDC39
TMEM223,442.28571428571433,TMEM223
HP1BP3,856.2028985507246,HP1BP3
MAPK6,2166.0,MAPK6
IP6K1,1041.857142857143,IP6K1
SIRPB1,695.3921568627451,SIRPB1
TEK,2595.949494949495,TEK
SPARC,512.741935483871,SPARC
VAMP5,351.0,VAMP5
KRT15,881.1428571428571,KRT15
AC005840.1,872.6086956521739,AC005840.1
C1QTNF9B,678.0,C1QTNF9B
STK3,1016.2456140350876,STK3
HOXA1,651.6,HOXA1
DHX30,2617.7957746478874,DHX30
KDM6B,4338.5,KDM6B
HIST1H3G,411.0,HIST1H3G
KCNRG,741.6,KCNRG
GTF3C5,1212.3157894736842,GTF3C5
UTP14C,2301.0,UTP14C
EFHD2,620.2222222222222,EFHD2
AACS,1565.0,AACS
PPP1R8,682.1481481481483,PPP1R8
SDHD,344.0256410256411,SDHD
SYNCRIP,1488.375,SYNCRIP
ASB1,661.8461538461537,ASB1
MARCKSL1,588.0,MARCKSL1
SRPX2,971.2142857142856,SRPX2
LRRC8C,1134.857142857143,LRRC8C
ZNF337,2256.0,ZNF337
KIF2C,1602.4925373134326,KIF2C
SSBP1,398.6153846153846,SSBP1
DRP2,2557.8888888888887,DRP2
PTPRJ,3510.3152173913045,PTPRJ
ZNF266,1686.2459016393445,ZNF266
EPDR1,460.25,EPDR1
RPL36A-HNRNPH2,302.3333333333333,RPL36A-HNRNPH2
PRAMEF9,1437.0,PRAMEF9
DEFB107B,213.0,DEFB107B
GMPR2,716.5054347826087,GMPR2
TLX1,779.875,TLX1
MRPS24,381.8571428571428,MRPS24
ZKSCAN8,1107.0,ZKSCAN8
HSD17B13,853.1538461538463,HSD17B13
SCAMP3,1007.2941176470587,SCAMP3
MYH1,5820.0,MYH1
SULT1C4,815.25,SULT1C4
SLC25A45,426.9428571428571,SLC25A45
CPA1,867.4102564102565,CPA1
SFXN5,703.7272727272727,SFXN5
CEP152,3917.0,CEP152
PRRT3,2526.0,PRRT3
CERKL,1181.6170212765958,CERKL
ETFBKMT,692.1428571428571,ETFBKMT
SPDYE8P,798.0,SPDYE8P
ZMYM2,3932.4756097560976,ZMYM2
KCND1,1271.0,KCND1
ANK1,4326.574358974359,ANK1
HNRNPH1,896.3419117647059,HNRNPH1
FAM110D,816.0,FAM110D
PILRA,681.6551724137931,PILRA
TMEM141,327.0,TMEM141
PON3,519.06,PON3
RNF187,708.0,RNF187
PTPA,682.6907894736843,PTPA
ABL2,3143.5263157894733,ABL2
TXNDC11,1851.558139534884,TXNDC11
FAM189A1,1406.7692307692307,FAM189A1
FAM110B,1113.0,FAM110B
AHCYL1,1499.0,AHCYL1
ORC5,700.2,ORC5
MSMB,322.25,MSMB
THEMIS,1757.0,THEMIS
UNC119B,756.0,UNC119B
DOCK9,4496.497777777778,DOCK9
SLC33A1,1105.0416666666667,SLC33A1
KLHL2,1237.3617021276596,KLHL2
BIRC6,12504.34285714286,BIRC6
ANKRD20A2,2231.6470588235293,ANKRD20A2
CHRDL1,1328.7931034482758,CHRDL1
OR4D9,945.0,OR4D9
CCT7,1122.0526315789473,CCT7
PELI3,912.795918367347,PELI3
PLEKHM1,972.7624309392264,PLEKHM1
PFDN1,297.5,PFDN1
CDC42EP1,481.2,CDC42EP1
DTWD1,615.4473684210526,DTWD1
C1QA,709.5,C1QA
SLC35F2,774.9130434782608,SLC35F2
NGB,456.0,NGB
HES6,444.5,HES6
C15orf40,323.7878787878788,C15orf40
SNX32,1212.0,SNX32
SIGLECL1,414.07692307692315,SIGLECL1
TULP1,1441.65306122449,TULP1
FYN,1012.5733333333334,FYN
RCL1,691.7435897435898,RCL1
FAM171B,1725.0,FAM171B
ARHGAP26,1496.3787878787882,ARHGAP26
KIRREL2,1805.0149253731345,KIRREL2
C17orf50,486.0,C17orf50
CAPN6,1926.0,CAPN6
SYNGR4,452.2,SYNGR4
SSH2,2728.1866666666665,SSH2
GPR31,960.0,GPR31
KLRC2,498.1818181818182,KLRC2
EMD,487.4117647058823,EMD
MYOD1,963.0,MYOD1
C6orf62,646.5,C6orf62
BAP1,1448.5964912280701,BAP1
POLR2J3,401.24285714285713,POLR2J3
HECTD4,11184.840206185569,HECTD4
APPBP2,823.8235294117646,APPBP2
MSX1,912.0,MSX1
FSTL1,725.9655172413792,FSTL1
SMIM13,276.0,SMIM13
SMTN,1958.5207100591715,SMTN
IFNK,624.0,IFNK
ST20-MTHFS,493.09090909090907,ST20-MTHFS
AC010724.2,880.0,AC010724.2
CD96,1399.4126984126983,CD96
MGAM2,6248.2131147540995,MGAM2
HTATSF1,1661.8064516129032,HTATSF1
SDHAF4,327.0,SDHAF4
PPCS,532.3636363636364,PPCS
