Genes,Average No. of Exons per Transcript,Norm_Symbol
PPARGC1B,8.428571428571429,PPARGC1B
MAPK8IP2,11.0,MAPK8IP2
IGLL1,2.6666666666666665,IGLL1
FOLR3,4.166666666666667,FOLR3
SLC14A1,7.0,SLC14A1
OTP,2.5,OTP
CLEC5A,4.428571428571429,CLEC5A
TESMIN,4.4444444444444455,TESMIN
AKR7A3,7.0,AKR7A3
ABRACL,2.5,ABRACL
GSDMB,6.866666666666666,GSDMB
PRDM11,6.166666666666668,PRDM11
BLVRB,4.333333333333333,BLVRB
GABRQ,9.0,GABRQ
MAPRE3,4.9,MAPRE3
FZR1,9.111111111111109,FZR1
LUZP1,4.0,LUZP1
SGCD,8.25,SGCD
TAS2R38,1.0,TAS2R38
KDM1A,11.5,KDM1A
WBP2,5.894736842105262,WBP2
GU182355.4,9.5,GU182355.4
TRDN,13.0,TRDN
FOLR1,5.0,FOLR1
SNX2,6.6923076923076925,SNX2
KIF13A,19.53846153846154,KIF13A
FAM167A,2.75,FAM167A
HECA,4.0,HECA
ARRDC4,8.0,ARRDC4
POLR2D,3.25,POLR2D
ENOX2,12.0,ENOX2
AC068547.1,12.0,AC068547.1
RBBP8NL,14.0,RBBP8NL
DPYSL5,8.0,DPYSL5
CITED2,2.25,CITED2
VSIG4,7.6,VSIG4
RSPH4A,5.333333333333333,RSPH4A
GU182355.1,8.0,GU182355.1
GLYATL3,6.0,GLYATL3
KCTD7,4.2727272727272725,KCTD7
GU182355.6,6.0,GU182355.6
ZBTB7B,3.2857142857142856,ZBTB7B
LDLRAP1,4.428571428571429,LDLRAP1
GU182355.2,8.0,GU182355.2
BRICD5,4.0,BRICD5
CCDC201,3.0,CCDC201
INSIG2,5.0,INSIG2
SLC12A5,7.16,SLC12A5
SASH3,5.0,SASH3
CDH19,9.0,CDH19
ZUP1,6.0,ZUP1
TXLNB,6.5,TXLNB
MEGF8,19.285714285714285,MEGF8
DCST2,10.0,DCST2
NPVF,3.0,NPVF
DHCR24,8.0,DHCR24
MLST8,6.171428571428572,MLST8
OR9A4,1.5,OR9A4
PDE6B,8.416666666666666,PDE6B
ORMDL3,3.625,ORMDL3
MCM6,8.333333333333334,MCM6
HS3ST1,2.0,HS3ST1
MTRR,5.76,MTRR
C6orf141,2.571428571428572,C6orf141
AP1AR,5.666666666666668,AP1AR
WDR45,6.454545454545454,WDR45
AC027644.4,13.0,AC027644.4
ISOC1,4.0,ISOC1
MFSD12,5.266666666666667,MFSD12
AKAP6,5.133333333333334,AKAP6
RABGEF1,7.9,RABGEF1
VGLL4,4.368421052631579,VGLL4
NIPSNAP1,6.333333333333332,NIPSNAP1
RUFY4,6.6,RUFY4
SF3A3,7.0,SF3A3
GU182355.3,8.0,GU182355.3
TMEM161A,7.466666666666668,TMEM161A
FBXL16,4.6,FBXL16
NEDD4L,12.36842105263158,NEDD4L
CSPG4,10.0,CSPG4
ADAMTS19,9.25,ADAMTS19
MAN1C1,8.375,MAN1C1
OR8B2,1.5,OR8B2
ELF1,7.4,ELF1
DRICH1,11.5,DRICH1
OR8B3,1.5,OR8B3
RBCK1,6.533333333333332,RBCK1
FYB1,8.0,FYB1
MPDU1,5.185185185185184,MPDU1
OR8B4,1.0,OR8B4
FCER1A,5.5,FCER1A
WDR24,9.0,WDR24
MGAT4D,6.666666666666668,MGAT4D
ZNF837,3.0,ZNF837
WNT8A,6.25,WNT8A
HMG20B,4.75,HMG20B
OR8B8,2.0,OR8B8
LGALS4,5.111111111111111,LGALS4
RGL4,10.0,RGL4
EN1,2.0,EN1
MINAR2,3.0,MINAR2
GATA5,7.0,GATA5
CHSY3,3.0,CHSY3
MAGEA3,3.0,MAGEA3
OR10J1,1.3333333333333333,OR10J1
MPP3,10.111111111111109,MPP3
SYNJ2BP-COX16,5.25,SYNJ2BP-COX16
ITGB3BP,5.857142857142858,ITGB3BP
HERC6,11.125,HERC6
FASTKD3,4.75,FASTKD3
PHAX,3.0,PHAX
ARHGAP36,10.5,ARHGAP36
C11orf95,3.25,C11orf95
COX16,3.4,COX16
SMLR1,2.0,SMLR1
TRIR,2.6,TRIR
KIAA1211L,5.571428571428571,KIAA1211L
SCYGR2,1.0,SCYGR2
AC139530.1,3.6,AC139530.1
C19orf71,4.0,C19orf71
BCAP29,6.117647058823528,BCAP29
DHRS2,6.8,DHRS2
C2orf83,3.5,C2orf83
SYNJ2BP,3.5,SYNJ2BP
C5orf49,3.0,C5orf49
CREB5,5.8,CREB5
SLCO3A1,5.461538461538462,SLCO3A1
SCYGR4,1.0,SCYGR4
SCYGR3,1.0,SCYGR3
NSD1,7.411764705882352,NSD1
MAPK7,4.0,MAPK7
DSTN,4.666666666666667,DSTN
ACER2,6.0,ACER2
IGFBP1,3.6666666666666665,IGFBP1
SIRPG,4.428571428571429,SIRPG
SCYGR5,1.0,SCYGR5
MMP9,13.0,MMP9
BCKDK,8.0,BCKDK
KHDRBS2,9.0,KHDRBS2
ALPK1,7.7894736842105265,ALPK1
FAM47A,1.5,FAM47A
FAAP24,4.0,FAAP24
MEGF6,17.428571428571427,MEGF6
PRR35,3.0,PRR35
PDE6A,17.2,PDE6A
COL4A6,28.5,COL4A6
SYT13,6.0,SYT13
PGM1,8.166666666666666,PGM1
HIST1H1A,1.0,HIST1H1A
TOMM34,7.0,TOMM34
HIST1H3A,1.0,HIST1H3A
ATG7,6.25,ATG7
HIST1H4A,1.0,HIST1H4A
MUC17,7.25,MUC17
RFTN1,5.583333333333332,RFTN1
HIST1H4B,1.0,HIST1H4B
EPN2,5.25925925925926,EPN2
KPNB1,8.928571428571429,KPNB1
HIST1H3B,1.0,HIST1H3B
TEX13D,1.5,TEX13D
FKBP5,10.25,FKBP5
HIST1H2AB,1.0,HIST1H2AB
CSAG2,3.0,CSAG2
HIST1H2BB,1.0,HIST1H2BB
TMC7,12.0,TMC7
MAGI2,8.357142857142858,MAGI2
NEB,69.0,NEB
AC004805.1,7.0,AC004805.1
PABPC1L,7.0588235294117645,PABPC1L
SHC2,6.833333333333332,SHC2
AXIN2,4.888888888888889,AXIN2
CLEC10A,6.666666666666668,CLEC10A
TENM1,22.33333333333333,TENM1
SLC35D1,12.0,SLC35D1
CNFN,4.5,CNFN
METAP1,6.166666666666668,METAP1
EFCAB7,5.833333333333332,EFCAB7
WBP4,10.0,WBP4
SH3GL3,6.333333333333332,SH3GL3
MARCO,7.666666666666668,MARCO
TIFA,2.0,TIFA
SENP3-EIF4A1,21.0,SENP3-EIF4A1
FXR2,5.142857142857143,FXR2
FHL3,4.6,FHL3
OR8B12,2.0,OR8B12
CYP2S1,5.333333333333333,CYP2S1
C1QL2,2.0,C1QL2
CDK8,7.666666666666668,CDK8
HIST1H2BJ,1.6666666666666667,HIST1H2BJ
CEP112,8.25,CEP112
CCDC137,5.0,CCDC137
ACTR2,7.2,ACTR2
COQ7,4.545454545454546,COQ7
RARS,6.3,RARS
SLC26A2,2.6666666666666665,SLC26A2
LIPE,4.222222222222221,LIPE
TEX43,2.5,TEX43
ODF3L1,4.0,ODF3L1
GRM4,8.071428571428571,GRM4
SOX15,2.0,SOX15
RIN2,5.769230769230768,RIN2
OXLD1,1.8571428571428568,OXLD1
CYP4A11,9.333333333333334,CYP4A11
TIGD6,2.0,TIGD6
PPP2CA,3.5,PPP2CA
SMO,7.4,SMO
OXNAD1,7.666666666666668,OXNAD1
NME5,3.0,NME5
HMGXB3,12.5,HMGXB3
C1orf141,7.125,C1orf141
OR8A1,1.75,OR8A1
SH2D1A,4.142857142857143,SH2D1A
EIF4A1,5.216216216216216,EIF4A1
CXCL17,4.0,CXCL17
EGFL6,9.0,EGFL6
AC104109.3,3.0,AC104109.3
SPINDOC,4.0,SPINDOC
IL23R,7.0,IL23R
SKP1,5.153846153846153,SKP1
EPB41L3,7.722222222222222,EPB41L3
RBFOX1,10.541666666666666,RBFOX1
STAG2,14.5,STAG2
CEACAM8,4.0,CEACAM8
CCT8,8.5,CCT8
PIAS4,4.833333333333333,PIAS4
TWSG1,5.333333333333333,TWSG1
AC087289.1,3.1428571428571432,AC087289.1
ENOSF1,8.5,ENOSF1
TRIM56,2.75,TRIM56
MAGEA2B,4.2727272727272725,MAGEA2B
UBE2K,5.7142857142857135,UBE2K
CEACAM1,5.571428571428571,CEACAM1
PLPPR2,5.25,PLPPR2
HIST1H1T,1.0,HIST1H1T
HIST1H1C,1.0,HIST1H1C
HIST1H3C,1.0,HIST1H3C
ELMOD2,4.375,ELMOD2
HFE,5.0,HFE
SLC5A1,9.5,SLC5A1
SCEL,25.0,SCEL
USO1,13.75,USO1
PPP1R2B,1.0,PPP1R2B
ZNF143,7.9444444444444455,ZNF143
OR10J5,1.0,OR10J5
AMMECR1L,8.0,AMMECR1L
NFE2L2,4.285714285714286,NFE2L2
KIDINS220,16.46153846153846,KIDINS220
MFAP4,4.8,MFAP4
SLCO4A1,6.666666666666668,SLCO4A1
TMPRSS5,8.923076923076922,TMPRSS5
CXCR2,3.2857142857142856,CXCR2
SRI,6.4,SRI
AC090004.1,4.333333333333333,AC090004.1
TMEM43,9.5,TMEM43
FOLR2,5.0,FOLR2
KCNK10,6.0,KCNK10
MSX1,2.0,MSX1
STEAP3,5.75,STEAP3
BBS4,9.0,BBS4
HTR1D,1.0,HTR1D
ADAM20,2.0,ADAM20
GRM8,6.2,GRM8
PPIL6,6.875,PPIL6
ADAM21,2.0,ADAM21
CD300LG,5.142857142857143,CD300LG
HIST1H2AG,1.0,HIST1H2AG
HIST1H4I,1.0,HIST1H4I
TCF7,6.25,TCF7
UPRT,7.0,UPRT
MS4A5,4.5,MS4A5
HIST1H2BK,1.0,HIST1H2BK
AMY1B,6.8,AMY1B
HIST1H2AH,1.0,HIST1H2AH
APCS,2.0,APCS
CSAG1,4.25,CSAG1
KCNV2,2.0,KCNV2
B9D1,5.7391304347826075,B9D1
PUM3,6.5,PUM3
LSM3,4.0,LSM3
POU3F2,1.0,POU3F2
UTP11,5.5,UTP11
PGP,2.0,PGP
SLC24A2,9.5,SLC24A2
STEAP4,4.333333333333333,STEAP4
PANX3,4.0,PANX3
XPC,7.571428571428571,XPC
ASB4,3.333333333333333,ASB4
MAGEA12,2.6666666666666665,MAGEA12
POU3F1,1.0,POU3F1
TAC4,3.375,TAC4
TEX29,6.5,TEX29
TRIL,1.0,TRIL
CYTL1,3.0,CYTL1
CAPNS1,8.117647058823529,CAPNS1
UBL4B,1.0,UBL4B
MEIS2,7.703703703703702,MEIS2
ABCB7,11.764705882352944,ABCB7
RPS5,4.777777777777779,RPS5
SLC6A17,7.0,SLC6A17
TRIM65,4.285714285714286,TRIM65
CYP4X1,7.5,CYP4X1
UCP1,6.0,UCP1
SMPD2,5.666666666666668,SMPD2
PDK4,4.8,PDK4
SPECC1,5.695652173913044,SPECC1
FBLL1,1.0,FBLL1
ULBP2,5.0,ULBP2
CXCR1,2.0,CXCR1
SLC19A3,4.785714285714286,SLC19A3
ZNF208,4.285714285714286,ZNF208
AXL,14.4,AXL
SENP3,5.6,SENP3
ULBP1,5.0,ULBP1
SMOC2,7.0,SMOC2
CYB561,4.857142857142857,CYB561
TBC1D9,8.333333333333334,TBC1D9
CLUL1,6.307692307692308,CLUL1
QKI,5.764705882352941,QKI
PLCB1,13.176470588235292,PLCB1
CYP4A22,11.0,CYP4A22
VWCE,11.25,VWCE
HAPLN2,4.2,HAPLN2
TCEANC,2.8,TCEANC
RAB9A,2.6666666666666665,RAB9A
DCLK2,13.142857142857142,DCLK2
HIST1H2BC,1.5,HIST1H2BC
CARD17,5.666666666666668,CARD17
XRCC6,10.0,XRCC6
TUBB8,3.571428571428572,TUBB8
CD68,4.5,CD68
HIST1H4C,1.0,HIST1H4C
CARD16,3.2,CARD16
KLK1,4.5,KLK1
HIST1H2AC,2.0,HIST1H2AC
SPTBN4,16.714285714285715,SPTBN4
HNRNPAB,6.5,HNRNPAB
CPVL,7.333333333333332,CPVL
ASNA1,6.0,ASNA1
TMEM47,3.0,TMEM47
FAM47B,1.0,FAM47B
CRP,3.0,CRP
TBCA,3.4,TBCA
CSAG3,3.0,CSAG3
KCNC4,3.375,KCNC4
SAT2,4.071428571428571,SAT2
BCAS2,6.5,BCAS2
FAM161A,5.142857142857143,FAM161A
CYP4Z1,7.5,CYP4Z1
MAGEA2,4.666666666666667,MAGEA2
TYMS,4.833333333333333,TYMS
EFNB3,5.0,EFNB3
ASXL2,10.0,ASXL2
SCYGR6,1.0,SCYGR6
SCYGR7,1.0,SCYGR7
YPEL5,3.6,YPEL5
SCYGR8,1.0,SCYGR8
C2orf76,5.333333333333333,C2orf76
DUSP23,2.6666666666666665,DUSP23
CDKL3,8.0,CDKL3
TIMD4,7.333333333333332,TIMD4
HID1,6.428571428571429,HID1
AC004691.2,11.0,AC004691.2
INMT,3.0,INMT
MAGEA6,3.25,MAGEA6
SHBG,5.857142857142858,SHBG
NLK,5.833333333333332,NLK
MXD3,5.777777777777778,MXD3
INMT-MINDY4,13.0,INMT-MINDY4
PHYKPL,7.111111111111112,PHYKPL
MAGEB16,2.4,MAGEB16
ESRRB,7.125,ESRRB
AQP1,4.25,AQP1
NR3C1,5.941176470588236,NR3C1
TMEM61,3.0,TMEM61
RLBP1,5.5,RLBP1
NUP93,7.523809523809524,NUP93
PKP3,4.181818181818182,PKP3
RALBP1,5.5,RALBP1
SLC25A46,6.375,SLC25A46
SWSAP1,2.0,SWSAP1
ADGRA3,7.3076923076923075,ADGRA3
MINDY4,8.666666666666666,MINDY4
CHN2,5.833333333333332,CHN2
RAB24,5.666666666666668,RAB24
MPLKIP,2.0,MPLKIP
TLX3,3.0,TLX3
FBXL4,9.5,FBXL4
KLK15,4.0,KLK15
MYO5C,15.555555555555555,MYO5C
SERPINE1,9.0,SERPINE1
DNAL1,6.5555555555555545,DNAL1
AC138894.1,17.416666666666668,AC138894.1
CPLANE1,16.25,CPLANE1
GU182355.7,8.0,GU182355.7
CRHR2,9.625,CRHR2
GU182355.5,8.0,GU182355.5
NKAIN2,4.833333333333333,NKAIN2
XPO7,9.444444444444443,XPO7
LBHD1,4.2,LBHD1
AL020996.2,3.5,AL020996.2
ARRDC3,3.8571428571428568,ARRDC3
RNF217,5.090909090909091,RNF217
TMEM232,7.0769230769230775,TMEM232
SELENON,9.4,SELENON
DAD1,2.8,DAD1
APOBR,4.5,APOBR
BSND,4.0,BSND
ORC6,5.222222222222221,ORC6
TDRD3,10.8,TDRD3
EPOR,7.25,EPOR
ODF3L2,3.333333333333333,ODF3L2
NPIPB7,7.0,NPIPB7
PRELID1,3.875,PRELID1
ACSBG1,6.142857142857142,ACSBG1
UBLCP1,6.0,UBLCP1
AP001458.2,4.0,AP001458.2
CEP135,11.6,CEP135
SYNJ2,13.111111111111109,SYNJ2
C11orf98,3.333333333333333,C11orf98
WASF3,8.75,WASF3
CPT1A,10.333333333333334,CPT1A
AUNIP,3.0,AUNIP
SPRED2,4.625,SPRED2
ACSBG2,8.384615384615385,ACSBG2
CSKMT,2.25,CSKMT
FAM169B,5.25,FAM169B
MTFR1L,5.608695652173912,MTFR1L
INTS5,2.0,INTS5
ADAM15,12.625,ADAM15
AC171558.5,1.5,AC171558.5
RGL3,8.294117647058824,RGL3
GNB5,6.333333333333332,GNB5
UQCC3,2.5,UQCC3
DHRS4L2,6.0,DHRS4L2
CSF2RA,8.631578947368421,CSF2RA
AC171558.6,1.0,AC171558.6
KPNA5,11.666666666666664,KPNA5
MRPS34,2.6666666666666665,MRPS34
KBTBD6,1.0,KBTBD6
PNMA1,1.0,PNMA1
VAMP8,3.333333333333333,VAMP8
CHRDL2,7.9,CHRDL2
PROCA1,3.9,PROCA1
AC245078.1,10.0,AC245078.1
IHH,3.0,IHH
ABHD4,4.7,ABHD4
SH2D7,6.0,SH2D7
WDR63,16.333333333333332,WDR63
VAMP5,2.5,VAMP5
CIB2,4.7,CIB2
MTRF1,5.8,MTRF1
IL12RB2,12.285714285714285,IL12RB2
SLC7A2,12.5,SLC7A2
AC004593.3,7.0,AC004593.3
ST8SIA2,4.75,ST8SIA2
CHST1,3.0,CHST1
FBF1,13.75,FBF1
SUGCT,8.222222222222221,SUGCT
ARMC12,5.25,ARMC12
ARL16,3.8666666666666663,ARL16
MLLT3,6.7,MLLT3
ASGR2,7.333333333333332,ASGR2
CAMK2B,12.923076923076925,CAMK2B
PANK3,5.0,PANK3
ARFGAP1,7.913043478260869,ARFGAP1
RHAG,8.375,RHAG
KBTBD7,1.0,KBTBD7
RNASEH1,5.75,RNASEH1
ELN,17.735294117647058,ELN
ZBTB7A,3.0,ZBTB7A
IDH3A,6.166666666666668,IDH3A
BCAN,6.625,BCAN
ZNRF4,1.0,ZNRF4
DLX4,2.5,DLX4
ABI2,6.791666666666668,ABI2
HGS,5.529411764705882,HGS
RFX2,5.708333333333332,RFX2
TPRG1L,4.5,TPRG1L
AC108488.2,11.5,AC108488.2
IL12B,8.0,IL12B
FKBP1C,1.0,FKBP1C
DSC3,13.0,DSC3
HNRNPR,6.9230769230769225,HNRNPR
CARMIL3,19.5,CARMIL3
ADRA1B,2.333333333333333,ADRA1B
CCL20,3.0,CCL20
ANXA2,7.552631578947367,ANXA2
MCOLN3,8.666666666666666,MCOLN3
AC087289.4,16.0,AC087289.4
BEST2,7.75,BEST2
EMCN,6.6,EMCN
LGSN,4.75,LGSN
HOXB7,2.0,HOXB7
MRPL38,3.941176470588236,MRPL38
SIRPA,8.75,SIRPA
ADH5,5.615384615384616,ADH5
HOXB9,2.0,HOXB9
DHRS4,5.5,DHRS4
MAP2K2,6.2727272727272725,MAP2K2
RHOT1,11.36842105263158,RHOT1
HOXB8,2.0,HOXB8
UBASH3A,9.555555555555557,UBASH3A
GATD3A,5.0,GATD3A
C1QTNF3,4.0,C1QTNF3
NEK1,23.444444444444446,NEK1
SLIT3,18.0,SLIT3
SLC40A1,4.857142857142857,SLC40A1
SOX1,1.0,SOX1
C1QTNF3-AMACR,9.0,C1QTNF3-AMACR
PTPN18,5.375,PTPN18
TEP1,23.63636363636364,TEP1
AMACR,4.888888888888889,AMACR
MS4A1,5.0,MS4A1
RHPN2,7.142857142857142,RHPN2
HMGA1,5.333333333333333,HMGA1
EME2,5.166666666666667,EME2
HERC5,13.6,HERC5
NAA20,5.285714285714286,NAA20
SLITRK5,2.0,SLITRK5
AP5M1,4.222222222222221,AP5M1
ZNF674,4.714285714285714,ZNF674
CAPN5,9.375,CAPN5
SPSB3,4.75,SPSB3
DENND2C,13.833333333333336,DENND2C
MAP1S,4.523809523809524,MAP1S
AL135905.2,6.0,AL135905.2
EXOC5,9.636363636363637,EXOC5
PTP4A1,4.333333333333333,PTP4A1
LAPTM4A,5.0,LAPTM4A
TM9SF4,8.142857142857142,TM9SF4
NLGN3,6.5,NLGN3
C1QTNF6,4.714285714285714,C1QTNF6
ADAMTSL3,13.875,ADAMTSL3
C22orf42,6.333333333333332,C22orf42
LRRC3C,2.0,LRRC3C
ADAM10,5.0,ADAM10
ADH4,6.916666666666668,ADH4
RBM15,2.1111111111111107,RBM15
MYL5,5.777777777777778,MYL5
DAB2,5.941176470588236,DAB2
RAPH1,11.769230769230768,RAPH1
IL2RB,5.7142857142857135,IL2RB
METRN,3.333333333333333,METRN
PHF11,6.388888888888888,PHF11
TINCR,2.6,TINCR
IGFALS,2.0,IGFALS
INHBA,3.0,INHBA
CARD18,4.2,CARD18
NUBP2,4.9375,NUBP2
ADH6,5.5,ADH6
RAET1L,4.5,RAET1L
ANGEL1,4.833333333333333,ANGEL1
RNF225,1.0,RNF225
CHST7,2.0,CHST7
NPAS3,7.538461538461537,NPAS3
SLC49A3,7.4444444444444455,SLC49A3
GSDMA,9.333333333333334,GSDMA
PSMB1,5.5,PSMB1
AC231657.3,8.0,AC231657.3
CSNK1A1L,1.0,CSNK1A1L
LBH,3.0,LBH
PRAF2,2.333333333333333,PRAF2
DARS,6.0,DARS
OMP,1.0,OMP
VASH1,4.4,VASH1
ZCCHC9,4.777777777777779,ZCCHC9
ZNF584,3.333333333333333,ZNF584
EVA1A,3.5454545454545454,EVA1A
SHANK2,7.52,SHANK2
AGPS,13.0,AGPS
SCAMP2,6.166666666666668,SCAMP2
ADH1A,6.0,ADH1A
POLI,5.5,POLI
ZNF324B,4.0,ZNF324B
SDC1,4.166666666666667,SDC1
NECTIN2,4.166666666666667,NECTIN2
ZDHHC9,6.8,ZDHHC9
ATP5ME,3.0,ATP5ME
SLC9A7,9.4,SLC9A7
SAFB,9.714285714285714,SAFB
ZNF132,4.333333333333333,ZNF132
C9,6.75,C9
KLHL11,2.0,KLHL11
RNF181,3.8333333333333335,RNF181
TMX3,6.928571428571429,TMX3
THBS2,11.285714285714285,THBS2
TOMM40,7.428571428571429,TOMM40
TTC30B,1.0,TTC30B
TBP,6.375,TBP
RIF1,18.916666666666668,RIF1
APOH,5.75,APOH
PIP5K1A,7.0,PIP5K1A
PLAGL2,3.0,PLAGL2
TEX47,2.0,TEX47
HAVCR1,6.833333333333332,HAVCR1
PPP1R3D,1.0,PPP1R3D
ULBP3,4.5,ULBP3
ZNF804B,3.5,ZNF804B
FAM217B,4.0,FAM217B
FUBP1,7.846153846153847,FUBP1
GASK1B,3.7777777777777777,GASK1B
MYLK3,6.2857142857142865,MYLK3
LYRM7,3.5,LYRM7
CDR2L,5.0,CDR2L
LMNB1,7.125,LMNB1
ATP11C,15.666666666666664,ATP11C
DNAH2,38.66666666666666,DNAH2
HINT1,3.2,HINT1
COL12A1,33.72727272727273,COL12A1
ZW10,12.666666666666664,ZW10
DLX3,2.5,DLX3
SSTR3,2.0,SSTR3
SLC35B2,3.2857142857142856,SLC35B2
CCT8L2,1.0,CCT8L2
DSC2,16.666666666666668,DSC2
RFPL2,3.8333333333333335,RFPL2
SLC8A1,7.166666666666668,SLC8A1
LAMTOR5,3.75,LAMTOR5
STEAP2,5.0,STEAP2
TMEM144,5.764705882352941,TMEM144
ACVR1,7.0,ACVR1
CNN2,5.416666666666668,CNN2
ZNF436,3.5,ZNF436
TBKBP1,6.25,TBKBP1
ELMSAN1,7.272727272727272,ELMSAN1
RAC2,5.142857142857143,RAC2
STK32B,8.625,STK32B
PCDH20,2.0,PCDH20
AL592490.1,5.0,AL592490.1
PDS5A,7.7,PDS5A
MS4A12,4.8,MS4A12
GJB1,2.5,GJB1
TRAPPC2,4.375,TRAPPC2
PYURF,2.0,PYURF
PIGY,1.0,PIGY
PIGN,19.235294117647054,PIGN
MRPL58,5.25,MRPL58
PLA2G4E,11.333333333333336,PLA2G4E
AHCYL2,9.583333333333334,AHCYL2
SLC5A4,15.0,SLC5A4
KIF3C,6.571428571428571,KIF3C
NOL9,4.6,NOL9
KLK3,4.625,KLK3
TMEM248,4.142857142857143,TMEM248
STEAP1,4.333333333333333,STEAP1
HERC3,9.666666666666666,HERC3
DSC1,16.5,DSC1
NBPF11,22.0,NBPF11
ECH1,4.352941176470588,ECH1
SAFB2,6.1818181818181825,SAFB2
SLC16A4,6.9,SLC16A4
CLUH,11.133333333333333,CLUH
AC068946.1,17.0,AC068946.1
TBC1D19,12.222222222222221,TBC1D19
SERBP1,5.875,SERBP1
OR4C13,1.0,OR4C13
SPAG4,6.571428571428571,SPAG4
GMFB,5.4,GMFB
OR4C12,1.0,OR4C12
NHEJ1,5.6,NHEJ1
IL31RA,12.0,IL31RA
CBX3,4.25,CBX3
HMHB1,2.0,HMHB1
RNF169,4.0,RNF169
NAP1L5,1.0,NAP1L5
KPNA6,11.5,KPNA6
SKI,3.5,SKI
IL4I1,7.5,IL4I1
AC098582.1,26.0,AC098582.1
PDYN,3.272727272727273,PDYN
XRRA1,7.65,XRRA1
AC008982.1,6.0,AC008982.1
SLC23A3,6.9,SLC23A3
CHRNA7,6.828571428571428,CHRNA7
KIAA1211,7.111111111111112,KIAA1211
HNRNPL,7.466666666666668,HNRNPL
ATP5PD,4.2,ATP5PD
FAM162B,4.0,FAM162B
RRBP1,15.909090909090908,RRBP1
HNRNPA2B1,9.222222222222221,HNRNPA2B1
SYT17,5.333333333333333,SYT17
TBRG1,5.9,TBRG1
KCTD2,5.333333333333333,KCTD2
TBC1D17,12.0,TBC1D17
PPP1R14C,4.0,PPP1R14C
TRIM16,5.538461538461538,TRIM16
ARL4A,2.142857142857143,ARL4A
SLC37A3,6.0357142857142865,SLC37A3
MPP2,8.666666666666666,MPP2
DCST1,13.4,DCST1
CLDN25,1.0,CLDN25
BORCS8-MEF2B,9.428571428571429,BORCS8-MEF2B
ISL1,5.666666666666668,ISL1
PRKCA,9.4,PRKCA
PHOX2A,2.6666666666666665,PHOX2A
AMPD1,10.428571428571429,AMPD1
SEC23A,6.2,SEC23A
INPPL1,8.4375,INPPL1
NPM1,5.583333333333332,NPM1
ITPRIPL2,1.5,ITPRIPL2
RIOK1,8.6,RIOK1
APOE,3.4,APOE
NES,4.0,NES
PPP1R14D,4.5,PPP1R14D
AL133414.4,9.0,AL133414.4
CRABP2,4.25,CRABP2
IFT20,4.25,IFT20
APOC1,3.6666666666666665,APOC1
TP73,10.428571428571429,TP73
TTC30A,1.0,TTC30A
PUS7,9.666666666666666,PUS7
TMPRSS13,9.428571428571429,TMPRSS13
SPA17,4.25,SPA17
POFUT1,4.6,POFUT1
PCSK9,10.0,PCSK9
MED25,9.071428571428571,MED25
AL133414.5,8.0,AL133414.5
MEF2B,8.8,MEF2B
AL133414.1,8.0,AL133414.1
SPINT1,6.545454545454546,SPINT1
AL133414.3,8.0,AL133414.3
NFE2L3,2.333333333333333,NFE2L3
SIAE,7.166666666666668,SIAE
UPP2,5.75,UPP2
AC012488.2,5.0,AC012488.2
ASNSD1,5.25,ASNSD1
RRNAD1,4.181818181818182,RRNAD1
RP2,5.0,RP2
HMGN1,6.047619047619048,HMGN1
NHLRC4,2.0,NHLRC4
GABRA2,7.375,GABRA2
KLHDC3,11.0,KLHDC3
ASDURF,3.75,ASDURF
PIGQ,5.68,PIGQ
TMEM97,3.0,TMEM97
FCRL6,7.428571428571429,FCRL6
LCLAT1,5.166666666666667,LCLAT1
GRIA4,8.066666666666666,GRIA4
GPRC6A,5.666666666666668,GPRC6A
CEP41,5.7368421052631575,CEP41
TBPL1,4.875,TBPL1
MTUS1,6.586206896551723,MTUS1
NPIPA2,7.666666666666668,NPIPA2
GIPC2,4.5,GIPC2
GCFC2,9.181818181818182,GCFC2
NR2C2AP,4.0,NR2C2AP
ISG20L2,2.6666666666666665,ISG20L2
CDRT1,5.75,CDRT1
DNAJB4,2.833333333333333,DNAJB4
PITPNM1,7.6875,PITPNM1
NRAS,7.0,NRAS
EIF3D,6.583333333333332,EIF3D
KLHL33,4.333333333333333,KLHL33
PPP2R5D,11.666666666666664,PPP2R5D
RFXANK,5.533333333333332,RFXANK
DAW1,8.8,DAW1
RCBTB1,7.25,RCBTB1
MORN1,6.090909090909091,MORN1
MADCAM1,5.3,MADCAM1
PSG3,5.666666666666668,PSG3
RAB19,3.6666666666666665,RAB19
PLA2G4D,9.666666666666666,PLA2G4D
AC005324.3,17.0,AC005324.3
SMIM29,4.222222222222221,SMIM29
CTSK,5.333333333333333,CTSK
SLC2A12,5.0,SLC2A12
KLK2,3.4782608695652173,KLK2
KIF3B,9.0,KIF3B
LMAN2,5.625,LMAN2
XKR3,4.0,XKR3
RFPL3,2.5,RFPL3
TPGS1,1.5,TPGS1
TAS1R1,4.5,TAS1R1
NEUROG2,2.0,NEUROG2
RASGRP2,7.6521739130434785,RASGRP2
ACOT12,7.25,ACOT12
RPS10-NUDT3,7.25,RPS10-NUDT3
MRPL19,4.428571428571429,MRPL19
SYDE2,5.0,SYDE2
LARP7,7.125,LARP7
TPPP,4.0,TPPP
FAM155A,3.0,FAM155A
CFAP47,17.714285714285715,CFAP47
AL590560.1,4.5,AL590560.1
