Genes,Phosphosite_hu_no,Norm_Symbol
SCEL,48,SCEL
KITLG,2,KITLG
SCFD1,20,SCFD1
SCFD2,7,SCFD2
SCG2,17,SCG2
SCG3,6,SCG3
SCGB1A1,1,SCGB1A1
SCGB1C1,3,SCGB1C1
SCGB1D1,1,SCGB1D1
SCGB2A1,1,SCGB2A1
SCGB2A2,1,SCGB2A2
SCGB3A2,3,SCGB3A2
SCGN,6,SCGN
SCHIP1,18,SCHIP1
SCIN,8,SCIN
SCLT1,8,SCLT1
SCLY,6,SCLY
SCMH1,10,SCMH1
SCML1,11,SCML1
SCML2,32,SCML2
SCML4,6,SCML4
SCN10A,16,SCN10A
SCN11A,9,SCN11A
SCN1A,22,SCN1A
SCN2A,21,SCN2A
SCN2B,5,SCN2B
SCN3A,33,SCN3A
SCN4A,9,SCN4A
SCN4B,4,SCN4B
SCN5A,50,SCN5A
SCN7A,18,SCN7A
SCN8A,9,SCN8A
SCN9A,25,SCN9A
SCNM1,9,SCNM1
SCO1,7,SCO1
SCO2,8,SCO2
SCOC,3,SCOC
SHISA5,5,SHISA5
SCP2,17,SCP2
SCPEP1,4,SCPEP1
SCRG1,1,SCRG1
SCRIB,110,SCRIB
SCRN1,4,SCRN1
SCRN2,6,SCRN2
SCRN3,4,SCRN3
SCRT1,9,SCRT1
SCRT2,4,SCRT2
SUCLA2,14,SUCLA2
SCTR,5,SCTR
SCUBE1,6,SCUBE1
SCUBE2,4,SCUBE2
SCUBE3,3,SCUBE3
SCX,7,SCX
AIMP1,8,AIMP1
SCYL1,17,SCYL1
GORAB,6,GORAB
SCYL2,16,SCYL2
SCYL3,14,SCYL3
SDAD1,26,SDAD1
ERGIC3,5,ERGIC3
SDCBP2,6,SDCBP2
NEMF,30,NEMF
CWC27,18,CWC27
SDCCAG3,12,SDCCAG3
SDCCAG8,15,SDCCAG8
SDE2,13,SDE2
SDF2,2,SDF2
SDF2L1,3,SDF2L1
SDF4,10,SDF4
SDHAF2,3,SDHAF2
SDHA,13,SDHA
SDHAF4,2,SDHAF4
SDHB,3,SDHB
SDHC,1,SDHC
SDK1,21,SDK1
SDK2,29,SDK2
CAVIN2,39,CAVIN2
SDR9C7,4,SDR9C7
SDR39U1,4,SDR39U1
SDR42E2,1,SDR42E2
SDS,3,SDS
SUDS3,22,SUDS3
SDSL,2,SDSL
SEC11B,3,SEC11B
SEC11C,6,SEC11C
SEC13,13,SEC13
SEC14L1,19,SEC14L1
SEC14L2,12,SEC14L2
SEC14L3,7,SEC14L3
SEC14L5,7,SEC14L5
SEC14L6,5,SEC14L6
EXOC6B,7,EXOC6B
SEC16A,177,SEC16A
SEC16B,25,SEC16B
SEC22A,9,SEC22A
SEC22B,20,SEC22B
SEC23A,10,SEC23A
SEC23B,8,SEC23B
SEC23IP,21,SEC23IP
SEC24A,12,SEC24A
SEC24B,27,SEC24B
SEC24C,20,SEC24C
SEC24D,10,SEC24D
SEC31A,35,SEC31A
SEC31B,9,SEC31B
EXOC2,20,EXOC2
SEC61A1,13,SEC61A1
SEC61A2,6,SEC61A2
SEC61B,15,SEC61B
SEC61G,1,SEC61G
SEC62,20,SEC62
SEC63,23,SEC63
HFM1,18,HFM1
EXOC3,8,EXOC3
SECISBP2,11,SECISBP2
SECISBP2L,31,SECISBP2L
SECTM1,1,SECTM1
PTTG1,16,PTTG1
SEH1L,17,SEH1L
SEL1L,5,SEL1L
SEL1L2,4,SEL1L2
SEL1L3,10,SEL1L3
SELE,8,SELE
SELENBP1,10,SELENBP1
SELENOH,3,SELENOH
SELENOI,1,SELENOI
SELENOK,5,SELENOK
SELL,3,SELL
SELENOO,12,SELENOO
SELP,7,SELP
SELPLG,13,SELPLG
SELENOS,1,SELENOS
SELENOT,5,SELENOT
SELENOV,2,SELENOV
SEMA3A,4,SEMA3A
SEMA3B,2,SEMA3B
SEMA3C,7,SEMA3C
SEMA3D,7,SEMA3D
SEMA3E,3,SEMA3E
SEMA3F,7,SEMA3F
SEMA3G,3,SEMA3G
SEMA4A,5,SEMA4A
SEMA4B,21,SEMA4B
SEMA4C,13,SEMA4C
SEMA4D,14,SEMA4D
SEMA4F,11,SEMA4F
SEMA4G,12,SEMA4G
SEMA5A,13,SEMA5A
SEMA5B,16,SEMA5B
SEMA6A,26,SEMA6A
SEMA6B,10,SEMA6B
SEMA6C,6,SEMA6C
SEMA6D,30,SEMA6D
SEMA7A,4,SEMA7A
SEMG1,15,SEMG1
SEMG2,14,SEMG2
TSEN2,14,TSEN2
SETX,58,SETX
SENP1,26,SENP1
SENP2,19,SENP2
SENP3,28,SENP3
SENP5,16,SENP5
SENP6,31,SENP6
SENP7,31,SENP7
SELENOF,2,SELENOF
ESPL1,42,ESPL1
SEPHS1,6,SEPHS1
SEPHS2,6,SEPHS2
SELENON,3,SELENON
SELENOP,2,SELENOP
SEPT1,16,SEPT1
SEPT10,13,SEPT10
SEPT11,15,SEPT11
SEPT12,2,SEPT12
SEPT14,5,SEPT14
SEPT2,12,SEPT2
SEPT3,5,SEPT3
SEPT4,6,SEPT4
SEPT5,12,SEPT5
SEPT6,15,SEPT6
SEPT7,19,SEPT7
SEPT8,18,SEPT8
SEPT9,47,SEPT9
SELENOW,1,SELENOW
MSRB1,1,MSRB1
SERAC1,5,SERAC1
ATP2A2,45,ATP2A2
SERF1A,5,SERF1A
SERF1B,1,SERF1B
SERF2,3,SERF2
SERGEF,4,SERGEF
SERHL2,1,SERHL2
SERINC1,15,SERINC1
SERINC2,2,SERINC2
SERINC3,10,SERINC3
SERINC4,1,SERINC4
SERINC5,1,SERINC5
SERPINA1,15,SERPINA1
SERPINA10,4,SERPINA10
SERPINA12,2,SERPINA12
SERPINA2,5,SERPINA2
SERPINA3,9,SERPINA3
SERPINA4,4,SERPINA4
SERPINA5,3,SERPINA5
SERPINA6,2,SERPINA6
SERPINA7,6,SERPINA7
SERPINA9,4,SERPINA9
SERPINB1,12,SERPINB1
SERPINB10,2,SERPINB10
SERPINB11,6,SERPINB11
SERPINB12,2,SERPINB12
SERPINB13,3,SERPINB13
SERPINB2,7,SERPINB2
SERPINB3,10,SERPINB3
SERPINB4,11,SERPINB4
SERPINB6,10,SERPINB6
SERPINB7,6,SERPINB7
SERPINB8,9,SERPINB8
SERPINB9,5,SERPINB9
SERPINC1,7,SERPINC1
SERPIND1,4,SERPIND1
SERPINE1,3,SERPINE1
SERPINE2,2,SERPINE2
SERPINE3,5,SERPINE3
SERPINF2,7,SERPINF2
SERPING1,4,SERPING1
SERPINH1,19,SERPINH1
SERPINI1,3,SERPINI1
SERPINI2,2,SERPINI2
SLC6A4,12,SLC6A4
SERTAD2,1,SERTAD2
SERTAD3,1,SERTAD3
SERTAD4,5,SERTAD4
SESN1,7,SESN1
SESN2,4,SESN2
SESN3,7,SESN3
SESTD1,11,SESTD1
SET,20,SET
SETBP1,23,SETBP1
SETD1A,72,SETD1A
SETD1B,53,SETD1B
SETD2,125,SETD2
SETD3,14,SETD3
SETD4,6,SETD4
SETD5,45,SETD5
SETD6,3,SETD6
SETD7,6,SETD7
KMT5A,8,KMT5A
SETD9,1,SETD9
SETDB1,56,SETDB1
SETDB2,7,SETDB2
SETMAR,4,SETMAR
SETSIP,6,SETSIP
SEZ6,7,SEZ6
SEZ6L,12,SEZ6L
SEZ6L2,7,SEZ6L2
SF1,29,SF1
SRSF1,43,SRSF1
SF3A1,23,SF3A1
SF3A2,5,SF3A2
SF3A3,22,SF3A3
SF3B1,81,SF3B1
SF3B2,48,SF3B2
SF3B3,25,SF3B3
SF3B4,7,SF3B4
SF3B5,3,SF3B5
SF3B6,5,SF3B6
SUGP1,24,SUGP1
SFI1,8,SFI1
SFMBT1,18,SFMBT1
SFMBT2,6,SFMBT2
SFR1,8,SFR1
SFRP2,4,SFRP2
SFRP4,6,SFRP4
SFRP5,2,SFRP5
SREK1,15,SREK1
SUGP2,51,SUGP2
SCAF4,19,SCAF4
CLASRP,53,CLASRP
AKAP17A,17,AKAP17A
SRSF2,36,SRSF2
SCAF11,99,SCAF11
SRSF3,21,SRSF3
SRSF4,56,SRSF4
SRSF5,22,SRSF5
SRSF6,44,SRSF6
SRSF7,42,SRSF7
SFSWAP,51,SFSWAP
SRSF9,27,SRSF9
SFT2D1,1,SFT2D1
SFT2D2,3,SFT2D2
SFT2D3,3,SFT2D3
SFTA2,1,SFTA2
SFTPA1,2,SFTPA1
SFTPA2,2,SFTPA2
SFTPC,2,SFTPC
SFTPD,2,SFTPD
SFXN1,7,SFXN1
SFXN2,5,SFXN2
SFXN3,7,SFXN3
SFXN4,3,SFXN4
SFXN5,3,SFXN5
STRN3,21,STRN3
SGCB,2,SGCB
SGCD,6,SGCD
SGCE,10,SGCE
SGCZ,5,SGCZ
ARHGEF26,28,ARHGEF26
SGIP1,29,SGIP1
SGK1,10,SGK1
SGK2,9,SGK2
PRAG1,74,PRAG1
SGK3,10,SGK3
SGK494,2,SGK494
SGO1,22,SGO1
SGO2,40,SGO2
SGPL1,12,SGPL1
SGPP1,6,SGPP1
SGSH,7,SGSH
SGSM1,14,SGSM1
SGSM2,11,SGSM2
SGSM3,14,SGSM3
ECD,19,ECD
SGTA,14,SGTA
SGTB,7,SGTB
SH2B1,27,SH2B1
CTR9,44,CTR9
SH2D1A,11,SH2D1A
SH2D1B,2,SH2D1B
SH2D3A,19,SH2D3A
SH2D4A,15,SH2D4A
SH2D4B,1,SH2D4B
SH2D5,11,SH2D5
SH2D7,5,SH2D7
SH3BGR,1,SH3BGR
SH3BGRL,8,SH3BGRL
SH3BGRL2,4,SH3BGRL2
SH3BGRL3,7,SH3BGRL3
SH3BP1,33,SH3BP1
SH3BP2,18,SH3BP2
SH3BP4,24,SH3BP4
SH3BP5,11,SH3BP5
SH3BP5L,12,SH3BP5L
SH3D19,20,SH3D19
SH3D21,12,SH3D21
SH3KBP1,50,SH3KBP1
SH3RF3,24,SH3RF3
SH3PXD2B,40,SH3PXD2B
SH3RF1,41,SH3RF1
SH3RF2,10,SH3RF2
SH3TC1,6,SH3TC1
SH3TC2,6,SH3TC2
SH3YL1,1,SH3YL1
SHANK1,23,SHANK1
SHANK2,86,SHANK2
SHANK3,56,SHANK3
SPEN,206,SPEN
SHARPIN,9,SHARPIN
SHB,41,SHB
SHBG,4,SHBG
SHC1,31,SHC1
SHC2,9,SHC2
SHC3,22,SHC3
SHC4,18,SHC4
SHCBP1,23,SHCBP1
SHCBP1L,6,SHCBP1L
SHD,3,SHD
SHE,23,SHE
SH2D3C,39,SH2D3C
SHF,4,SHF
SEM1,1,SEM1
SHH,2,SHH
STK40,2,STK40
INPP5D,55,INPP5D
INPPL1,47,INPPL1
SHISA2,5,SHISA2
SHISA3,7,SHISA3
SHISA7,7,SHISA7
SHISA8,4,SHISA8
SHISA9,2,SHISA9
SHKBP1,15,SHKBP1
SHMT1,10,SHMT1
SHMT2,14,SHMT2
SHOC1,5,SHOC1
SHOC2,9,SHOC2
SHTN1,31,SHTN1
SHOX,7,SHOX
SHOX2,5,SHOX2
PTPN6,42,PTPN6
PTPN11,39,PTPN11
SHPK,2,SHPK
SHPRH,20,SHPRH
SIRPA,12,SIRPA
SHQ1,8,SHQ1
SHROOM3,100,SHROOM3
SHROOM1,30,SHROOM1
SHROOM4,34,SHROOM4
SI,13,SI
SIAE,5,SIAE
SIAH1,11,SIAH1
SIAH2,12,SIAH2
SPN,16,SPN
IBSP,9,IBSP
ST6GAL1,4,ST6GAL1
ST6GALNAC6,1,ST6GALNAC6
SIDT1,2,SIDT1
SIDT2,9,SIDT2
SIGIRR,12,SIGIRR
SIGLEC10,16,SIGLEC10
SIGLEC9,5,SIGLEC9
SIGLEC1,9,SIGLEC1
SIGLEC11,6,SIGLEC11
SIGLEC12,7,SIGLEC12
SIGLEC15,1,SIGLEC15
SIGLEC5,6,SIGLEC5
SIGLEC6,3,SIGLEC6
SIGLEC7,11,SIGLEC7
SIGLEC8,3,SIGLEC8
SIGMAR1,2,SIGMAR1
TCEAL1,11,TCEAL1
SIK1,15,SIK1
SIKE1,7,SIKE1
SIL1,5,SIL1
PMEL,3,PMEL
SIM1,13,SIM1
SIM2,12,SIM2
SIMC1,8,SIMC1
MAPKAP1,16,MAPKAP1
SIN3A,48,SIN3A
SIN3B,24,SIN3B
GEMIN2,5,GEMIN2
SIPA1,33,SIPA1
SIPA1L1,150,SIPA1L1
SIPA1L2,53,SIPA1L2
SIPA1L3,93,SIPA1L3
FAM220A,1,FAM220A
SIRPB1,1,SIRPB1
SIRPB2,2,SIRPB2
SIRPD,2,SIRPD
SIRPG,6,SIRPG
SIRT1,35,SIRT1
SIRT2,14,SIRT2
SIRT3,6,SIRT3
SIRT4,3,SIRT4
SIRT5,3,SIRT5
SIRT6,12,SIRT6
SIRT7,4,SIRT7
SIT1,20,SIT1
SIVA1,5,SIVA1
SIX1,3,SIX1
SIX2,4,SIX2
SIX3,5,SIX3
SIX4,14,SIX4
SIX5,9,SIX5
SIX6,13,SIX6
C14ORF39,4,C14ORF39
SKA1,7,SKA1
SKA2,3,SKA2
SKA3,42,SKA3
SKAP2,26,SKAP2
SKAP1,11,SKAP1
POLDIP3,25,POLDIP3
SKI,18,SKI
SKIV2L,25,SKIV2L
SKIL,7,SKIL
SNW1,33,SNW1
SKIV2L2,21,SKIV2L2
MYLK2,5,MYLK2
SKOR1,8,SKOR1
SKP1,3,SKP1
SKP2,10,SKP2
KIAA1217,126,KIAA1217
SEPSECS,20,SEPSECS
SLAIN1,29,SLAIN1
SLAIN2,57,SLAIN2
SLAMF1,7,SLAMF1
SLAMF6,21,SLAMF6
SLAMF7,5,SLAMF7
SLA,17,SLA
FYB1,48,FYB1
SLA2,3,SLA2
SLBP,32,SLBP
SLC10A3,2,SLC10A3
SLC10A4,5,SLC10A4
SLC10A5,2,SLC10A5
SLC10A7,1,SLC10A7
SLC11A1,2,SLC11A1
SLC11A2,12,SLC11A2
SLC12A8,7,SLC12A8
SLC12A9,9,SLC12A9
SLC13A2,1,SLC13A2
SLC13A3,3,SLC13A3
SLC13A4,2,SLC13A4
SLC13A5,4,SLC13A5
SLC14A1,3,SLC14A1
SLC14A2,14,SLC14A2
SLC15A1,6,SLC15A1
SLC15A2,13,SLC15A2
SLC15A4,11,SLC15A4
SLC16A10,11,SLC16A10
SLC16A12,2,SLC16A12
SLC16A14,3,SLC16A14
SLC16A2,4,SLC16A2
SLC16A3,6,SLC16A3
SLC16A4,9,SLC16A4
SLC16A5,1,SLC16A5
SLC16A6,8,SLC16A6
SLC16A7,10,SLC16A7
SLC16A8,3,SLC16A8
SLC16A9,2,SLC16A9
SLC17A3,1,SLC17A3
SLC17A4,1,SLC17A4
SLC17A5,8,SLC17A5
SLC17A6,4,SLC17A6
SLC17A7,1,SLC17A7
SLC17A9,4,SLC17A9
SLC18A1,5,SLC18A1
SLC18A2,9,SLC18A2
SLC18A3,5,SLC18A3
SLC18B1,6,SLC18B1
SLC19A1,18,SLC19A1
SLC19A2,8,SLC19A2
SLC19A3,4,SLC19A3
SLC1A1,8,SLC1A1
SLC1A3,7,SLC1A3
SLC1A4,9,SLC1A4
SLC1A5,13,SLC1A5
SLC1A6,4,SLC1A6
SLC1A7,2,SLC1A7
SLC20A1,24,SLC20A1
SLC20A2,31,SLC20A2
SLC22A1,3,SLC22A1
SLC22A10,2,SLC22A10
SLC22A11,1,SLC22A11
SLC22A13,4,SLC22A13
SLC22A14,3,SLC22A14
SLC22A15,2,SLC22A15
SLC22A16,6,SLC22A16
SLC22A17,2,SLC22A17
SLC22A18,1,SLC22A18
SLC22A18AS,1,SLC22A18AS
SLC22A2,5,SLC22A2
SLC22A20P,1,SLC22A20P
SLC22A23,6,SLC22A23
SLC22A24,1,SLC22A24
SLC22A25,2,SLC22A25
SLC22A3,2,SLC22A3
SLC22A31,3,SLC22A31
SLC22A4,3,SLC22A4
SLC22A5,7,SLC22A5
SLC22A6,2,SLC22A6
SLC22A7,4,SLC22A7
SLC22A8,1,SLC22A8
SLC23A1,5,SLC23A1
SLC23A2,13,SLC23A2
SLC24A1,18,SLC24A1
SLC24A2,3,SLC24A2
SLC24A3,5,SLC24A3
SLC24A4,4,SLC24A4
SLC24A5,2,SLC24A5
SLC8B1,6,SLC8B1
SLC25A1,6,SLC25A1
SLC25A10,2,SLC25A10
SLC25A11,15,SLC25A11
SLC25A12,10,SLC25A12
SLC25A13,10,SLC25A13
SLC25A14,2,SLC25A14
SLC25A15,1,SLC25A15
SLC25A16,3,SLC25A16
SLC25A17,6,SLC25A17
SLC25A18,5,SLC25A18
SLC25A19,9,SLC25A19
SLC25A2,3,SLC25A2
SLC25A20,7,SLC25A20
SLC25A21,1,SLC25A21
SLC25A22,2,SLC25A22
SLC25A23,5,SLC25A23
SLC25A24,11,SLC25A24
SLC25A25,13,SLC25A25
SLC25A26,1,SLC25A26
SLC25A27,1,SLC25A27
SLC25A3,17,SLC25A3
SLC25A30,1,SLC25A30
SLC25A31,9,SLC25A31
SLC25A32,10,SLC25A32
SLC25A33,3,SLC25A33
SLC25A35,6,SLC25A35
SLC25A36,4,SLC25A36
SLC25A37,6,SLC25A37
SLC25A38,4,SLC25A38
SLC25A39,4,SLC25A39
SLC25A3P1,1,SLC25A3P1
SLC25A4,17,SLC25A4
SLC25A40,2,SLC25A40
SLC25A41,3,SLC25A41
SLC25A42,6,SLC25A42
SLC25A43,5,SLC25A43
SLC25A44,3,SLC25A44
SLC25A46,13,SLC25A46
SLC25A48,1,SLC25A48
SLC25A5,22,SLC25A5
SLC25A6,18,SLC25A6
SLC26A1,2,SLC26A1
SLC26A10,2,SLC26A10
SLC26A11,2,SLC26A11
SLC26A2,19,SLC26A2
SLC26A3,5,SLC26A3
SLC26A4,6,SLC26A4
SLC26A5,5,SLC26A5
SLC26A6,9,SLC26A6
SLC26A7,3,SLC26A7
SLC26A8,3,SLC26A8
SLC26A9,5,SLC26A9
SLC27A1,6,SLC27A1
SLC27A2,7,SLC27A2
SLC27A3,5,SLC27A3
SLC27A4,14,SLC27A4
SLC27A5,4,SLC27A5
SLC27A6,6,SLC27A6
SLC28A1,5,SLC28A1
SLC28A2,2,SLC28A2
SLC28A3,9,SLC28A3
SLC29A1,9,SLC29A1
SLC29A2,8,SLC29A2
SLC29A3,3,SLC29A3
SLC29A4,5,SLC29A4
SLC2A14,5,SLC2A14
SLC2A4RG,7,SLC2A4RG
SLC30A1,12,SLC30A1
SLC30A10,5,SLC30A10
SLC30A2,3,SLC30A2
SLC30A3,1,SLC30A3
SLC30A4,3,SLC30A4
SLC30A5,12,SLC30A5
SLC30A6,6,SLC30A6
SLC30A9,2,SLC30A9
SLC31A1,5,SLC31A1
SLC31A2,3,SLC31A2
SLC32A1,7,SLC32A1
SLC33A1,8,SLC33A1
SLC34A1,2,SLC34A1
SLC34A2,6,SLC34A2
SLC34A3,9,SLC34A3
SLC35A2,2,SLC35A2
SLC35A3,5,SLC35A3
SLC35A4,1,SLC35A4
SLC35A5,10,SLC35A5
SLC35B1,4,SLC35B1
SLC35B2,5,SLC35B2
SLC35B3,5,SLC35B3
SLC35B4,2,SLC35B4
SLC35C1,1,SLC35C1
SLC35C2,8,SLC35C2
SLC35D1,1,SLC35D1
SLC35D3,6,SLC35D3
SLC35E1,18,SLC35E1
SLC35E2,6,SLC35E2
SLC35E2B,10,SLC35E2B
SLC35E3,2,SLC35E3
SLC35E4,1,SLC35E4
SLC35F1,3,SLC35F1
SLC35F2,3,SLC35F2
SLC35F3,11,SLC35F3
SLC35F5,2,SLC35F5
SLC35F6,4,SLC35F6
SLC36A1,4,SLC36A1
SLC36A2,3,SLC36A2
SLC36A3,1,SLC36A3
SLC36A4,8,SLC36A4
SLC37A1,2,SLC37A1
SLC37A2,1,SLC37A2
SLC37A3,3,SLC37A3
SLC37A4,2,SLC37A4
SLC38A1,11,SLC38A1
SLC38A10,11,SLC38A10
SLC38A11,2,SLC38A11
SLC38A2,21,SLC38A2
SLC38A3,7,SLC38A3
SLC38A4,19,SLC38A4
SLC38A5,2,SLC38A5
SLC38A6,5,SLC38A6
SLC38A7,3,SLC38A7
SLC38A8,1,SLC38A8
SLC38A9,16,SLC38A9
SLC39A10,15,SLC39A10
SLC39A11,3,SLC39A11
SLC39A12,1,SLC39A12
SLC39A13,3,SLC39A13
SLC39A14,8,SLC39A14
SLC39A3,8,SLC39A3
SLC39A4,2,SLC39A4
SLC39A5,3,SLC39A5
SLC39A6,15,SLC39A6
SLC39A7,5,SLC39A7
SLC39A8,4,SLC39A8
SLC3A1,5,SLC3A1
SLC3A2,33,SLC3A2
SLC40A1,6,SLC40A1
SLC41A1,3,SLC41A1
SLC41A2,7,SLC41A2
SLC41A3,5,SLC41A3
SLC43A1,13,SLC43A1
SLC43A2,7,SLC43A2
SLC43A3,3,SLC43A3
SLC44A1,8,SLC44A1
SLC44A2,11,SLC44A2
SLC44A3,1,SLC44A3
SLC44A4,2,SLC44A4
SLC44A5,9,SLC44A5
SLC45A1,6,SLC45A1
SLC45A2,3,SLC45A2
SLC45A3,5,SLC45A3
SLC45A4,20,SLC45A4
SLC46A1,3,SLC46A1
SLC46A2,1,SLC46A2
SLC46A3,7,SLC46A3
SLC47A2,4,SLC47A2
SLC48A1,1,SLC48A1
SLC4A1,24,SLC4A1
SLC4A10,13,SLC4A10
SLC4A11,8,SLC4A11
SLC4A2,32,SLC4A2
SLC4A3,16,SLC4A3
SLC4A4,35,SLC4A4
SLC4A5,9,SLC4A5
SLC4A7,108,SLC4A7
SLC4A8,13,SLC4A8
SLC4A9,8,SLC4A9
SLC52A3,1,SLC52A3
SLC5A1,7,SLC5A1
SLC5A10,10,SLC5A10
SLC5A11,1,SLC5A11
SLC5A12,5,SLC5A12
SLC5A2,2,SLC5A2
SLC5A3,11,SLC5A3
SLC5A4,3,SLC5A4
SLC5A5,5,SLC5A5
SLC5A6,6,SLC5A6
SLC5A7,2,SLC5A7
SLC5A8,4,SLC5A8
SLC5A9,9,SLC5A9
SLC6A1,4,SLC6A1
SLC6A11,3,SLC6A11
SLC6A13,3,SLC6A13
SLC6A14,4,SLC6A14
SLC6A15,11,SLC6A15
SLC6A16,5,SLC6A16
SLC6A17,2,SLC6A17
SLC6A18,4,SLC6A18
SLC6A19,1,SLC6A19
SLC6A2,5,SLC6A2
SLC6A20,5,SLC6A20
SLC6A5,6,SLC6A5
SLC6A7,1,SLC6A7
SLC6A8,9,SLC6A8
SLC7A1,2,SLC7A1
SLC7A10,1,SLC7A10
SLC7A11,7,SLC7A11
SLC7A13,3,SLC7A13
SLC7A14,17,SLC7A14
SLC7A2,20,SLC7A2
SLC7A3,9,SLC7A3
SLC7A4,3,SLC7A4
SLC7A5,6,SLC7A5
SLC7A6,11,SLC7A6
SLC7A6OS,13,SLC7A6OS
SLC7A7,1,SLC7A7
SLC7A8,8,SLC7A8
SLC7A9,2,SLC7A9
SLC8A2,5,SLC8A2
SLC8A3,7,SLC8A3
SLCO1A2,2,SLCO1A2
SLCO1B1,20,SLCO1B1
SLCO1B3,12,SLCO1B3
SLCO1C1,9,SLCO1C1
SLCO2A1,3,SLCO2A1
SLCO2B1,4,SLCO2B1
SLCO3A1,13,SLCO3A1
SLCO4A1,15,SLCO4A1
SLCO4C1,13,SLCO4C1
SLCO5A1,14,SLCO5A1
SLCO6A1,8,SLCO6A1
SLFN11,10,SLFN11
SLFN12,9,SLFN12
SLFN12L,3,SLFN12L
SLFN13,4,SLFN13
SLFN14,10,SLFN14
SLFN5,4,SLFN5
SLIRP,5,SLIRP
SLIT1,4,SLIT1
SLIT2,8,SLIT2
SLIT3,10,SLIT3
SLITRK1,4,SLITRK1
SLITRK2,9,SLITRK2
SLITRK3,9,SLITRK3
SLITRK4,8,SLITRK4
SLITRK5,21,SLITRK5
SLITRK6,17,SLITRK6
SLK,66,SLK
SLMAP,16,SLMAP
PRELID3B,6,PRELID3B
PXK,11,PXK
STOML2,16,STOML2
LCP2,41,LCP2
SLPI,1,SLPI
SLTM,69,SLTM
SLU7,21,SLU7
SLURP1,4,SLURP1
SLX4,70,SLX4
SLX4IP,14,SLX4IP
SASH3,43,SASH3
SMAD1,18,SMAD1
SMAD2,25,SMAD2
SMAD3,19,SMAD3
SMAD4,14,SMAD4
SMAD5,13,SMAD5
SMAD6,6,SMAD6
SMAD7,4,SMAD7
SMAD9,9,SMAD9
SMAGP,5,SMAGP
C2ORF88,5,C2ORF88
C11ORF58,19,C11ORF58
YIPF5,8,YIPF5
SMAP1,2,SMAP1
SMAP2,18,SMAP2
SMARCA1,26,SMARCA1
SMARCA2,50,SMARCA2
HLTF,25,HLTF
SMARCA4,54,SMARCA4
SMARCA5,32,SMARCA5
SMARCAD1,49,SMARCAD1
SMARCAL1,23,SMARCAL1
SMARCB1,9,SMARCB1
SMARCC1,30,SMARCC1
SMARCC2,43,SMARCC2
SMARCD1,7,SMARCD1
SMARCD2,17,SMARCD2
SMARCD3,11,SMARCD3
SMARCE1,29,SMARCE1
TM9SF3,2,TM9SF3
SMC1A,46,SMC1A
SMC1B,13,SMC1B
SMC2,14,SMC2
SMC3,40,SMC3
SMC4,40,SMC4
SMC5,28,SMC5
SMC6,19,SMC6
SMCHD1,28,SMCHD1
SMCO1,5,SMCO1
SMCO2,4,SMCO2
SMCO3,2,SMCO3
MIEF2,2,MIEF2
MIEF1,9,MIEF1
SMCR8,37,SMCR8
PPP4R3A,33,PPP4R3A
PPP4R3B,19,PPP4R3B
HMGXB3,8,HMGXB3
SMG1,71,SMG1
SMG1P2,7,SMG1P2
SMG5,14,SMG5
SMG7,19,SMG7
SMG8,24,SMG8
SMG9,17,SMG9
SMIM1,7,SMIM1
SMIM13,7,SMIM13
SMIM17,3,SMIM17
SMIM18,2,SMIM18
SMIM19,2,SMIM19
SMIM20,1,SMIM20
SMIM24,4,SMIM24
SMIM4,1,SMIM4
SMIM7,2,SMIM7
SMIM8,5,SMIM8
MYLK,60,MYLK
SMN1,23,SMN1
SMO,5,SMO
SMOC1,1,SMOC1
SMTN,70,SMTN
SMOX,7,SMOX
SMPD1,4,SMPD1
SMPD3,6,SMPD3
SMPD4,16,SMPD4
SMPDL3A,4,SMPDL3A
SMPDL3B,2,SMPDL3B
NCOR2,156,NCOR2
SMS,13,SMS
SGMS2,6,SGMS2
SMTNL1,9,SMTNL1
SMTNL2,10,SMTNL2
SMU1,7,SMU1
SMURF1,12,SMURF1
SMURF2,11,SMURF2
SMYD1,7,SMYD1
SMYD2,3,SMYD2
SMYD3,4,SMYD3
SMYD4,2,SMYD4
SMYD5,3,SMYD5
SNAI1,14,SNAI1
SNAI2,13,SNAI2
SNAI3,2,SNAI3
SNAP25,4,SNAP25
SNAP91,13,SNAP91
NAPA,10,NAPA
NAPG,12,NAPG
SNAPC4,33,SNAPC4
SNAP23,17,SNAP23
SNAP29,26,SNAP29
SNAP47,10,SNAP47
SNAPC1,12,SNAPC1
SNAPC2,4,SNAPC2
SNAPC3,3,SNAPC3
SNAPC5,7,SNAPC5
SNAPIN,9,SNAPIN
SNCA,7,SNCA
SNCAIP,24,SNCAIP
SNCB,4,SNCB
SNCG,7,SNCG
SND1,56,SND1
SNED1,6,SNED1
SNF8,4,SNF8
SRCIN1,77,SRCIN1
SNIP1,26,SNIP1
SNN,2,SNN
SNRK,32,SNRK
SNRNP70,28,SNRNP70
SNRPA,5,SNRPA
SNRPA1,16,SNRPA1
SNRPB,5,SNRPB
SNRPB2,5,SNRPB2
SNRPC,10,SNRPC
SNRPD1,3,SNRPD1
SNRPD2,6,SNRPD2
SNRPD3,4,SNRPD3
SNRPE,1,SNRPE
SNRPF,2,SNRPF
SNRPG,2,SNRPG
SNRPN,3,SNRPN
SNRNP48,8,SNRNP48
SNTA1,18,SNTA1
SNTB1,26,SNTB1
