Genes,Transcript_Length,Norm_Symbol
MIER1,3046.222222222222,MIER1
ASPN,1711.0,ASPN
PTEN,3862.25,PTEN
FAN1,3232.666666666666,FAN1
ABCB8,2295.75,ABCB8
PRDM13,2429.0,PRDM13
PF4V1,743.0,PF4V1
RASSF6,3577.0,RASSF6
PSMB8,1163.5416666666667,PSMB8
ANTXR1,2521.25,ANTXR1
PDGFC,2709.5,PDGFC
TAS2R14,1858.333333333333,TAS2R14
OBP2B,784.6666666666665,OBP2B
POLD2,1124.6666666666667,POLD2
FABP12,551.0,FABP12
BRF1,1816.75,BRF1
CDC20,1713.0,CDC20
MS4A1,1915.75,MS4A1
TMEM255B,1735.75,TMEM255B
CREB3L1,1258.6666666666667,CREB3L1
ZNF385B,1661.25,ZNF385B
OR2B2,1212.0,OR2B2
TUBGCP3,2114.1666666666665,TUBGCP3
FAM174A,1287.0,FAM174A
APEX1,858.5384615384614,APEX1
BPIFC,1584.5,BPIFC
GALNT18,2503.0,GALNT18
PCP2,602.0,PCP2
ZBTB21,3905.285714285714,ZBTB21
SLC36A3,2088.0,SLC36A3
TICAM1,2163.0,TICAM1
FBXW8,3987.0,FBXW8
SLC4A1,3414.0,SLC4A1
SSRP1,1275.5,SSRP1
MYH7,6027.0,MYH7
UGT1A1,2885.5,UGT1A1
NTNG2,4328.5,NTNG2
LEKR1,1088.6666666666667,LEKR1
ABLIM1,3625.307692307693,ABLIM1
PRAMEF12,1786.0,PRAMEF12
GNPNAT1,2301.75,GNPNAT1
DTD1,2138.5,DTD1
PHGR1,436.0,PHGR1
PAN2,4038.666666666666,PAN2
PRAMEF20,1549.5,PRAMEF20
LYST,9002.333333333334,LYST
TAS2R9,1046.3333333333333,TAS2R9
PROSER3,969.0,PROSER3
POT1,2711.6666666666665,POT1
AL356585.9,1665.0,AL356585.9
CPT2,2324.833333333333,CPT2
DHRS13,1845.0,DHRS13
VAMP4,3085.0,VAMP4
NAA35,2223.0,NAA35
SERPINF1,563.5,SERPINF1
ZNF404,1847.5,ZNF404
OXER1,1781.0,OXER1
JMJD8,1157.5,JMJD8
NBPF15,4504.666666666667,NBPF15
SRSF2,1467.0,SRSF2
TEX43,478.0,TEX43
SMIM13,4887.0,SMIM13
DNAH12,5622.0,DNAH12
SLC26A10,2408.0,SLC26A10
GULP1,2487.0,GULP1
VRK3,1362.357142857143,VRK3
WDR26,4185.5,WDR26
SPAST,3462.214285714286,SPAST
ARFGAP3,1247.6,ARFGAP3
DDX50,2505.5,DDX50
ACSS2,1373.8333333333333,ACSS2
CAVIN4,2615.0,CAVIN4
MYH13,5992.333333333332,MYH13
TUSC2,1669.0,TUSC2
VPS50,2622.0,VPS50
AC270227.1,1059.0,AC270227.1
OXR1,2606.7,OXR1
LIPH,1710.75,LIPH
TMED9,1473.0,TMED9
CASP7,2296.2,CASP7
PADI1,3846.0,PADI1
ACSM2B,1396.4545454545455,ACSM2B
MAGEE1,3630.0,MAGEE1
APOBEC2,1151.0,APOBEC2
DUSP26,1285.3333333333333,DUSP26
PHB,1207.111111111111,PHB
GAGE12C,527.0,GAGE12C
C19orf24,769.0,C19orf24
RABL6,2257.5,RABL6
ADGRE5,1786.333333333333,ADGRE5
SSBP4,924.25,SSBP4
HES6,877.6666666666665,HES6
SSX3,1020.6666666666665,SSX3
LRRC74B,1179.0,LRRC74B
LRTM2,2411.8,LRTM2
RPL10,1105.8181818181818,RPL10
SCNM1,1211.3333333333333,SCNM1
ZNF518B,3740.5,ZNF518B
RSF1,3330.4285714285716,RSF1
EFCAB8,2198.0,EFCAB8
OTUD3,6515.0,OTUD3
TK2,2015.7333333333331,TK2
GZF1,3456.333333333333,GZF1
CST8,760.0,CST8
NPBWR1,2687.0,NPBWR1
SPERT,1375.75,SPERT
TCP11X2,1668.5,TCP11X2
PRELP,5769.0,PRELP
ZNF583,2147.5,ZNF583
SPECC1L,4403.5,SPECC1L
OR8H3,939.0,OR8H3
ZNF804B,4313.5,ZNF804B
RBFOX2,1937.958333333333,RBFOX2
SPANXA1,691.0,SPANXA1
RAMP3,808.3333333333335,RAMP3
CXorf49B,1715.0,CXorf49B
TUT4,2163.4166666666665,TUT4
OR5R1,975.0,OR5R1
KANSL1,3317.9,KANSL1
UBFD1,3371.333333333333,UBFD1
RASSF8,1815.0,RASSF8
B3GNTL1,1585.0,B3GNTL1
CPAMD8,3467.5,CPAMD8
B9D1,1123.5294117647059,B9D1
KREMEN1,3426.333333333333,KREMEN1
ICAM2,1059.6,ICAM2
BORCS8,934.75,BORCS8
OLA1,1740.333333333333,OLA1
FMNL3,5324.5,FMNL3
PTMA,857.1428571428571,PTMA
SLC25A25,3096.333333333333,SLC25A25
TMEM150C,1860.75,TMEM150C
TMEM218,959.6153846153846,TMEM218
AL139300.1,2505.0,AL139300.1
CD34,4552.666666666667,CD34
TEX19,1935.0,TEX19
AC004556.1,740.0,AC004556.1
ANKRD2,1330.5,ANKRD2
CRADD,1021.8,CRADD
C21orf58,2302.428571428572,C21orf58
SLC22A12,2530.8,SLC22A12
NTHL1,889.2,NTHL1
CCDC121,1458.0,CCDC121
AKAIN1,549.0,AKAIN1
SNW1,1572.25,SNW1
AARS,2158.0,AARS
ZGRF1,3899.6,ZGRF1
CNNM1,5702.0,CNNM1
HS3ST4,3267.0,HS3ST4
OR5M11,1020.0,OR5M11
DDAH2,1188.0,DDAH2
SLA,1147.4545454545455,SLA
LRFN1,3381.0,LRFN1
SNORC,511.5,SNORC
LRRFIP2,1467.090909090909,LRRFIP2
NOXA1,1571.0,NOXA1
DNASE2B,1199.5,DNASE2B
EIF2B5,1789.666666666667,EIF2B5
FAM136A,1478.333333333333,FAM136A
ADK,1835.0,ADK
GIT2,3703.444444444444,GIT2
MAS1L,1152.375,MAS1L
RPL31,957.2,RPL31
MCTS1,5353.5,MCTS1
QSOX2,2690.5,QSOX2
ZFYVE21,1111.3333333333333,ZFYVE21
IFT20,811.6,IFT20
UBAP2,2653.6,UBAP2
PPP1R15A,2037.5,PPP1R15A
HYAL1,1499.666666666667,HYAL1
C3orf52,1594.0,C3orf52
TRIM77,1029.0,TRIM77
MBNL3,4131.7,MBNL3
SAG,981.0,SAG
STK35,6685.0,STK35
OR52J3,936.0,OR52J3
SP100,2062.3636363636365,SP100
GPR12,3416.0,GPR12
SP3,5110.4,SP3
PRMT5,1018.4117647058824,PRMT5
PABPC3,3387.0,PABPC3
TSPAN16,901.5,TSPAN16
LOXL2,1086.5,LOXL2
GPR78,4343.0,GPR78
LURAP1L,2683.0,LURAP1L
TRAF3IP3,1421.5,TRAF3IP3
RAB3IL1,1893.0,RAB3IL1
PLCXD3,7622.0,PLCXD3
RSPH10B2,2094.4,RSPH10B2
FANCD2,3614.6,FANCD2
KIF26B,12798.666666666664,KIF26B
ZNF572,3278.0,ZNF572
SELENOW,719.8,SELENOW
CRYGN,722.5,CRYGN
CAPZB,1691.8,CAPZB
C11orf88,1535.333333333333,C11orf88
KCNJ18,2196.0,KCNJ18
CGN,1557.2,CGN
SELENOO,2297.0,SELENOO
DHX37,4335.5,DHX37
AHCYL1,3586.333333333333,AHCYL1
CXCL9,2740.0,CXCL9
BOD1L2,3324.0,BOD1L2
SCUBE1,3424.0,SCUBE1
SNAP47,1756.125,SNAP47
CIAO2B,603.3333333333334,CIAO2B
SMARCAD1,4231.5,SMARCAD1
GNPTG,971.0,GNPTG
ANKRD6,1816.9285714285716,ANKRD6
C20orf203,2872.0,C20orf203
NCEH1,3031.4,NCEH1
GUCD1,2116.8571428571427,GUCD1
CHST6,5219.5,CHST6
COX8C,533.0,COX8C
PURA,3675.5,PURA
FAM117B,5982.0,FAM117B
AC092073.1,639.0,AC092073.1
IL33,2056.5,IL33
PCDHGA12,3744.0,PCDHGA12
ZNF205,1469.333333333333,ZNF205
SRP72,2003.0,SRP72
PSKH2,1322.0,PSKH2
C2CD2,5625.333333333332,C2CD2
HAND1,1701.0,HAND1
ZNF536,2944.25,ZNF536
AC270285.4,180.0,AC270285.4
CPXCR1,1564.0,CPXCR1
C1QBP,785.25,C1QBP
RPGR,2289.8888888888887,RPGR
MAU2,2034.333333333333,MAU2
CACNA1C,6185.814814814815,CACNA1C
OR2AT4,7117.6,OR2AT4
CD33,1267.0,CD33
TOPBP1,5765.0,TOPBP1
STX10,950.1111111111113,STX10
TRAP1,1563.2,TRAP1
CRAT,1282.75,CRAT
TOMM34,1973.0,TOMM34
SEMA6B,2948.0,SEMA6B
SIRT2,1236.4444444444443,SIRT2
HIPK3,5323.4,HIPK3
HNMT,1405.25,HNMT
SPOCK2,3415.0,SPOCK2
PNRC2,1238.6,PNRC2
CAMKMT,823.0,CAMKMT
TTF2,5039.0,TTF2
GRID2IP,3426.333333333333,GRID2IP
SLC39A1,1922.7,SLC39A1
MAGEB16,1727.4,MAGEB16
IL1RAPL1,2490.5,IL1RAPL1
DTX1,3455.0,DTX1
C4orf48,455.0,C4orf48
PAPOLG,6711.0,PAPOLG
PRKAB2,5343.0,PRKAB2
CACNA1H,6030.0,CACNA1H
CLSTN3,1357.0,CLSTN3
OLFM3,2748.333333333333,OLFM3
WDFY4,4233.333333333333,WDFY4
ZNF230,1761.0,ZNF230
LINC00672,3692.0,LINC00672
RPL30,583.2,RPL30
SKAP2,2208.0,SKAP2
VTN,1063.5,VTN
SERPINA5,1179.909090909091,SERPINA5
PDXP,1791.5,PDXP
REM2,1594.5,REM2
OR2A42,1930.25,OR2A42
ZNF853,3864.0,ZNF853
USP6,8220.0,USP6
ADGRE1,2552.833333333333,ADGRE1
IST1,1606.2222222222224,IST1
HDAC5,2355.714285714286,HDAC5
IGFBP5,3478.5,IGFBP5
CCDC150,2920.0,CCDC150
TMBIM4,1252.75,TMBIM4
SLC25A48,1957.142857142857,SLC25A48
STARD9,8151.5,STARD9
PPA2,838.0,PPA2
CDK20,2083.8,CDK20
FEN1,1186.6666666666667,FEN1
ZNF607,2405.0,ZNF607
ZNF668,1889.111111111111,ZNF668
C19orf81,629.0,C19orf81
VASN,2811.0,VASN
CD80,1666.333333333333,CD80
ZNF784,1790.0,ZNF784
LHFPL6,2132.0,LHFPL6
PRDM2,3311.4,PRDM2
CMC2,1504.0,CMC2
METTL8,2382.777777777778,METTL8
WDR1,2272.0,WDR1
SCML1,2383.4,SCML1
CCDC59,1074.0,CCDC59
SF3A1,2933.5,SF3A1
ZNF502,2547.5,ZNF502
PAF1,1430.333333333333,PAF1
NOTCH2NLA,1914.0,NOTCH2NLA
PSG2,1184.0,PSG2
TIMM9,652.375,TIMM9
SIRPB1,1331.75,SIRPB1
COPS3,1116.6666666666667,COPS3
STAT1,2367.125,STAT1
PDE7B,3776.666666666666,PDE7B
SRSF9,739.5,SRSF9
C12orf54,764.0,C12orf54
TRIM39,1882.2727272727273,TRIM39
KIAA0513,4244.833333333333,KIAA0513
SCML4,2241.0,SCML4
TCF12,2564.769230769231,TCF12
INHBE,1758.0,INHBE
ZFAND5,3120.0,ZFAND5
LAMB1,3095.0,LAMB1
MAPK12,1405.25,MAPK12
SCAMP2,1444.6,SCAMP2
OSGEPL1,1439.666666666667,OSGEPL1
AAR2,2190.6666666666665,AAR2
LSP1,1199.923076923077,LSP1
GGT6,1894.8,GGT6
VWC2,11322.0,VWC2
ARHGAP33,3121.8,ARHGAP33
MEX3B,3869.0,MEX3B
CCDC159,765.4285714285713,CCDC159
OR4D11,936.0,OR4D11
OS9,1923.090909090909,OS9
CDH3,2231.0,CDH3
ZBED8,2646.0,ZBED8
IFNGR2,1461.375,IFNGR2
MAPK8IP3,5247.666666666667,MAPK8IP3
PGM3,1771.533333333333,PGM3
MT-ND1,956.0,MT-ND1
EHHADH,2344.6666666666665,EHHADH
GFRAL,1911.0,GFRAL
GNG7,4193.0,GNG7
STN1,3840.0,STN1
TMPRSS11A,2497.0,TMPRSS11A
CT47A7,1288.0,CT47A7
CR759815.2,108.0,CR759815.2
SPEM1,1018.0,SPEM1
NFKBID,1610.0,NFKBID
PRPF39,1725.0,PRPF39
CNOT8,1098.6666666666667,CNOT8
DEFB104B,248.5,DEFB104B
TCEAL5,1046.0,TCEAL5
GAPDH,1255.5,GAPDH
TUBB6,871.5,TUBB6
PRCC,1262.0,PRCC
CD63,830.7692307692308,CD63
TMEM31,732.0,TMEM31
B4GAT1,2007.0,B4GAT1
HLX,1466.0,HLX
OR4K17,3662.0,OR4K17
SAMHD1,2550.833333333333,SAMHD1
LY9,1989.2,LY9
TPI1,1123.125,TPI1
CENPN,1328.0,CENPN
DFFA,3719.0,DFFA
FBLN2,2362.333333333333,FBLN2
DNAJC5B,911.5,DNAJC5B
ATG3,1739.666666666667,ATG3
SLC26A11,1332.8181818181818,SLC26A11
MESD,3569.0,MESD
ATP1A1,2156.0,ATP1A1
ZBTB16,1538.75,ZBTB16
OR52H1,1059.0,OR52H1
TDRKH,2404.625,TDRKH
POTEB2,1687.0,POTEB2
BEX3,848.0,BEX3
TCP11,1426.071428571429,TCP11
CLPTM1,1569.833333333333,CLPTM1
RARG,1608.142857142857,RARG
TRIM9,4107.333333333333,TRIM9
URGCP-MRPS24,795.0,URGCP-MRPS24
KCNQ5,4203.384615384615,KCNQ5
PAM,1988.9230769230771,PAM
DNAJB6,1019.6,DNAJB6
OR10AG1,1911.5,OR10AG1
MCCD1,924.375,MCCD1
SLC2A8,1189.4,SLC2A8
CASR,6039.75,CASR
STARD3,1132.3636363636365,STARD3
CD300C,1517.0,CD300C
NAA40,1753.666666666667,NAA40
MRPL14,957.0,MRPL14
CORO1C,1466.333333333333,CORO1C
NAXD,2485.0,NAXD
FCF1,1665.75,FCF1
SV2A,3640.5,SV2A
ATP11C,4322.166666666667,ATP11C
ARHGEF25,2301.0,ARHGEF25
PTPN2,1637.090909090909,PTPN2
RNF40,2069.75,RNF40
LRG1,2605.0,LRG1
PTGDR,2079.0,PTGDR
IP6K3,1725.333333333333,IP6K3
TMEM41B,1691.0,TMEM41B
DPYSL5,2351.0,DPYSL5
SIAE,3494.666666666666,SIAE
TRPA1,4001.5,TRPA1
TTC7B,3522.142857142857,TTC7B
PLAAT5,1524.25,PLAAT5
LRIG1,5278.0,LRIG1
SEC14L4,2051.0,SEC14L4
WDR73,5387.0,WDR73
TMEM247,680.0,TMEM247
SPATA31A5,4256.0,SPATA31A5
ZNF671,1704.0,ZNF671
CDKL1,1234.75,CDKL1
ECEL1,2008.666666666667,ECEL1
PET100,423.33333333333326,PET100
SPRR4,751.0,SPRR4
KDM4F,1917.0,KDM4F
DHX33,3441.333333333333,DHX33
SCAMP5,1351.909090909091,SCAMP5
JAM2,3439.0,JAM2
IL13RA1,3093.666666666666,IL13RA1
ATP6V1D,885.125,ATP6V1D
FNBP4,2277.0,FNBP4
FABP4,941.0,FABP4
ELF3,2727.75,ELF3
SSH2,2988.222222222222,SSH2
TMEM254,1242.142857142857,TMEM254
ENPP4,4644.0,ENPP4
AQP3,1372.0,AQP3
NKAIN1,1351.0,NKAIN1
AC254952.1,1506.0,AC254952.1
DERPC,2761.0,DERPC
AC007325.2,2197.5,AC007325.2
TTLL4,2140.0,TTLL4
GPBAR1,1680.25,GPBAR1
DDA1,4043.0,DDA1
ACTR3,2372.5,ACTR3
AC016586.1,1252.8333333333333,AC016586.1
NAP1L4,984.0,NAP1L4
SOX13,2171.75,SOX13
SPN,4319.5,SPN
MTRNR2L5,739.0,MTRNR2L5
C20orf141,655.0,C20orf141
EDDM13,879.0,EDDM13
EAPP,1104.6666666666667,EAPP
TRPM2,4217.333333333333,TRPM2
DNAJB1,888.2,DNAJB1
ASH2L,2040.0,ASH2L
ZMAT2,1084.0,ZMAT2
MPZL2,1996.0,MPZL2
DIRAS2,1748.666666666667,DIRAS2
SIKE1,3848.0,SIKE1
HAPLN4,4342.0,HAPLN4
AVPR1B,5026.0,AVPR1B
PLSCR4,1567.5,PLSCR4
SPON2,924.5,SPON2
ACAT1,1026.75,ACAT1
IRF9,1062.2,IRF9
RAB40C,1593.0,RAB40C
AC136352.3,600.0,AC136352.3
FKBP2,608.5,FKBP2
AC010330.1,709.1666666666665,AC010330.1
AC004086.1,713.875,AC004086.1
INCA1,1209.25,INCA1
DAZAP2,1135.625,DAZAP2
DENND2D,2566.5,DENND2D
NUPR2,620.0,NUPR2
AKT1,2298.8,AKT1
OAF,1538.5,OAF
KCNAB2,2038.3103448275863,KCNAB2
KPNA4,4731.0,KPNA4
ABHD18,2940.833333333333,ABHD18
NUP37,1243.0,NUP37
MYOCOS,1313.0,MYOCOS
ZNF726,1629.333333333333,ZNF726
MEIOB,1537.5,MEIOB
SET,1465.333333333333,SET
PRPS2,1219.4,PRPS2
KLK1,876.0,KLK1
ARL3,3834.0,ARL3
DENND5B,4663.0,DENND5B
NAA38,652.1666666666666,NAA38
PGBD5,6241.5,PGBD5
PAK1IP1,1523.0,PAK1IP1
AC034102.3,489.0,AC034102.3
ST8SIA5,5992.0,ST8SIA5
CYP24A1,2314.333333333333,CYP24A1
SLC25A36,2218.8,SLC25A36
PLEKHH2,6994.0,PLEKHH2
PRSS22,1002.8333333333335,PRSS22
TLR6,2276.2,TLR6
CLCN3,3262.888888888889,CLCN3
MICOS13,724.25,MICOS13
HNRNPL,1537.0,HNRNPL
CLCA1,3214.0,CLCA1
KRBOX4,1207.1666666666667,KRBOX4
UTF1,1214.0,UTF1
PRAMEF2,1642.0,PRAMEF2
TCP11L1,1441.428571428571,TCP11L1
BACH2,4790.4,BACH2
CFAP126,774.0,CFAP126
ZNF629,6083.0,ZNF629
BBS5,3133.0,BBS5
LZTS1,3252.5,LZTS1
ABCF1,2262.285714285714,ABCF1
BRWD1,6028.333333333332,BRWD1
RNF220,1985.833333333333,RNF220
SPRED2,1567.833333333333,SPRED2
CT476828.13,1272.0,CT476828.13
ANKRD20A3,2670.333333333333,ANKRD20A3
MYBPH,1795.0,MYBPH
ZNF843,2495.333333333333,ZNF843
PSG11,1180.25,PSG11
DCAF12L2,2791.0,DCAF12L2
TSPAN8,1271.6666666666667,TSPAN8
C11orf65,1210.1666666666667,C11orf65
RPL3L,1360.0,RPL3L
RFPL4B,1898.0,RFPL4B
YPEL2,3072.5,YPEL2
KRT23,1256.0,KRT23
TRARG1,3588.0,TRARG1
PCSK1N,1025.0,PCSK1N
ATP5PO,585.5,ATP5PO
OPRD1,5267.0,OPRD1
CTR9,2616.0,CTR9
OR10J1,1894.0,OR10J1
TP53I3,1178.0,TP53I3
ZBTB32,1488.666666666667,ZBTB32
AC133551.1,1806.0,AC133551.1
DNM1L,2625.3636363636365,DNM1L
SPDYE16,2296.5,SPDYE16
CUL4B,3030.25,CUL4B
TIMM44,1176.6666666666667,TIMM44
ZNF616,1724.0,ZNF616
SLC25A14,1318.5714285714287,SLC25A14
THEMIS,3017.0,THEMIS
CYP2D7,1619.0,CYP2D7
KLHL15,6272.0,KLHL15
AKIP1,962.5454545454544,AKIP1
EIF4EBP2,7491.0,EIF4EBP2
ZNF652,5344.5,ZNF652
FAM155B,4013.0,FAM155B
ANGPTL2,3009.0,ANGPTL2
LYZ,919.0,LYZ
REN,1475.0,REN
GPR146,1388.333333333333,GPR146
SPDEF,1888.0,SPDEF
CHML,2481.0,CHML
DEFB119,417.33333333333326,DEFB119
CTXN1,1237.0,CTXN1
ERI2,2837.4,ERI2
ZBTB8OS,736.5714285714287,ZBTB8OS
MICA,1676.56,MICA
RPL29,715.75,RPL29
TLR4,6560.0,TLR4
ITPKA,1338.5,ITPKA
LARS,2857.5,LARS
NMU,730.75,NMU
SP2,925.5,SP2
ZNF439,1878.333333333333,ZNF439
KIR2DS5,1053.32,KIR2DS5
OLFML3,1881.0,OLFML3
ORC3,2011.25,ORC3
SLC6A18,2095.0,SLC6A18
SPIN2A,1584.333333333333,SPIN2A
PDPK1,2853.166666666666,PDPK1
DESI1,3780.0,DESI1
AC275401.1,171.0,AC275401.1
LTV1,1853.0,LTV1
CLPSL1,433.5,CLPSL1
TOM1,1481.2222222222224,TOM1
MGAT4B,1500.111111111111,MGAT4B
LCP1,2289.75,LCP1
DCBLD2,3547.0,DCBLD2
AC006486.1,634.0,AC006486.1
DEFB116,309.0,DEFB116
HSD3B2,1391.666666666667,HSD3B2
ERICH6B,2421.0,ERICH6B
C6orf120,2667.0,C6orf120
NAP1L2,2550.0,NAP1L2
MAGEA2,1614.0,MAGEA2
CCBE1,4020.2,CCBE1
CDK19,4857.0,CDK19
NFIB,2853.45,NFIB
SLC7A1,3945.0,SLC7A1
XRRA1,2595.5,XRRA1
FAM9A,1531.5,FAM9A
ADPRHL1,3454.0,ADPRHL1
TFEB,1368.9375,TFEB
KLHL35,1718.0,KLHL35
FAM236A,428.0,FAM236A
ANKRD46,1499.666666666667,ANKRD46
BUB1B,3676.5,BUB1B
OR9I1,2385.333333333333,OR9I1
METTL22,1427.666666666667,METTL22
SLC16A6,2142.8,SLC16A6
MTCH1,1559.25,MTCH1
ZG16B,899.25,ZG16B
AKR7A2,1086.0,AKR7A2
CDT1,1617.5,CDT1
TTC32,818.3333333333335,TTC32
MEX3D,2491.0,MEX3D
AGER,1083.1558441558439,AGER
EMC4,735.8571428571429,EMC4
C18orf25,2860.6,C18orf25
MOB3B,6487.0,MOB3B
FGFR2,2722.55,FGFR2
SMIM33,2594.0,SMIM33
NINL,3077.0,NINL
TGM3,2643.0,TGM3
SLC39A8,3474.0,SLC39A8
GPR18,1391.75,GPR18
AC010616.1,2078.0,AC010616.1
FANCD2OS,817.0,FANCD2OS
GDNF,1807.875,GDNF
SLC7A9,1695.333333333333,SLC7A9
FNDC11,1490.0,FNDC11
NOTO,2749.0,NOTO
AMMECR1,3927.333333333334,AMMECR1
CRLF1,1130.5,CRLF1
FUT9,12793.0,FUT9
NID1,5602.0,NID1
OPN3,2628.0,OPN3
TGM2,2227.0,TGM2
AC114267.1,2750.0,AC114267.1
SMIM7,1718.0,SMIM7
HSP90AA1,2016.25,HSP90AA1
MYCN,2153.0,MYCN
LGI4,2326.75,LGI4
PLEKHM2,3971.0,PLEKHM2
EIF2B4,1751.166666666667,EIF2B4
CHST13,1467.5,CHST13
TRAIP,1141.25,TRAIP
NOP14,2925.75,NOP14
RFK,2491.0,RFK
MBD1,2347.45,MBD1
ETFRF1,817.7,ETFRF1
CCL8,862.0,CCL8
FBLN1,1440.7272727272727,FBLN1
BEX4,1189.0,BEX4
ARSE,1748.25,ARSE
NPPC,777.5,NPPC
FBXL17,4382.5,FBXL17
CLTB,772.0,CLTB
LRRC46,1885.0,LRRC46
UBE2R2,4477.0,UBE2R2
ZNF75A,1844.25,ZNF75A
NDUFAF1,1042.3333333333333,NDUFAF1
AK9,2161.7,AK9
GRP,654.6,GRP
F3,2088.5,F3
MPDZ,4721.0,MPDZ
WDPCP,2813.0,WDPCP
C6orf223,3705.333333333334,C6orf223
ACTA2,990.3333333333335,ACTA2
CDC42BPG,6161.0,CDC42BPG
ATG4D,789.3333333333335,ATG4D
IL6ST,3878.888888888889,IL6ST
DDRGK1,1215.5,DDRGK1
DEFB108B,222.0,DEFB108B
TUNAR,2298.0,TUNAR
ARL6IP1,1088.5,ARL6IP1
RPS21,544.75,RPS21
CINP,790.0,CINP
SSR4,896.25,SSR4
MED13,5764.5,MED13
SEC14L1,1940.9375,SEC14L1
EXOSC10,2758.5,EXOSC10
DNAJB9,2409.0,DNAJB9
ZNF620,1948.666666666667,ZNF620
C16orf95,986.0,C16orf95
ADGRB3,2941.6,ADGRB3
FAM243B,1708.0,FAM243B
POU2AF1,1699.5,POU2AF1
CD55,1735.333333333333,CD55
TMEM70,1324.5,TMEM70
SLC6A1,3972.233333333333,SLC6A1
ICK,6171.5,ICK
ADAT3,1291.0,ADAT3
C8orf86,1888.5,C8orf86
MAGEA3,1432.333333333333,MAGEA3
CDK10,1398.5,CDK10
PNLDC1,1877.5,PNLDC1
MAPKAPK3,1765.5,MAPKAPK3
ADRA1D,2728.0,ADRA1D
SOX7,3215.0,SOX7
BCL6,2096.833333333333,BCL6
IQCF2,578.0,IQCF2
PLS1,1427.9,PLS1
RELL2,1972.25,RELL2
NPIPA8,1029.0,NPIPA8
ZNF23,2285.6666666666665,ZNF23
TSC22D1,2844.285714285714,TSC22D1
HAVCR2,1259.3333333333333,HAVCR2
AC243837.2,2331.0,AC243837.2
DYRK4,1912.5,DYRK4
NAA15,4900.666666666667,NAA15
ZZEF1,7066.5,ZZEF1
CBX7,1789.0,CBX7
APC,5054.5,APC
ZSCAN30,1939.9,ZSCAN30
TSNAXIP1,1463.571428571429,TSNAXIP1
BTG2,2729.0,BTG2
CYB5R4,4986.5,CYB5R4
RNF207,3981.0,RNF207
TMEM184B,2849.666666666666,TMEM184B
PPIAL4G,3856.0,PPIAL4G
FAM237A,944.0,FAM237A
IDUA,1415.0,IDUA
AC236972.4,6186.0,AC236972.4
SLFN12,1759.6,SLFN12
RHOC,995.6153846153846,RHOC
CREBRF,3115.75,CREBRF
HHLA3,733.25,HHLA3
RUFY2,2808.0,RUFY2
MUC6,3526.4,MUC6
USB1,1378.0,USB1
FBLN5,1742.0,FBLN5
PSKH1,2503.0,PSKH1
ELMOD3,1952.125,ELMOD3
GUK1,912.1538461538463,GUK1
TSPO2,820.6666666666665,TSPO2
TPX2,3539.0,TPX2
CDCA7L,1419.857142857143,CDCA7L
DOK6,4781.5,DOK6
GRIN3A,7771.0,GRIN3A
ADAMTS14,5413.0,ADAMTS14
TMEM52B,1958.0,TMEM52B
CPA5,1374.9,CPA5
NANP,3803.0,NANP
HECA,5646.0,HECA
ATP8B2,3717.0,ATP8B2
CISH,2105.0,CISH
FAM228B,986.0,FAM228B
ALDH8A1,1479.4,ALDH8A1
SMARCE1,2316.708333333333,SMARCE1
AC005697.1,582.0,AC005697.1
RBM17,1688.666666666667,RBM17
SRSF3,2548.5,SRSF3
LGR4,3635.0,LGR4
KIR2DL2,1316.090909090909,KIR2DL2
HEPN1,1434.0,HEPN1
NIFK,922.5,NIFK
SAMD3,1519.6,SAMD3
HTRA3,2281.0,HTRA3
ZBTB12,1875.4,ZBTB12
FAM207A,805.0,FAM207A
GJB4,1444.0,GJB4
AC093668.2,1005.0,AC093668.2
FOXE3,1768.0,FOXE3
NPFFR2,1645.25,NPFFR2
OR5D16,987.0,OR5D16
RGS20,1751.75,RGS20
B4GALNT2,4127.333333333333,B4GALNT2
UBE2D2,1182.6,UBE2D2
YJU2,1115.5,YJU2
CDKAL1,2686.6666666666665,CDKAL1
STMN2,1202.3333333333333,STMN2
ZBTB4,5908.0,ZBTB4
AOC2,2624.5,AOC2
WDR46,1634.2,WDR46
MTCH2,1726.0,MTCH2
PHYKPL,1214.6666666666667,PHYKPL
TEAD3,2331.0,TEAD3
FPR3,2424.5,FPR3
ZNF814,1560.666666666667,ZNF814
UMODL1,5274.5,UMODL1
FREM2,16122.0,FREM2
DEFB113,249.0,DEFB113
KCNJ2,3538.5,KCNJ2
USP26,3653.5,USP26
EMC3,1366.0,EMC3
GSTM5,893.25,GSTM5
TXNDC16,2549.5,TXNDC16
NAA80,1140.7142857142858,NAA80
PMP2,2394.0,PMP2
ZNF512,3541.8,ZNF512
ZMAT1,3226.333333333333,ZMAT1
RFLNA,1884.75,RFLNA
PLEK2,940.0,PLEK2
RPS6KB1,3084.8,RPS6KB1
CLEC17A,1732.0,CLEC17A
PRR12,5947.5,PRR12
RBMY1D,1706.0,RBMY1D
ATP1B3,959.0,ATP1B3
NOX3,2042.0,NOX3
XRCC2,4771.0,XRCC2
TBC1D31,2019.1,TBC1D31
SSH3,1884.2,SSH3
SH3BP5,1815.6,SH3BP5
IER3,1296.4166666666667,IER3
SYDE1,2250.4,SYDE1
MYB,2604.714285714286,MYB
FSTL4,2924.0,FSTL4
TMED7-TICAM2,3472.0,TMED7-TICAM2
AC087651.1,1414.5,AC087651.1
