Genes,Phosphosite_mouse_no,Norm_Symbol
ASNS,2,ASNS
ASNSD1,3,ASNSD1
ASPG,4,ASPG
ASPH,6,ASPH
ASPM,6,ASPM
ASPSCR1,18,ASPSCR1
ASS1,11,ASS1
ASTE1,1,ASTE1
ASTL,1,ASTL
ASTN1,15,ASTN1
ASTN2,7,ASTN2
INTS13,4,INTS13
ASXL1,6,ASXL1
ASXL2,25,ASXL2
ASXL3,4,ASXL3
AGTR1A,3,AGTR1A
AGTR2,3,AGTR2
ATAD1,3,ATAD1
ATAD2,30,ATAD2
ATAD2B,16,ATAD2B
ATAD3,6,ATAD3
PRR15L,1,PRR15L
ATAD5,22,ATAD5
PPAT,1,PPAT
ATAT1,4,ATAT1
ATXN1,10,ATXN1
ATXN10,3,ATXN10
ATXN1L,11,ATXN1L
ATXN2,41,ATXN2
ATXN2L,51,ATXN2L
ATXN3,8,ATXN3
ATXN7L4,1,ATXN7L4
ATXN7L1,4,ATXN7L1
ATXN7L2,7,ATXN7L2
ATXN7L3,2,ATXN7L3
ATXN7L3B,1,ATXN7L3B
ZFHX3,35,ZFHX3
ATCAY,5,ATCAY
ATE1,7,ATE1
ATF1,5,ATF1
ATF2,17,ATF2
ATF3,1,ATF3
ATF4,2,ATF4
ATF6,2,ATF6
ATF6B,4,ATF6B
ATF7,17,ATF7
ATF7IP,17,ATF7IP
ATG101,2,ATG101
ATG13,7,ATG13
ATG14,2,ATG14
ATG16L1,9,ATG16L1
ATG16L2,5,ATG16L2
ATG2A,17,ATG2A
ATG2B,28,ATG2B
ATG3,5,ATG3
ATG4B,4,ATG4B
ATG4C,2,ATG4C
ATG4D,2,ATG4D
ATG5,2,ATG5
ATG7,3,ATG7
ATG9A,14,ATG9A
ATG9B,1,ATG9B
PGGHG,2,PGGHG
ATIC,9,ATIC
ATL3,1,ATL3
ATL1,6,ATL1
ATM,9,ATM
ATMIN,3,ATMIN
ATOH1,11,ATOH1
ATOH8,1,ATOH8
ATOX1,1,ATOX1
ATP10A,8,ATP10A
ATP10B,5,ATP10B
ATP10D,5,ATP10D
ATP11A,7,ATP11A
ATP11B,1,ATP11B
ATP11C,12,ATP11C
ATP12A,10,ATP12A
ATP13A1,7,ATP13A1
ATP13A3,6,ATP13A3
ATP13A4,8,ATP13A4
ATP13A5,9,ATP13A5
ATP1A1,39,ATP1A1
ATP1A2,34,ATP1A2
ATP1A3,41,ATP1A3
ATP1A4,10,ATP1A4
ATP1B1,2,ATP1B1
ATP1B2,2,ATP1B2
ATP1B3,2,ATP1B3
ATP2A1,9,ATP2A1
ATP2A3,13,ATP2A3
ATP2B2,29,ATP2B2
ATP2B3,14,ATP2B3
ATP2C1,6,ATP2C1
ATP4A,7,ATP4A
ATP5F1A,24,ATP5F1A
ATP5F1B,9,ATP5F1B
ATP5C1,3,ATP5C1
ATP5D,1,ATP5D
ATP5F1,3,ATP5F1
ATP5G2,1,ATP5G2
ATP5H,6,ATP5H
ATP5I,6,ATP5I
ATP5J,1,ATP5J
ATP5J2,3,ATP5J2
ATP5L,2,ATP5L
ATP5PO,6,ATP5PO
ATP6AP1,6,ATP6AP1
ATP6AP2,7,ATP6AP2
ATP6V0A1,5,ATP6V0A1
ATP6V0A2,2,ATP6V0A2
ATP6V0D1,5,ATP6V0D1
ATP6V0D2,1,ATP6V0D2
ATP6V1A,9,ATP6V1A
ATP6V1B1,1,ATP6V1B1
ATP6V1B2,6,ATP6V1B2
ATP6V1C1,1,ATP6V1C1
ATP6V1C2,1,ATP6V1C2
ATP6V1D,1,ATP6V1D
ATP6V1E1,3,ATP6V1E1
ATP6V1F,2,ATP6V1F
ATP6V1FNB,1,ATP6V1FNB
ATP6V1G1,1,ATP6V1G1
ATP6V1G2,3,ATP6V1G2
ATP6V1H,4,ATP6V1H
ATP7A,26,ATP7A
ATP7B,16,ATP7B
ATP8A1,9,ATP8A1
ATP8A2,10,ATP8A2
ATP8B1,5,ATP8B1
ATP8B2,5,ATP8B2
ATP8B3,1,ATP8B3
ATP8B4,1,ATP8B4
ATP9A,3,ATP9A
ATP9B,6,ATP9B
ATPAF1,3,ATPAF1
ATPAF2,1,ATPAF2
CTU1,2,CTU1
ATPIF1,1,ATPIF1
ATR,10,ATR
ATRIP,6,ATRIP
ATRN,6,ATRN
ATRX,134,ATRX
AU015228,2,AU015228
AU017455,1,AU017455
AU022751,8,AU022751
AUH,1,AUH
2610002D18RIK,1,2610002D18RIK
AUP1,6,AUP1
AURKA,1,AURKA
AURKB,4,AURKB
AURKC,2,AURKC
AUTS2,15,AUTS2
AVEN,5,AVEN
AVIL,5,AVIL
AVL9,2,AVL9
AVPR1A,7,AVPR1A
AW146154,5,AW146154
AW551984,2,AW551984
AXIN1,14,AXIN1
AXIN2,4,AXIN2
AXL,16,AXL
CSRNP1,1,CSRNP1
LPCAT2,1,LPCAT2
AZI2,7,AZI2
MYBL2,22,MYBL2
BMYC,3,BMYC
B020004J07RIK,2,B020004J07RIK
B2M,1,B2M
B3GALNT2,1,B3GALNT2
B3GALT2,4,B3GALT2
B3GNT5,1,B3GNT5
B430306N03RIK,1,B430306N03RIK
B4GALNT1,1,B4GALNT1
B4GALNT2,2,B4GALNT2
B4GALNT3,3,B4GALNT3
B4GALNT4,1,B4GALNT4
B4GALT4,1,B4GALT4
B3GNT1,2,B3GNT1
B630019K06RIK,4,B630019K06RIK
B9D1,3,B9D1
BAAT,1,BAAT
BACE1,3,BACE1
BACE2,2,BACE2
BACH1,4,BACH1
BACH2,76,BACH2
BAD,18,BAD
BANF1,5,BANF1
ACTL6A,5,ACTL6A
TNFSF13B,2,TNFSF13B
TNFRSF13C,3,TNFRSF13C
BAG1,5,BAG1
BAG2,4,BAG2
BAG3,38,BAG3
BAG4,4,BAG4
BAG5,1,BAG5
BAHCC1,24,BAHCC1
BAHD1,8,BAHD1
BAI1,14,BAI1
BAI2,12,BAI2
BAI3,9,BAI3
BAIAP2L2,7,BAIAP2L2
BAIAP3,3,BAIAP3
BAK1,3,BAK1
BANK1,4,BANK1
BANP,4,BANP
BAP1,15,BAP1
HEATR1,3,HEATR1
PHB2,10,PHB2
BARD1,9,BARD1
BARHL2,4,BARHL2
BARX1,1,BARX1
BARX2,5,BARX2
BNC1,1,BNC1
BASP1,22,BASP1
DDX39B,6,DDX39B
PRRC2A,69,PRRC2A
BAT2L1,35,BAT2L1
BAT2L,13,BAT2L
BAG6,14,BAG6
BAT5,1,BAT5
BATF,2,BATF
BATF2,1,BATF2
BATF3,1,BATF3
BAX,2,BAX
BAZ1A,20,BAZ1A
BAZ2B,23,BAZ2B
BBOX1,1,BBOX1
BBS1,1,BBS1
BBS10,1,BBS10
BBS12,1,BBS12
BBS7,5,BBS7
BC022960,8,BC022960
BC024139,3,BC024139
BC027344,3,BC027344
TTC41,1,TTC41
BC030500,4,BC030500
BC031441,2,BC031441
BC037156,1,BC037156
BC043934,1,BC043934
BC049349,1,BC049349
BC049807,3,BC049807
MPV17L2,1,MPV17L2
BC051665,3,BC051665
ADIG,1,ADIG
BC055004,1,BC055004
BC066028,6,BC066028
ZFP870,1,ZFP870
ENSMUSG00000073624,6,ENSMUSG00000073624
BC094916,8,BC094916
BC100530,1,BC100530
BCA3,1,BCA3
BCAN,2,BCAN
PIK3AP1,21,PIK3AP1
BCAP29,2,BCAP29
BCAP31,2,BCAP31
BCAR3,28,BCAR3
BCAS1,16,BCAS1
BCAS3,28,BCAS3
BCAT1,1,BCAT1
BCAT2,1,BCAT2
BCCIP,4,BCCIP
MEPCE,16,MEPCE
BCHE,1,BCHE
BCKDHA,7,BCKDHA
BCKDK,7,BCKDK
BCL10,12,BCL10
BCL11A,27,BCL11A
BCL11B,37,BCL11B
BCL2,3,BCL2
BCL2L12,1,BCL2L12
BCL2L13,18,BCL2L13
BCL3,3,BCL3
BCL6,11,BCL6
BCL7A,3,BCL7A
BCL7C,12,BCL7C
BCL9,22,BCL9
BCL9L,32,BCL9L
BCL2L14,3,BCL2L14
BCL2L1,3,BCL2L1
BCL6B,1,BCL6B
BCL7B,10,BCL7B
BCLAF1,88,BCLAF1
BCMO1,1,BCMO1
BCOR,23,BCOR
BCORL1,6,BCORL1
BCR,36,BCR
BCS1L,2,BCS1L
BDH1,3,BDH1
BDNF,3,BDNF
PTPN18,2,PTPN18
BECN1,6,BECN1
BEGAIN,31,BEGAIN
BEND3,7,BEND3
BEND5,2,BEND5
BEND6,1,BEND6
BEND7,1,BEND7
BEST1,1,BEST1
BET1,3,BET1
BET1L,3,BET1L
HBB-BS,16,HBB-BS
TGFBI,3,TGFBI
BEX1,2,BEX1
BEX2,2,BEX2
BFSP1,1,BFSP1
BFSP2,2,BFSP2
BHLHE40,2,BHLHE40
BHLHE41,6,BHLHE41
BHLHB9,1,BHLHB9
BHLHE23,1,BHLHE23
BHMT,8,BHMT
BHMT2,1,BHMT2
BICC1,10,BICC1
BICD1,9,BICD1
BICD2,11,BICD2
BID,5,BID
BIK,1,BIK
BMP2K,24,BMP2K
BCL2L11,14,BCL2L11
BIN1,12,BIN1
BIN2,15,BIN2
BIN3,3,BIN3
NAIP1,3,NAIP1
XAF1,1,XAF1
BIRC6,49,BIRC6
BIVM,1,BIVM
BDKRB2,3,BDKRB2
BLES03,1,BLES03
BLK,7,BLK
BLM,23,BLM
BLMH,2,BLMH
BLNK,18,BLNK
BLOC1S2,1,BLOC1S2
BLOC1S3,3,BLOC1S3
BLVRB,2,BLVRB
BLZF1,2,BLZF1
ARNTL,6,ARNTL
BMF,2,BMF
BMI1,6,BMI1
BMP1,2,BMP1
BMP15,4,BMP15
BMPR1A,6,BMPR1A
BMPR2,15,BMPR2
BMS1,19,BMS1
BAZ2A,21,BAZ2A
BNC2,7,BNC2
BNIP1,2,BNIP1
BNIP2,4,BNIP2
BNIP3,20,BNIP3
BNIP3L,14,BNIP3L
BNIPL,1,BNIPL
BOC,1,BOC
BOK,4,BOK
BOLA1,6,BOLA1
BOLL,3,BOLL
BOP1,8,BOP1
BORA,12,BORA
2310047M10RIK,5,2310047M10RIK
BORCS7,2,BORCS7
CDCA8,9,CDCA8
CTCFL,1,CTCFL
DST,72,DST
BPGM,1,BPGM
BPIFB9A,3,BPIFB9A
BPIL3,2,BPIL3
BPNT1,5,BPNT1
MAP1S,27,MAP1S
BRAF,32,BRAF
BRAP,6,BRAP
AA881470,4,AA881470
BRCA1,36,BRCA1
BRCA2,13,BRCA2
BRCC3,2,BRCC3
BRD1,21,BRD1
BRD2,22,BRD2
BRD3,17,BRD3
BRD4,21,BRD4
BRD7,6,BRD7
BRD8,20,BRD8
BRD9,6,BRD9
BRDT,6,BRDT
BABAM2,6,BABAM2
ZFP36L1,9,ZFP36L1
BRI3BP,2,BRI3BP
ARID3A,10,ARID3A
BRIP1,7,BRIP1
PTK6,2,PTK6
BRK1,2,BRK1
BRMS1,1,BRMS1
BRMS1L,3,BRMS1L
BRP16,1,BRP16
BRPF3,13,BRPF3
BRSK1,38,BRSK1
BRSK2,33,BRSK2
WDR11,9,WDR11
BRWD3,7,BRWD3
BSCL2,7,BSCL2
BSDC1,8,BSDC1
BSG,3,BSG
BSN,142,BSN
BSND,2,BSND
BST2,4,BST2
BTBD1,2,BTBD1
BTBD10,7,BTBD10
BTBD11,3,BTBD11
NACC2,3,NACC2
BTBD16,1,BTBD16
BTBD17,1,BTBD17
BTBD18,2,BTBD18
BTBD7,4,BTBD7
BTC,1,BTC
BTD,2,BTD
BTF3,7,BTF3
BTF3L4,3,BTF3L4
BTG1,2,BTG1
BTG2,2,BTG2
BTK,25,BTK
BTLA,1,BTLA
BTN1A1,4,BTN1A1
BTN2A2,3,BTN2A2
BTNL1,1,BTNL1
BTNL10,3,BTNL10
BTRC,3,BTRC
BUB1,7,BUB1
BUB1B,14,BUB1B
BUB3,1,BUB3
BUD13,48,BUD13
BUD31,1,BUD31
BVES,6,BVES
BLVRA,6,BLVRA
BRIX1,2,BRIX1
RPF1,2,RPF1
BYSL,5,BYSL
BZRAP1,4,BZRAP1
BZW1,5,BZW1
BZW2,6,BZW2
CEBPA,5,CEBPA
CEBPB,12,CEBPB
CEBPD,3,CEBPD
CEBPE,2,CEBPE
CEBPZ,7,CEBPZ
9130011E15RIK,3,9130011E15RIK
2310057M21RIK,2,2310057M21RIK
D7ERTD443E,3,D7ERTD443E
1110032A03RIK,1,1110032A03RIK
D7H11ORF16,1,D7H11ORF16
1810055G02RIK,3,1810055G02RIK
GM5901,2,GM5901
4930550C14RIK,5,4930550C14RIK
NWC,5,NWC
4833427G06RIK,2,4833427G06RIK
1810009A15RIK,2,1810009A15RIK
4930430F08RIK,2,4930430F08RIK
D6WSU163E,2,D6WSU163E
1700113H08RIK,8,1700113H08RIK
2210016L21RIK,5,2210016L21RIK
D10WSU102E,4,D10WSU102E
1700017N19RIK,2,1700017N19RIK
D930020B18RIK,1,D930020B18RIK
2810006K23RIK,1,2810006K23RIK
BC048403,1,BC048403
1190007I07RIK,1,1190007I07RIK
1500009L16RIK,2,1500009L16RIK
C130026I21RIK,10,C130026I21RIK
C130060K24RIK,1,C130060K24RIK
3632451O06RIK,2,3632451O06RIK
4931414P19RIK,7,4931414P19RIK
1700017B05RIK,17,1700017B05RIK
2900011O08RIK,5,2900011O08RIK
1700030J22RIK,1,1700030J22RIK
AI467606,6,AI467606
BC017158,1,BC017158
1810013L24RIK,2,1810013L24RIK
1190005I06RIK,3,1190005I06RIK
4933405L10RIK,2,4933405L10RIK
4921524J17RIK,3,4921524J17RIK
4930562C15RIK,2,4930562C15RIK
0610010K14RIK,4,0610010K14RIK
BC017643,8,BC017643
5730455P16RIK,5,5730455P16RIK
D11WSU47E,3,D11WSU47E
6030468B19RIK,2,6030468B19RIK
2700062C07RIK,1,2700062C07RIK
8030462N17RIK,13,8030462N17RIK
2310011J03RIK,1,2310011J03RIK
1700030K09RIK,3,1700030K09RIK
1700019B03RIK,3,1700019B03RIK
2310022A10RIK,13,2310022A10RIK
A230050P20RIK,5,A230050P20RIK
C1D,1,C1D
C1GALT1,3,C1GALT1
C1GALT1C1,2,C1GALT1C1
1700016C15RIK,1,1700016C15RIK
5730559C18RIK,3,5730559C18RIK
BC055324,2,BC055324
NAN,36,NAN
2810004N23RIK,6,2810004N23RIK
4921539E11RIK,2,4921539E11RIK
I830077J02RIK,2,I830077J02RIK
A430005L14RIK,11,A430005L14RIK
1700013F07RIK,1,1700013F07RIK
2310022B05RIK,9,2310022B05RIK
1700025G04RIK,4,1700025G04RIK
5730409E04RIK,1,5730409E04RIK
GM7694,6,GM7694
AU022252,2,AU022252
2410004B18RIK,2,2410004B18RIK
SRARP,2,SRARP
2310050C09RIK,1,2310050C09RIK
GM12695,3,GM12695
C1QA,1,C1QA
C1QBP,4,C1QBP
CAPRIN2,3,CAPRIN2
C1QTNF2,1,C1QTNF2
C1QTNF7,4,C1QTNF7
C1RL,1,C1RL
C1SA,1,C1SA
C2,1,C2
4930402H24RIK,4,4930402H24RIK
1700037H04RIK,4,1700037H04RIK
1810043G02RIK,1,1810043G02RIK
1110004E09RIK,1,1110004E09RIK
C230062I16RIK,3,C230062I16RIK
C2CD2,16,C2CD2
C2CD3,13,C2CD3
C2CD4B,3,C2CD4B
C2CD4C,13,C2CD4C
C2CD4D,2,C2CD4D
EMG1,5,EMG1
ZFP938,8,ZFP938
1700001C02RIK,1,1700001C02RIK
BC027072,3,BC027072
2810459M11RIK,2,2810459M11RIK
GM5592,6,GM5592
1700003E16RIK,2,1700003E16RIK
C3,8,C3
C3AR1,2,C3AR1
E130311K13RIK,3,E130311K13RIK
4930453N24RIK,2,4930453N24RIK
BC016579,1,BC016579
4930452B06RIK,1,4930452B06RIK
C4A,1,C4A
C4B,4,C4B
0610040J01RIK,13,0610040J01RIK
1700029J07RIK,2,1700029J07RIK
1110002E22RIK,8,1110002E22RIK
C5,3,C5
C5AR1,5,C5AR1
6030458C11RIK,1,6030458C11RIK
B230219D22RIK,4,B230219D22RIK
D1ERTD622E,11,D1ERTD622E
2410089E03RIK,4,2410089E03RIK
4930524B15RIK,1,4930524B15RIK
4921536K21RIK,4,4921536K21RIK
C6,1,C6
D17WSU92E,4,D17WSU92E
AI661453,24,AI661453
4933417A18RIK,1,4933417A18RIK
D17H6S53E,2,D17H6S53E
BC004004,1,BC004004
AW209491,3,AW209491
BC037034,11,BC037034
C87414,2,C87414
C8A,2,C8A
C8B,1,C8B
C8G,1,C8G
1110038F14RIK,2,1110038F14RIK
2610301B20RIK,2,2610301B20RIK
9130401M01RIK,1,9130401M01RIK
C9,3,C9
1700022I11RIK,3,1700022I11RIK
1110008P14RIK,1,1110008P14RIK
SMRP1,2,SMRP1
4933430I17RIK,2,4933430I17RIK
1700001O22RIK,1,1700001O22RIK
2210016F16RIK,1,2210016F16RIK
3110043O21RIK,1,3110043O21RIK
1110059E24RIK,4,1110059E24RIK
CA11,3,CA11
CA12,1,CA12
CA13,1,CA13
CA14,2,CA14
CA2,3,CA2
CA3,8,CA3
CA8,1,CA8
5830433M19RIK,10,5830433M19RIK
CAB39,3,CAB39
CAB39L,1,CAB39L
CABIN1,18,CABIN1
CABLES1,20,CABLES1
CABLES2,5,CABLES2
CABP1,1,CABP1
CABP4,2,CABP4
CABP5,2,CABP5
CABP7,2,CABP7
CABYR,8,CABYR
CACHD1,3,CACHD1
CACNA1A,45,CACNA1A
CACNA1B,24,CACNA1B
CACNA1C,21,CACNA1C
CACNA1D,17,CACNA1D
CACNA1E,31,CACNA1E
CACNA1F,4,CACNA1F
CACNA1G,12,CACNA1G
CACNA1H,11,CACNA1H
CACNA1I,9,CACNA1I
CACNA1S,5,CACNA1S
CACNA2D1,2,CACNA2D1
CACNA2D4,1,CACNA2D4
CACNB1,23,CACNB1
CACNB2,21,CACNB2
CACNB3,6,CACNB3
CACNB4,22,CACNB4
CACNG3,3,CACNG3
CACNG4,3,CACNG4
CACNG5,6,CACNG5
CACNG7,5,CACNG7
CACNG8,5,CACNG8
CACTIN,17,CACTIN
2700078E11RIK,4,2700078E11RIK
CACYBP,3,CACYBP
CAD,26,CAD
CADM1,4,CADM1
CADM2,2,CADM2
CADM3,4,CADM3
CADM4,2,CADM4
CADPS,17,CADPS
CADPS2,11,CADPS2
CHAF1A,10,CHAF1A
CHAF1B,16,CHAF1B
CALB2,1,CALB2
CALCOCO1,3,CALCOCO1
CALCR,3,CALCR
CALCRL,2,CALCRL
CALY,2,CALY
CALD1,31,CALD1
CALHM1,3,CALHM1
CALML3,5,CALML3
CALM4,2,CALM4
CALM3,5,CALM3
CALN1,1,CALN1
CANX,10,CANX
CAST,43,CAST
CNN2,4,CNN2
CNN3,13,CNN3
CALR4,1,CALR4
CALR,4,CALR
CALR3,2,CALR3
KCNIP3,3,KCNIP3
CASQ1,8,CASQ1
CASQ2,3,CASQ2
CALU,8,CALU
CAMK1,6,CAMK1
PNCK,8,PNCK
CAMK1D,3,CAMK1D
CAMK1G,1,CAMK1G
CAMK2A,29,CAMK2A
CAMK2B,43,CAMK2B
CAMK2D,29,CAMK2D
CAMK2G,21,CAMK2G
CAMK2N1,1,CAMK2N1
CAMK2N2,1,CAMK2N2
CAMK4,2,CAMK4
CAMKK1,11,CAMKK1
CAMKK2,22,CAMKK2
1700106N22RIK,1,1700106N22RIK
MYLK3,6,MYLK3
CAMLG,6,CAMLG
CAMSAP1,36,CAMSAP1
CAMSAP1L1,35,CAMSAP1L1
CAMSAP3,39,CAMSAP3
CAMTA1,7,CAMTA1
CAMTA2,4,CAMTA2
CAND1,9,CAND1
CAND2,1,CAND2
CANT1,1,CANT1
CAP1,12,CAP1
CAP2,9,CAP2
CAPG,7,CAPG
CIC,69,CIC
CAPN1,6,CAPN1
CAPN10,2,CAPN10
CAPN11,2,CAPN11
CAPN2,4,CAPN2
CAPN3,1,CAPN3
CAPN5,5,CAPN5
CAPN6,2,CAPN6
CAPN9,3,CAPN9
CAPNS1,3,CAPNS1
CAPRIN1,18,CAPRIN1
CAPS2,1,CAPS2
CAPZA1,3,CAPZA1
CAPZA2,3,CAPZA2
CAPZB,6,CAPZB
RCSD1,26,RCSD1
CASR,6,CASR
CA5A,1,CA5A
CARD10,5,CARD10
CARD11,14,CARD11
CARD14,3,CARD14
CARD6,6,CARD6
CARD9,10,CARD9
ALS2CR8,3,ALS2CR8
CARHSP1,11,CARHSP1
CARKD,3,CARKD
CARM1,4,CARM1
CARS,11,CARS
CARS2,3,CARS2
CARTPT,3,CARTPT
NEDD9,21,NEDD9
CASC3,14,CASC3
CASC4,3,CASC4
KNL1,12,KNL1
CASD1,4,CASD1
CASK,24,CASK
CASKIN1,41,CASKIN1
CASKIN2,26,CASKIN2
CASP1,1,CASP1
CASP12,5,CASP12
CASP3,3,CASP3
CASP6,1,CASP6
CASP7,3,CASP7
CASP8,3,CASP8
CASP8AP2,21,CASP8AP2
CASP9,3,CASP9
CASZ1,13,CASZ1
CAT,25,CAT
CATSPER1,2,CATSPER1
CATSPERB,4,CATSPERB
CATSPERG2,2,CATSPERG2
CAV1,9,CAV1
CAV2,10,CAV2
CCNY,21,CCNY
CBFA2T2,8,CBFA2T2
CBFA2T3,1,CBFA2T3
CBFB,4,CBFB
CBL,27,CBL
CBLB,22,CBLB
CBLL1,4,CBLL1
CBLN1,1,CBLN1
CBLN2,1,CBLN2
CBLN4,1,CBLN4
CREBBP,17,CREBBP
CBR1,4,CBR1
CBR2,2,CBR2
CBR3,1,CBR3
CBS,2,CBS
CBX1,7,CBX1
CBX2,1,CBX2
CBX3,7,CBX3
CBX4,10,CBX4
CBX6,3,CBX6
CBX7,1,CBX7
CBX8,10,CBX8
CBY1,3,CBY1
CC2D1A,6,CC2D1A
CC2D1B,16,CC2D1B
CC2D2A,4,CC2D2A
CCAR1,14,CCAR1
CCBE1,1,CCBE1
KYAT1,2,KYAT1
KYAT3,1,KYAT3
CCDC101,1,CCDC101
CCDC102A,8,CCDC102A
CCDC105,2,CCDC105
CCDC106,1,CCDC106
CCDC107,1,CCDC107
CCDC108,2,CCDC108
CCDC112,1,CCDC112
CCDC113,1,CCDC113
CCDC114,4,CCDC114
CCDC115,2,CCDC115
CCDC116,8,CCDC116
CCDC117,2,CCDC117
CCDC12,1,CCDC12
CCDC120,13,CCDC120
CCDC122,1,CCDC122
CCDC123,4,CCDC123
CCDC124,5,CCDC124
CCDC125,4,CCDC125
CCDC126,2,CCDC126
CCDC130,5,CCDC130
CCDC132,18,CCDC132
CCDC135,3,CCDC135
CCDC136,9,CCDC136
CCDC14,1,CCDC14
CCDC141,3,CCDC141
CCDC144B,2,CCDC144B
CFAP58,2,CFAP58
CCDC150,2,CCDC150
CCDC151,2,CCDC151
CCDC157,1,CCDC157
CCDC158,8,CCDC158
CCDC159,3,CCDC159
CCDC160,1,CCDC160
CCDC162,5,CCDC162
CCDC163,1,CCDC163
CCDC166,3,CCDC166
CCDC167,1,CCDC167
RP23-233B9.8,1,RP23-233B9.8
C130022K22RIK,1,C130022K22RIK
4930403N07RIK,7,4930403N07RIK
CCDC177,14,CCDC177
4921528I01RIK,1,4921528I01RIK
CCDC179,1,CCDC179
CCDC18,2,CCDC18
4930455F23RIK,2,4930455F23RIK
CCDC182,1,CCDC182
CCDC183,1,CCDC183
OTG1,12,OTG1
CCDC187,5,CCDC187
GM166,2,GM166
CCDC191,1,CCDC191
1700011H14RIK,2,1700011H14RIK
CCDC21,2,CCDC21
CCDC22,4,CCDC22
CCDC25,2,CCDC25
CCDC27,3,CCDC27
CCDC28B,2,CCDC28B
CCDC3,1,CCDC3
CCDC30,3,CCDC30
CCDC33,2,CCDC33
CFAP100,3,CFAP100
CCDC37,4,CCDC37
CCDC39,4,CCDC39
BEND4,3,BEND4
CCDC40,1,CCDC40
CCDC41,1,CCDC41
CCDC43,2,CCDC43
TACO1,3,TACO1
CCDC45,7,CCDC45
CCDC46,3,CCDC46
CCDC47,3,CCDC47
CCDC48,1,CCDC48
CCDC49,5,CCDC49
HAUS1,6,HAUS1
CCDC50,1,CCDC50
CCDC51,4,CCDC51
CCDC52,8,CCDC52
WASHC3,1,WASHC3
CCDC55,13,CCDC55
CCDC57,1,CCDC57
CCDC58,1,CCDC58
CCDC6,26,CCDC6
CCDC60,1,CCDC60
CCDC61,11,CCDC61
CCDC62,2,CCDC62
CCDC63,2,CCDC63
CCDC64,1,CCDC64
CCDC64B,3,CCDC64B
CCDC66,6,CCDC66
DEUP1,6,DEUP1
CCDC68,1,CCDC68
CCDC69,1,CCDC69
CCDC7,1,CCDC7
CCDC71,4,CCDC71
2010109K11RIK,2,2010109K11RIK
CCDC72,1,CCDC72
CCDC73,6,CCDC73
CCDC75,1,CCDC75
TRMT13,2,TRMT13
CCDC77,2,CCDC77
TERB1,4,TERB1
CCDC7B,2,CCDC7B
CCDC8,4,CCDC8
CCDC81,3,CCDC81
CCDC82,7,CCDC82
CCDC83,5,CCDC83
CCDC84,1,CCDC84
CCDC85A,13,CCDC85A
CCDC85C,3,CCDC85C
CCDC86,11,CCDC86
CCDC87,4,CCDC87
CCDC88B,17,CCDC88B
CCDC89,1,CCDC89
CCDC9,3,CCDC9
CCDC91,4,CCDC91
CCDC92,7,CCDC92
CCDC93,8,CCDC93
CCDC94,6,CCDC94
INO80E,1,INO80E
CCDC97,3,CCDC97
CCDC99,7,CCDC99
A430105I19RIK,17,A430105I19RIK
CCHCR1,2,CCHCR1
CCIN,2,CCIN
PTK7,4,PTK7
CCKAR,1,CCKAR
CCKBR,6,CCKBR
CCL2,1,CCL2
CCL6,2,CCL6
CCL8,1,CCL8
CCL9,1,CCL9
CCM2,15,CCM2
CCM2L,3,CCM2L
CCNA1,2,CCNA1
CCNA2,2,CCNA2
CCNB1,3,CCNB1
CCNB2,3,CCNB2
CCNB3,3,CCNB3
CCND1,2,CCND1
CCND2,2,CCND2
CCND3,3,CCND3
CCNE1,5,CCNE1
CCNE2,8,CCNE2
CCNF,3,CCNF
CCNG1,1,CCNG1
CCNH,2,CCNH
CCNI,1,CCNI
CCNJ,1,CCNJ
CCNK,5,CCNK
CCNL1,19,CCNL1
CCNL2,8,CCNL2
CCNT1,2,CCNT1
CCNT2,12,CCNT2
CCNYL1,12,CCNYL1
CCPG1,4,CCPG1
CCR1,3,CCR1
CCR10,1,CCR10
CCR2,1,CCR2
CCR3,1,CCR3
CCR5,1,CCR5
CCR6,1,CCR6
CCR9,1,CCR9
CCRN4L,2,CCRN4L
CCS,1,CCS
1700054N08RIK,5,1700054N08RIK
CCSMST1,1,CCSMST1
CCT2,8,CCT2
CCT3,6,CCT3
CCT4,16,CCT4
CCT5,5,CCT5
CCT6A,4,CCT6A
CCT6B,1,CCT6B
CCT7,2,CCT7
CCT8,9,CCT8
TCP1,12,TCP1
AU022870,3,AU022870
MME,6,MME
CD109,2,CD109
ANPEP,2,ANPEP
PROM1,2,PROM1
CD14,1,CD14
CD163,7,CD163
CD164L2,1,CD164L2
CD180,1,CD180
CD19,7,CD19
CD1D1,1,CD1D1
CD200R1,3,CD200R1
CD200R3,1,CD200R3
CD209A,2,CD209A
CD22,14,CD22
LY9,12,LY9
CD244,3,CD244
CD248,3,CD248
CD27,1,CD27
CD28,2,CD28
CD2AP,28,CD2AP
CD2BP2,3,CD2BP2
CD300LB,1,CD300LB
CD300LG,2,CD300LG
CD33,1,CD33
CD34,9,CD34
CD37,1,CD37
CD38,2,CD38
CD3D,1,CD3D
CD3E,2,CD3E
CD3G,3,CD3G
CD247,9,CD247
CD4,1,CD4
CD40,1,CD40
CD40LG,5,CD40LG
CD44,11,CD44
PTPRC,15,PTPRC
CD5,6,CD5
CD6,1,CD6
CD68,4,CD68
CD69,7,CD69
CD72,5,CD72
CD74,2,CD74
CD80,1,CD80
CD81,1,CD81
CD82,1,CD82
CD83,3,CD83
