,genes,description,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile
7987,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174],4.665336252621991,0,1,0,1,0,0,1,1,2,3,yes,old,95.40957657301149
5360,NF2,neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773],4.664416932797597,0,0,0,0,0,0,0,0,0,0,yes,new,95.399683419074
213,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]",4.663592059311903,0,1,0,0,0,1,1,1,2,3,yes,old,95.38979026513651
6669,PTPN14,protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647],4.6627307541447625,0,0,0,0,0,0,0,0,0,0,yes,new,95.37989711119906
6267,PML,PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113],4.661181020902501,0,0,0,0,0,0,0,0,0,0,yes,new,95.37000395726156
9422,WASF1,WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732],4.660776721117854,1,1,1,1,1,1,1,3,4,7,yes,old,95.36011080332409
7517,SET,SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760],4.65918572467539,0,0,0,1,0,0,0,0,1,1,yes,new,95.35021764938662
9007,TSG101,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971],4.659019619707111,0,1,0,1,0,1,1,1,3,4,yes,old,95.34032449544917
1137,CCDC8,coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367],4.6587788466918045,0,0,0,0,0,0,0,0,0,0,yes,new,95.33043134151168
6448,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]",4.658734473206086,1,0,1,1,0,0,0,2,1,3,yes,old,95.3205381875742
1626,CNTN4,contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174],4.6582556390988765,0,0,1,1,0,1,1,1,3,4,yes,old,95.31064503363672
1295,CDH13,cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753],4.65815802357555,1,1,1,1,1,1,1,3,4,7,yes,old,95.30075187969923
6916,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923],4.657759190574237,0,0,0,0,0,1,1,0,2,2,yes,new,95.29085872576178
6414,PPP1CB,protein phosphatase 1 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9282],4.6574744926465135,0,1,1,1,0,1,1,2,3,5,yes,old,95.2809655718243
8658,TLN1,talin 1 [Source:HGNC Symbol;Acc:HGNC:11845],4.656903296966963,0,1,0,1,1,0,1,1,3,4,yes,old,95.27107241788684
5129,MYH7,myosin heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:7577],4.656826828617081,0,0,0,0,0,0,0,0,0,0,yes,new,95.26117926394933
7370,SBF1,SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542],4.656168504777255,0,0,1,1,1,1,1,1,4,5,yes,old,95.25128611001189
4036,KAZN,"kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]",4.656029555906332,0,0,0,1,1,1,0,0,3,3,yes,new,95.2413929560744
9184,UBQLN1,ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508],4.655610335415757,0,0,0,0,0,1,1,0,2,2,yes,new,95.23149980213692
6151,PITHD1,PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022],4.655521870834038,0,0,0,0,0,0,0,0,0,0,yes,new,95.22160664819944
6977,REL,"REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]",4.6544765859081085,0,0,0,0,1,0,0,0,1,1,yes,new,95.21171349426196
4509,LRPPRC,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714],4.654145524552879,0,1,0,1,0,1,1,1,3,4,yes,old,95.2018203403245
8999,TSC22D1,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826],4.653751540562605,0,0,0,0,0,0,0,0,0,0,yes,new,95.19192718638702
998,CACNA1G,calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394],4.653576417599355,0,0,0,0,0,0,0,0,0,0,yes,new,95.18203403244956
4106,KDM5B,lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039],4.6534414952346586,0,0,0,0,0,0,0,0,0,0,yes,new,95.17214087851208
6128,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]",4.653221329156527,0,1,0,0,0,0,0,1,0,1,yes,old,95.16224772457458
8539,TERF2IP,TERF2 interacting protein [Source:HGNC Symbol;Acc:HGNC:19246],4.653126081937349,0,0,0,0,0,0,0,0,0,0,yes,new,95.15235457063713
5244,NCAM1,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656],4.652969872847863,1,1,1,1,1,1,1,3,4,7,yes,old,95.14246141669963
6835,RALYL,RALY RNA binding protein like [Source:HGNC Symbol;Acc:HGNC:27036],4.652471940591647,0,0,0,0,0,0,0,0,0,0,yes,new,95.13256826276216
5655,OCRL,OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108],4.652250099888233,0,0,0,0,0,0,1,0,1,1,yes,new,95.12267510882471
2159,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229],4.651748979977227,0,1,1,1,1,1,1,2,4,6,yes,old,95.1127819548872
7162,RNPS1,RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080],4.6514824332357785,0,0,0,0,0,0,0,0,0,0,yes,new,95.10288880094973
9149,UBE2D3,ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476],4.6512162761808415,0,0,0,1,0,1,1,0,3,3,yes,new,95.09299564701227
8295,SULT4A1,sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903],4.650080352103032,0,0,0,1,1,0,1,0,3,3,yes,new,95.0831024930748
4116,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]",4.649834666654492,0,0,0,1,0,0,0,0,1,1,yes,new,95.0732093391373
9353,VDAC1,voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669],4.648876113120774,1,1,1,1,1,1,1,3,4,7,yes,old,95.06331618519985
7202,RPL37A,ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348],4.648776331980439,1,0,0,1,0,0,0,1,1,2,yes,old,95.05342303126235
6517,PRKG1,protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414],4.648001873708923,0,1,0,0,0,0,1,1,1,2,yes,old,95.04352987732487
2186,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235],4.647873403633055,1,1,1,0,0,0,0,3,0,3,yes,old,95.03363672338742
9432,WDR1,WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754],4.647614127673151,0,1,1,1,0,1,1,2,3,5,yes,old,95.02374356944992
6091,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610],4.647510380093465,0,0,0,0,0,0,0,0,0,0,yes,new,95.01385041551248
3180,GLRB,glycine receptor beta [Source:HGNC Symbol;Acc:HGNC:4329],4.6474237784183865,1,0,0,0,0,0,0,1,0,1,yes,old,95.003957261575
4028,KAT6B,lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582],4.646715677303424,0,0,0,0,0,0,0,0,0,0,yes,new,94.99406410763751
3688,HSPA4,heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237],4.6465323533466645,0,1,1,1,0,1,1,2,3,5,yes,old,94.98417095370004
4654,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866],4.645175511554247,0,0,0,1,1,1,1,0,4,4,yes,new,94.97427779976256
3500,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867],4.6448520185178435,0,0,0,0,0,0,1,0,1,1,yes,new,94.96438464582508
61,ABLIM1,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],4.644694183583619,0,1,1,1,1,1,1,2,4,6,yes,old,94.9544914918876
4788,MEGF8,multiple EGF like domains 8 [Source:HGNC Symbol;Acc:HGNC:3233],4.644337486452764,0,0,0,0,0,0,1,0,1,1,yes,new,94.94459833795014
430,AP2A2,adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562],4.643956430035388,0,1,1,1,1,1,1,2,4,6,yes,old,94.93470518401266
5315,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707],4.643480094576399,0,1,0,1,1,1,1,1,4,5,yes,old,94.9248120300752
2204,DNMT1,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],4.643421647809395,0,0,0,0,0,0,0,0,0,0,yes,new,94.91491887613772
4645,MAP3K3,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855],4.643408418515242,0,0,0,0,0,0,0,0,0,0,yes,new,94.90502572220024
7223,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387],4.6424902447837315,1,1,0,1,1,1,1,2,4,6,yes,old,94.89513256826277
3715,HTT,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851],4.642466293063651,1,1,1,1,1,0,1,3,3,6,yes,old,94.88523941432527
5254,NCDN,neurochondrin [Source:HGNC Symbol;Acc:HGNC:17597],4.6419781102693225,0,1,1,1,1,1,1,2,4,6,yes,old,94.8753462603878
9345,VAV3,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659],4.641703381494061,0,0,0,0,0,0,0,0,0,0,yes,new,94.8654531064503
101,ACOT7,acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157],4.641317813072334,0,1,0,1,0,0,1,1,2,3,yes,old,94.85555995251285
5806,PARD3,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051],4.641249523695183,0,0,0,0,0,0,1,0,1,1,yes,new,94.84566679857538
4098,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],4.640806407291072,0,0,0,0,0,0,0,0,0,0,yes,new,94.83577364463792
4720,MCF2L,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576],4.640730016883885,0,0,0,0,1,0,1,0,2,2,yes,new,94.82588049070044
7588,SH3KBP1,SH3 domain containing kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13867],4.640219120429972,0,0,0,1,1,0,0,0,2,2,yes,new,94.81598733676296
5841,PAXIP1,PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624],4.640137844433464,0,0,0,0,0,0,0,0,0,0,yes,new,94.80609418282549
2537,EPHA7,EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390],4.639709913744358,1,0,0,1,0,0,0,1,1,2,yes,old,94.79620102888799
6202,PLCB4,phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059],4.639491802075731,1,0,1,0,0,0,1,2,1,3,yes,old,94.78630787495054
3880,INSR,insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091],4.63923441151066,0,0,0,1,0,0,1,0,2,2,yes,new,94.77641472101305
5920,PCSK5,proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747],4.639028186738191,0,0,0,0,0,0,0,0,0,0,yes,new,94.7665215670756
2092,DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738],4.638671244748854,0,0,0,0,0,1,1,0,2,2,yes,new,94.75662841313809
2274,DSP,desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052],4.638477640389711,0,1,0,0,0,1,1,1,2,3,yes,old,94.74673525920065
1447,CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],4.638146800673909,0,0,0,0,0,0,0,0,0,0,yes,new,94.73684210526315
7158,RNH1,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074],4.6380440142089014,0,0,0,1,0,1,1,0,3,3,yes,new,94.72694895132568
2397,EHD1,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242],4.63802711856865,1,1,0,1,0,1,1,2,3,5,yes,old,94.71705579738821
5326,NECAP1,NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539],4.636864328414196,0,0,1,0,0,1,1,1,2,3,yes,old,94.70716264345072
6660,PTN,pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630],4.636812748113732,1,0,0,1,0,0,0,1,1,2,yes,old,94.69726948951326
2310,DYNC1I1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],4.635928980435211,0,1,1,1,0,1,1,2,3,5,yes,old,94.68737633557579
6964,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944],4.635327548250795,0,1,0,0,1,0,0,1,1,2,yes,old,94.67748318163832
2748,FBN1,fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603],4.635252296169217,0,0,0,0,0,0,1,0,1,1,yes,new,94.66759002770084
4019,KANK2,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300],4.6347719112072685,0,0,0,0,0,0,0,0,0,0,yes,new,94.65769687376336
732,AURKA,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393],4.6345949482915465,1,0,0,0,0,0,0,1,0,1,yes,old,94.64780371982587
2160,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2 [Source:HGNC Symbol;Acc:HGNC:14884],4.633371115642544,0,1,0,1,1,1,1,1,4,5,yes,old,94.6379105658884
4728,MCM6,minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949],4.632915562621084,0,0,0,0,0,0,1,0,1,1,yes,new,94.62801741195094
3102,GDAP1,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968],4.632649021413234,0,1,1,1,1,1,1,2,4,6,yes,old,94.61812425801344
788,BAZ2B,bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963],4.632384316521785,0,0,0,0,0,0,0,0,0,0,yes,new,94.60823110407598
3529,HIF1A,hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910],4.631948883566663,0,0,0,0,0,0,0,0,0,0,yes,new,94.59833795013849
5153,MYO1C,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597],4.630575220630214,0,1,0,1,0,0,1,1,2,3,yes,old,94.58844479620103
4322,LAMA3,laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483],4.630221461580697,0,0,0,0,0,0,0,0,0,0,yes,new,94.57855164226356
6540,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896],4.629551390173455,0,0,0,0,0,1,1,0,2,2,yes,new,94.56865848832608
3484,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857],4.6285374765026095,0,1,0,1,0,0,1,1,2,3,yes,old,94.5587653343886
6841,RANBP2,RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848],4.6284611459189176,0,0,0,1,0,0,1,0,2,2,yes,new,94.54887218045113
7432,SDHA,succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680],4.627952246494512,0,0,0,0,0,0,1,0,1,1,yes,new,94.53897902651366
6749,RAB21,"RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]",4.62752278095412,1,1,1,1,1,0,1,3,3,6,yes,old,94.52908587257618
4726,MCM3,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945],4.626737527837823,0,0,0,0,0,0,1,0,1,1,yes,new,94.5191927186387
9084,TUBG2,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419],4.626723894177084,0,0,0,1,0,0,0,0,1,1,yes,new,94.50929956470121
1689,COPS6,COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:HGNC:21749],4.6265754986082746,0,0,0,0,0,1,1,0,2,2,yes,new,94.49940641076375
2647,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527],4.626409541980311,0,0,0,0,0,0,0,0,0,0,yes,new,94.48951325682629
6891,RB1CC1,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574],4.625994410891509,0,0,0,1,0,0,1,0,2,2,yes,new,94.47962010288879
1273,CDC42BPA,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737],4.625512050112103,0,1,0,1,1,0,1,1,3,4,yes,old,94.46972694895132
9135,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458],4.625371201890985,1,0,0,1,1,0,0,1,2,3,yes,old,94.45983379501385
6802,RAD21,RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811],4.625073510173403,0,0,0,0,0,0,0,0,0,0,yes,new,94.44994064107638
1010,CACYBP,calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423],4.623402198336504,0,1,0,0,0,0,1,1,1,2,yes,old,94.4400474871389
5422,NLK,nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858],4.623059545005614,0,0,0,0,0,0,0,0,0,0,yes,new,94.43015433320144
8013,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187],4.622691183525436,0,1,0,0,0,0,1,1,1,2,yes,old,94.42026117926396
5278,NDFIP1,Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592],4.62238773018892,0,0,0,0,0,0,0,0,0,0,yes,new,94.41036802532648
2009,DDX1,DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734],4.622300298967105,0,1,0,1,0,1,1,1,3,4,yes,old,94.40047487138901
6974,REEP5,receptor accessory protein 5 [Source:HGNC Symbol;Acc:HGNC:30077],4.622198032670127,0,1,0,0,0,0,0,1,0,1,yes,old,94.39058171745151
5472,NOP56,NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911],4.621775653180007,0,0,0,0,1,1,1,0,3,3,yes,new,94.38068856351404
5475,NOS2,nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873],4.621699264003961,0,0,0,0,0,0,0,0,0,0,yes,new,94.37079540957657
9076,TUBB2B,tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829],4.621499152367413,0,1,1,1,1,1,1,2,4,6,yes,old,94.36090225563909
5145,MYO10,myosin X [Source:HGNC Symbol;Acc:HGNC:7593],4.621405350108133,0,0,0,0,0,0,0,0,0,0,yes,new,94.35100910170162
6604,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]",4.621051183599152,0,1,0,1,0,1,1,1,3,4,yes,old,94.34111594776415
4665,MAPK14,mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876],4.6208745978314765,0,0,0,0,0,0,1,0,1,1,yes,new,94.3312227938267
2358,ECT2,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],4.620849288204052,0,0,0,0,0,0,0,0,0,0,yes,new,94.3213296398892
4638,MAP3K1,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848],4.619783656547086,0,0,0,0,0,0,0,0,0,0,yes,new,94.31143648595172
4684,MARK3,microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897],4.619751645447182,0,0,0,1,1,1,1,0,4,4,yes,new,94.30154333201423
1581,CLTCL1,clathrin heavy chain like 1 [Source:HGNC Symbol;Acc:HGNC:2093],4.6196281960966425,0,0,0,0,0,0,0,0,0,0,yes,new,94.29165017807676
9159,UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914],4.61932976434696,0,0,0,0,0,0,0,0,0,0,yes,new,94.2817570241393
334,ALS2,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],4.619098263135707,0,0,0,1,0,0,1,0,2,2,yes,new,94.27186387020184
3358,GRN,granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601],4.618706318090244,0,0,0,1,0,0,0,0,1,1,yes,new,94.26197071626434
2534,EPHA2,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386],4.618580811843562,0,0,0,0,0,0,1,0,1,1,yes,new,94.25207756232687
2444,EIF4H,eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741],4.618260108216201,0,0,0,0,0,0,1,0,1,1,yes,new,94.24218440838942
7244,RPS9,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442],4.617789744588519,1,0,1,1,0,0,1,2,2,4,yes,old,94.23229125445192
5140,MYLK,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590],4.617672061350214,0,0,0,0,0,0,0,0,0,0,yes,new,94.22239810051443
4178,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716],4.617594047339832,0,1,1,1,1,1,1,2,4,6,yes,old,94.21250494657696
6992,RET,ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967],4.617246003413852,0,0,0,0,1,0,1,0,2,2,yes,new,94.20261179263949
6995,REV3L,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",4.617001896927611,0,1,0,0,0,0,0,1,0,1,yes,old,94.192718638702
5794,PAN2,poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074],4.616891566039849,0,0,0,0,0,0,1,0,1,1,yes,new,94.18282548476456
2437,EIF4B,eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285],4.616852933309744,1,1,1,1,1,1,0,3,3,6,yes,old,94.17293233082708
1469,CHN1,chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943],4.616710218216042,0,0,0,0,0,0,1,0,1,1,yes,new,94.1630391768896
5742,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],4.616518027962972,0,1,0,0,0,0,1,1,1,2,yes,old,94.15314602295211
703,ATP6AP2,ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305],4.616495452641604,0,0,0,1,0,0,1,0,2,2,yes,new,94.14325286901465
3481,HDAC9,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],4.615732872439644,0,0,0,0,0,0,0,0,0,0,yes,new,94.13335971507715
785,BAZ1A,bromodomain adjacent to zinc finger domain 1A [Source:HGNC Symbol;Acc:HGNC:960],4.615592505753677,0,0,0,0,0,0,0,0,0,0,yes,new,94.1234665611397
4696,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906],4.615345847333818,0,0,0,1,1,0,0,0,2,2,yes,new,94.11357340720221
507,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853],4.614981393410528,1,0,0,1,0,0,1,1,2,3,yes,old,94.10368025326473
2404,EHMT2,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129],4.614599994042129,0,1,0,0,0,0,0,1,0,1,yes,old,94.09378709932727
4783,MEF2C,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996],4.613855786505972,0,0,0,0,0,0,0,0,0,0,yes,new,94.0838939453898
7635,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353],4.613749099503544,0,0,0,0,0,0,0,0,0,0,yes,new,94.0740007914523
3478,HDAC5,histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068],4.613577670973866,0,0,0,0,0,0,0,0,0,0,yes,new,94.06410763751484
7712,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095],4.613364339051552,0,0,0,0,0,0,1,0,1,1,yes,new,94.05421448357737
6849,RAP1GAP,RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858],4.613329887519334,0,1,0,0,0,0,0,1,0,1,yes,old,94.04432132963987
9344,VAV2,vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658],4.6119588591522165,0,1,0,0,0,0,1,1,1,2,yes,old,94.03442817570242
8827,TOP2B,DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990],4.611810846952265,0,0,0,0,0,1,1,0,2,2,yes,new,94.02453502176493
245,AIFM1,apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768],4.61081247117674,0,0,0,1,1,0,1,0,3,3,yes,new,94.01464186782745
6863,RASA1,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871],4.6103100145781015,0,0,0,0,0,0,1,0,1,1,yes,new,94.00474871388998
2539,EPHB1,EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392],4.610249359515606,0,0,0,0,0,0,1,0,1,1,yes,new,93.99485555995251
2435,EIF4A2,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284],4.609996671893471,0,1,0,1,1,1,1,1,4,5,yes,old,93.98496240601506
8537,TERF1,telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728],4.609723244299147,0,0,0,0,0,0,0,0,0,0,yes,new,93.97506925207756
1513,CKB,creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991],4.609718291849671,0,1,1,1,1,1,1,2,4,6,yes,old,93.96517609814009
9079,TUBB4B,tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771],4.609489721886296,0,0,0,1,1,1,1,0,4,4,yes,new,93.9552829442026
930,BSG,basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116],4.609356136846231,0,1,1,1,0,1,1,2,3,5,yes,old,93.94538979026514
6207,PLCG2,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],4.608699873453483,0,0,0,0,0,0,0,0,0,0,yes,new,93.93549663632764
542,ARHGEF11,Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580],4.608433030124844,0,0,0,0,0,0,1,0,1,1,yes,new,93.92560348239019
839,BEX2,brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933],4.607930679487477,0,0,0,0,0,0,0,0,0,0,yes,new,93.9157103284527
7660,SKP1,S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899],4.607845096600459,0,0,1,0,1,0,1,1,2,3,yes,old,93.90581717451524
9495,WWP2,WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804],4.6076719984349435,0,0,0,1,0,1,1,0,3,3,yes,new,93.89592402057778
8538,TERF2,telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729],4.607322422466383,0,0,0,0,0,0,0,0,0,0,yes,new,93.88603086664028
